galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_cinfo_limit,beta_mode
NGC5055,0.72,125.0,17.6,-0.952127574645741,56387.54222222222,-35918.74109476653,20468.801127455692,201.4920107597321,0.0,121.3982570376037,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,1.43,162.0,8.5,-0.7852542006602243,40333.04566433567,-14915.323975252859,25417.721689082806,240.15881266362055,0.0,190.64978892038775,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,2.16,178.0,5.22,-0.7808953813223607,32096.213425925915,-9819.685152399521,22276.528273526394,263.30176793937403,0.0,219.35656149478868,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,2.87,193.0,1.88,-0.7478123703325228,27471.589965156792,-7077.326125740677,20394.263839416115,280.7907818999762,0.0,241.93291884140993,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,3.59,192.0,3.59,-0.704898457683775,20818.99256267409,-5333.233175837939,15485.759386836153,273.3865089941345,0.0,235.78353674237263,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,4.3,190.0,0.97,-0.7173064897653846,17234.433604651163,-4531.007330161262,12703.426274489902,272.2279642138184,0.0,233.71934661107235,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,5.03,195.0,0.99,-0.6774371041807277,14910.33982107356,-3658.13269557805,11252.20712549551,273.85946998415085,0.0,237.90460659945703,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,5.75,201.0,0.45,-0.6367000028848677,13303.369808695652,-3007.6373359874337,10295.732472708218,276.5761674475948,0.0,243.31145003487248,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,6.46,204.0,0.81,-0.6343395888471957,12168.493885448917,-2667.1519505778947,9501.341934871023,280.372021607007,0.0,247.74718746994245,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,7.18,204.0,0.65,-0.6068858033352768,10650.847423398329,-2295.836701734393,8355.010721663935,276.53767284042874,0.0,244.92647260258954,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,7.91,206.0,0.66,-0.5592299579933209,9398.215537294564,-1920.3146949622478,7477.900842332316,272.65341534629636,0.0,243.2081323945575,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,8.62,206.0,1.54,-0.5294027626845998,8369.92438515081,-1668.1588266283975,6701.765558522413,268.6051901955731,0.0,240.35228127576238,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,11.49,206.0,1.9,-0.368594675628389,5344.052332463012,-871.3396744566135,4472.712658006399,247.79661276942429,0.0,226.69686464636763,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,14.3,206.0,0.42,-0.21670347412822835,3687.393972027972,-411.6122550465552,3275.7817169814166,229.62955776641647,0.0,216.4340050750673,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,17.19,203.0,4.19,-0.10353288421802691,2659.3425247236764,-163.59156093705352,2495.750963786623,213.808554552899,0.0,207.12788095158035,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,20.07,200.0,1.23,0.044869068895672146,1905.4091529646237,60.72368868716311,1966.1328416517867,195.55449803060014,34.91023391430318,198.64613293983692,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
NGC5055,22.96,194.0,4.09,0.14451882309711808,1418.2466071428573,170.9664888787088,1589.2130960215661,180.45204930950496,62.65293755806789,191.01919454509056,,45072.77920030129,27161.79457133589,True,4.080736484302599,0.6026208069094245,117911689250.96881,formula
