galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_cinfo_limit,beta_mode
NGC2403,0.16,24.5,2.83,0.10793010558900568,3366.900625,14630.19004623109,17997.09067123109,23.21,48.38212900851899,53.66129431347118,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.26,35.3,2.46,-0.0016948458969946805,4800.80346153846,-141.37877578222404,4659.424685756237,35.33,0.0,34.8058963150875,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.36,43.2,1.12,-0.16855962702128097,6138.520277777778,-10154.964492931887,0.0,47.00922569028339,0.0,0.0,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.46,52.0,1.25,-0.17352505063759832,6995.361956521738,-8181.476673599955,0.0,56.726241722856976,0.0,0.0,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.56,60.9,2.93,-0.09357213926335545,7274.254464285715,-3623.980731350915,3650.2737329347997,63.8246229914443,0.0,45.21231348254022,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.66,65.8,1.25,-0.054625092876171025,6929.323636363637,-1795.0460780825792,5134.277558281057,67.62657465819188,0.0,58.21188184954596,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.76,71.7,1.25,0.022141521415640793,6615.848026315789,631.8605125452364,7247.708538861025,70.9087053893949,21.913785376661416,74.21764271070847,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.86,74.6,1.6,0.04618676842752138,6178.351627906976,1164.7868901276622,7343.138518034639,72.89295164829038,31.64990877569459,79.46759795985902,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,0.96,74.6,1.03,-0.010079557372145229,5855.913854166667,-227.7181130813174,5628.195741085349,74.9778453944897,0.0,73.50556381282941,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.06,76.6,1.12,-0.016695739495657114,5628.859716981132,-341.60730007778574,5287.252416903346,77.24371366007722,0.0,74.86312551528654,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.16,78.5,1.6,-0.02805854210774472,5463.830517241379,-524.6074586770202,4939.223058564359,79.61182952300493,0.0,75.69345247730914,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.27,83.4,1.8,0.025491638968207875,5338.641653543308,435.3327962925307,5773.974449835839,82.34121021699889,23.513244167734786,85.63263134630112,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.36,86.4,1.6,0.0239746649977034,5358.600147058823,382.3322982383831,5740.932445297206,85.36800454502846,22.802892921824657,88.36101021154184,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.47,87.4,1.41,-0.01655909247162749,5283.415782312925,-244.31298224434704,5039.102800068578,88.12843581954692,0.0,86.06672479013484,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.57,90.3,1.41,-0.014677471386361099,5270.670891719745,-202.75843869472985,5067.912453025015,90.96677030652457,0.0,89.19990219304768,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.67,93.3,1.6,-0.018834052178265392,5311.858982035928,-244.598982720315,5067.259999315614,94.184948372869,0.0,91.9908919342403,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.77,93.3,1.41,-0.0790755443857449,5323.771751412429,-968.9386335473681,4354.833117865061,97.07252958484186,0.0,87.7955273269724,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
NGC2403,1.87,95.2,1.25,-0.08672563206175113,5286.800106951871,-1005.8499890468697,4280.950117905002,99.42995625061896,0.0,89.47277083270839,,29957.648207037335,21688.391710750104,True,3.55561318240216,0.723968435735062,68493816856.433334,formula
