r_kpc,v_obs,v_model
0.76,77.0,1433.4442026200265
1.52,100.0,850.8885047645142
2.28,110.0,1.5099668870541498e-06
3.04,118.0,1.7435595774162694e-06
3.79,121.0,1.9467922333931785e-06
4.55,121.0,2.133072900770154e-06
5.31,117.0,2.3043437243605823e-06
6.07,116.0,2.4637369989509838e-06
6.83,116.0,2.613426869074396e-06
7.59,116.0,2.7549954627911823e-06
8.35,115.0,2.889636655359978e-06
9.11,115.0,3.018277654557314e-06
9.86,116.0,3.140063693621516e-06
10.64,117.0,3.261901286060018e-06
11.38,117.0,3.3734255586866e-06
12.12,118.0,3.4813790371058418e-06
12.86,117.0,3.5860842154082215e-06
13.7,116.0,3.7013511046643495e-06
14.44,115.0,3.8e-06
15.18,117.0,3.896151947755632e-06
15.91,116.0,3.988734135035826e-06
16.65,115.0,4.080441152620633e-06
17.49,115.0,4.182104733265297e-06
18.23,115.0,4.269660408041839e-06
18.97,114.0,4.355456348076513e-06
19.71,115.0,4.4395945760846224e-06
20.45,114.0,4.522167621838005e-06
21.29,116.0,4.614108798023731e-06
22.03,115.0,4.693612681080534e-06
22.76,118.0,4.770744176750625e-06
23.5,115.0,4.847679857416329e-06
