r_kpc,v_obs,v_model
0.42,14.2,147.73090236145813
1.26,28.6,122.22928206158987
2.11,41.0,24.957586670405334
2.96,49.0,1.7204650534085253e-06
3.79,54.8,1.9467922333931785e-06
4.65,56.4,2.1563858652847827e-06
5.48,57.8,2.340939982143925e-06
6.33,56.5,2.5159491250818248e-06
