r_kpc,v_obs,v_model
1.33,175.0,1.1532562594670797e-06
2.34,237.0,1.5297058540778353e-06
3.33,247.0,1.8248287590894659e-06
4.34,242.0,2.083266665599966e-06
5.35,240.0,2.3130067012440753e-06
6.34,233.0,2.5179356624028345e-06
7.34,233.0,2.709243436828813e-06
8.32,247.0,2.8844410203711914e-06
9.34,248.0,3.056141357987225e-06
10.38,242.0,3.2218007387174023e-06
11.36,252.0,3.370459909270543e-06
12.34,245.0,3.512833614050059e-06
13.32,247.0,3.6496575181789317e-06
14.3,238.0,3.7815340802378076e-06
15.47,249.0,3.933192087859427e-06
16.35,250.0,4.043513323831146e-06
17.92,253.0,4.233202097703345e-06
19.1,258.0,4.370354676682432e-06
22.52,254.0,4.745524207081869e-06
26.05,256.0,5.103920062069938e-06
29.48,255.0,5.429548784199291e-06
33.0,244.0,5.744562646538029e-06
36.43,246.0,6.035726965329032e-06
