r_kpc,v_obs,v_model
0.87,47.8,1868.0465777101626
1.74,98.9,1.3190905958272919e-06
2.61,146.0,1.6155494421403513e-06
3.5,164.0,1.8708286933869708e-06
4.37,174.0,2.0904544960366874e-06
5.24,175.0,2.2891046284519193e-06
6.11,184.0,2.471841418861655e-06
6.98,185.0,2.6419689627245813e-06
7.85,188.0,2.8017851452243797e-06
8.72,190.0,2.9529646120466803e-06
9.6,191.0,3.0983866769659333e-06
10.47,191.0,3.2357379374726872e-06
11.35,189.0,3.3689761055846034e-06
12.19,186.0,3.491418050019218e-06
13.12,183.0,3.6221540552549664e-06
13.94,179.0,3.733630940518894e-06
14.86,177.0,3.854867053479277e-06
15.79,177.0,3.9736632972611054e-06
16.72,178.0,4.089009660052175e-06
