r_kpc,v_obs,v_model
0.92,234.0,9.59166304662544e-07
2.32,192.0,1.5231546211727815e-06
3.24,212.0,1.8000000000000001e-06
4.17,223.0,2.042057785666214e-06
5.1,222.0,2.2583179581272427e-06
6.03,224.0,2.455605831561735e-06
6.96,224.0,2.6381811916545837e-06
7.89,226.0,2.8089143810376276e-06
8.8,226.0,2.966479394838265e-06
9.73,227.0,3.1192947920964445e-06
10.64,227.0,3.261901286060018e-06
11.58,224.0,3.402939905434711e-06
12.52,220.0,3.538361202590826e-06
13.46,218.0,3.6687872655688286e-06
14.4,217.0,3.794733192202055e-06
15.33,216.0,3.915354390090378e-06
16.27,210.0,4.033608806019741e-06
17.11,208.0,4.136423575989287e-06
