r_kpc,v_obs,v_model
0.51,8.54,7.141428428542851e-07
1.02,15.1,1.0099504938362078e-06
1.53,19.8,1.2369316876852982e-06
2.04,21.9,1.4282856857085702e-06
2.56,24.0,1.6e-06
3.07,25.0,1.752141546793523e-06
