r_kpc,v_obs,v_model
0.45,8.41,16.00665146648756
0.9,17.8,22.185666188576267
1.35,26.0,26.449374859679487
1.8,30.9,26.94533472055898
2.25,34.7,26.7836945539319
2.69,38.8,26.836989883131498
3.14,42.5,26.194133034475932
3.59,45.6,25.645199579554106
4.04,48.8,24.993726116718552
4.49,51.8,24.16857791969327
4.94,54.8,23.41390127138793
5.39,56.6,22.59472453979593
5.84,58.4,21.823536806269445
6.29,58.5,21.073904004344094
6.74,57.7,20.36480198278967
7.19,57.3,19.662473255248717
