galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC4183,NGC4183,structure_2014_z0,0.87,47.1,39.23971967280092,9.99,0.87,21.02,0.87,3.0963105726342093,0.0,0.31399772668985365,1.0,9.587139162206386,8.340811071119555,4.738471080170972e-05,0.006420646260111786,39.2397201980939,7.860279801906103,7.860279801906103,61.78399856425304
NGC4183,NGC4183,structure_2014_z0,1.74,65.9,49.12124591253768,9.99,0.87,21.02,0.87,2.6369943556989073,0.459316216935302,0.31399772668985365,0.23158667019207219,1.610393314120054,9.741853254404003,1.3836031508104508e-05,0.0049065970717088484,49.12124615759147,16.778753842408534,16.778753842408534,281.52658050413913
NGC4183,NGC4183,structure_2014_z0,2.61,76.1,58.009813824903794,9.99,0.87,21.02,0.8699999999999999,2.462880102493038,0.17411425320586948,0.31399772668985365,0.5743547709955366,3.483908763414419,12.772853878574546,8.062605023101623e-06,0.004587308482137999,58.00981400628172,18.090185993718272,18.090185993718272,327.2548292873208
NGC4183,NGC4183,structure_2014_z0,3.5,85.7,61.092308026461076,9.99,0.87,21.02,0.8900000000000001,2.365176745226468,0.09770335726656976,0.31399772668985365,0.7325970601886419,4.098192669606695,16.420245354524504,5.763841226486152e-06,0.004491485755593747,61.092308191567334,24.60769180843267,24.60769180843267,605.5384961388042
NGC4183,NGC4183,structure_2014_z0,4.37,96.6,67.8220355046942,9.99,0.87,21.02,0.8700000000000001,2.3037533742308045,0.06142337099566353,0.31399772668985365,0.822326922190018,4.364318906300913,20.2172028030063,4.552255709195057e-06,0.004460197019099313,67.8220356513527,28.777964348647288,28.777964348647288,828.1712320520143
NGC4183,NGC4183,structure_2014_z0,5.24,99.3,72.29271747555214,9.99,0.87,21.02,0.8700000000000001,2.2603469396798457,0.04340643455095883,0.31399772668985365,0.8708913483062373,4.449530458815978,24.0882943021762,3.7723495680379082e-06,0.004446022012599425,72.29271761226792,27.007282387732076,27.007282387732076,729.3933019707032
NGC4183,NGC4183,structure_2014_z0,6.11,103.0,76.5028267451602,9.99,0.87,21.02,0.8700000000000001,2.2278795895450667,0.03246735013477897,0.31399772668985365,0.9017662373708196,4.475869345362032,27.98230063264117,3.2230678885023084e-06,0.004437673354219428,76.5028268738675,26.497173126132495,26.497173126132495,702.1001836762381
NGC4183,NGC4183,structure_2014_z0,6.98,107.0,80.57107421401305,9.99,0.87,21.02,0.8700000000000001,2.2026041545456727,0.025275434999393998,0.31399772668985365,0.9226589644764963,4.476247729949925,31.876636157697604,2.8133910123500567e-06,0.004431418425989968,80.57107433587731,26.428925664122687,26.428925664122687,698.4881117597229
NGC4183,NGC4183,structure_2014_z0,7.85,111.0,84.3596692738894,9.99,0.87,21.02,0.8699999999999992,2.18233314731847,0.020271007227202542,0.31399772668985365,0.9374819119481586,4.464830697259985,35.76103886431379,2.4953948170968286e-06,0.004425929203479209,84.35966938999256,26.64033061000744,26.64033061000744,709.7072150104993
NGC4183,NGC4183,structure_2014_z0,8.72,114.0,87.84098929315404,9.99,0.87,21.02,0.870000000000001,2.165696032564738,0.016637114753732085,0.31399772668985365,0.9483944037910147,4.448196709745223,39.630970001792136,2.241146197285926e-06,0.004420723339040034,87.84098940439365,26.159010595606347,26.159010595606347,684.2938353410451
NGC4183,NGC4183,structure_2014_z0,9.6,115.0,86.74577396046449,9.99,0.87,21.02,0.879999999999999,2.1516401432597485,0.014055889304989577,0.31399772668985365,0.9562228343529083,4.426886496579896,43.52663011878244,2.030864903545622e-06,0.004415461818885763,86.74577407284059,28.25422592715941,28.25422592715941,798.301282742967
NGC4183,NGC4183,structure_2014_z0,10.47,111.0,83.76407344440693,9.99,0.87,21.02,0.870000000000001,2.139855369926906,0.011784773332842668,0.31399772668985365,0.9631641767946972,4.410310469473679,47.363600227224545,1.8578891523155302e-06,0.004410453426207287,83.76407356051936,27.235926439480636,27.235926439480636,741.7956890168003
NGC4183,NGC4183,structure_2014_z0,11.35,110.0,82.28385625382418,9.99,0.87,21.02,0.879999999999999,2.1296154977107133,0.010239872216192492,0.31399772668985365,0.9679147206253991,4.389747014389434,51.22657759988724,1.7099053634226565e-06,0.004405386007473936,82.28385637175391,27.716143628246087,27.716143628246087,768.1846176215662
NGC4183,NGC4183,structure_2014_z0,12.31,111.0,78.263417380025,9.99,0.87,21.02,0.9600000000000009,2.11998054346689,0.009634954243823213,0.31399772668985365,0.9697812098244537,4.358504667022016,55.41074208022838,1.5723394685819552e-06,0.004399488476884997,78.26341750368111,32.73658249631889,32.73658249631889,1071.6838335382922
NGC4183,NGC4183,structure_2014_z0,13.12,109.0,75.16619253361182,9.99,0.87,21.02,0.8099999999999987,2.112864700972677,0.007115842494213265,0.31399772668985365,0.977592773337248,4.364166965089008,58.94571732195047,1.4724923343874733e-06,0.00439534975026603,75.16619266212105,33.83380733787895,33.83380733787895,1144.7265189767115
NGC4183,NGC4183,structure_2014_z0,14.05,108.0,72.77158373980876,9.99,0.87,21.02,0.9300000000000015,2.1056347585446957,0.00722994242798114,0.31399772668985365,0.9772376019539307,4.332776143699878,62.97519913559136,1.3717828106687747e-06,0.004390164972970411,72.77158387223372,35.22841612776628,35.22841612776628,1241.0413028710634
NGC4183,NGC4183,structure_2014_z0,14.98,109.0,71.43252550484269,9.99,0.87,21.02,0.9299999999999997,2.099243053346287,0.006391705198408815,0.31399772668985365,0.9798498861846453,4.318023444308695,66.99096093879845,1.2836925960775176e-06,0.004385169904261545,71.43252563944324,37.56747436055676,37.56747436055676,1411.3151298310895
NGC4183,NGC4183,structure_2014_z0,16.03,111.0,69.33238781406565,9.99,0.87,21.02,1.0500000000000007,2.0928632668566984,0.006379786489588479,0.31399772668985365,0.9798870799798164,4.291980522338782,71.49754048725417,1.1964443777056856e-06,0.004379383903544212,69.33238795237766,41.66761204762234,41.66761204762234,1736.1898937511626
NGC4183,NGC4183,structure_2014_z0,16.95,110.0,67.05411098508428,9.99,0.87,21.02,0.9199999999999982,2.0878858556138358,0.004977411242862662,0.31399772668985365,0.9842732347082888,4.290710171676819,75.44499384519683,1.1291703815119829e-06,0.004374864336939845,67.05411112780065,42.94588887219935,42.94588887219935,1844.3493710232958
NGC4183,NGC4183,structure_2014_z0,17.88,109.0,66.11756952580758,9.99,0.87,21.02,0.9299999999999997,2.083347211935097,0.004538643678738907,0.31399772668985365,0.9856495792172868,4.278049963200943,79.4235803109737,1.0682745626360267e-06,0.004370440387413167,66.11756967025292,42.88243032974708,42.88243032974708,1838.9028309856124
NGC4183,NGC4183,structure_2014_z0,18.93,110.0,64.36052516877095,9.99,0.87,21.02,1.0500000000000007,2.0787325485541,0.0046146633809969195,0.31399772668985365,0.9854109796617004,4.258087969429994,83.8945726788752,1.0067023767302489e-06,0.004365418192052579,64.36052531681881,45.63947468318119,45.63947468318119,2082.961649356737
NGC4183,NGC4183,structure_2014_z0,19.97,112.0,62.498730387104665,9.99,0.87,21.02,1.0399999999999991,2.0746185003704984,0.004114048183601504,0.31399772668985365,0.986983300508035,4.248017501779007,88.31251088072537,9.522139914606992e-07,0.004360701022710702,62.49873053923346,49.50126946076654,49.50126946076654,2450.3756782274177
NGC4183,NGC4183,structure_2014_z0,21.02,113.0,61.12805738774953,9.99,0.87,21.02,1.0500000000000007,2.0708606860081047,0.003757814362393752,0.31399772668985365,0.9881036791711849,4.237447037474902,92.76183027007401,9.027600693855029e-07,0.0043561469968864995,61.128057542964804,51.871942457035196,51.871942457035196,2690.6984142659708
