galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
UGC04278,UGC04278,structure_2014_z0,0.14,5.23,4.427561405559499,7.78,0.14,6.69,0.27999999999999997,3.7525971459112553,0.0,0.2586166723675705,1.0,14.0819853395013,3.9429558950603636,0.0008650362422836512,0.011004775050845482,4.427575081811027,0.8024249181889731,0.8024249181889731,0.6438857493305802
UGC04278,UGC04278,structure_2014_z0,0.42,15.4,11.342332211674986,7.78,0.14,6.69,0.27999999999999997,2.873702519588176,0.8788946263230795,0.2586166723675705,0.03342519423612963,0.2760308083028322,4.020244521385156,9.799915783421868e-05,0.006415578406532948,11.3423340261009,4.0576659738991,4.0576659738991,16.46465315573853
UGC04278,UGC04278,structure_2014_z0,0.69,24.4,17.989469141695093,7.78,0.14,6.69,0.26999999999999996,2.6433631320049256,0.23033938758325023,0.2586166723675705,0.41038502808797966,2.867511478723996,4.794472620640635,4.3302315204273754e-05,0.005466131858174379,17.989469972141965,6.410530027858034,6.410530027858034,41.094895238069526
UGC04278,UGC04278,structure_2014_z0,0.97,32.1,24.06953676330311,7.78,0.14,6.69,0.28,2.518968619232961,0.12439451277196456,0.2586166723675705,0.6181651725943235,3.9223834487177682,5.89273998628161,2.6930366607515065e-05,0.00511101316856938,24.06953730594869,8.030462694051312,8.030462694051312,64.48833108054987
UGC04278,UGC04278,structure_2014_z0,1.25,34.6,28.4357873110628,7.78,0.14,6.69,0.28,2.4402223043299403,0.07874631490302075,0.2586166723675705,0.7374990486280179,4.3915744446097555,7.122380830772341,1.9600792046285484e-05,0.0049498474782418145,28.435787741875384,6.164212258124618,6.164212258124618,37.9975127632138
UGC04278,UGC04278,structure_2014_z0,1.52,37.9,30.751463379813327,7.78,0.14,6.69,0.27,2.3864190946192507,0.053803209710689526,0.2586166723675705,0.8121726736286452,4.625320204913524,8.371217286098993,1.5580087573678008e-05,0.004866388097140483,30.75146376486383,7.14853623513617,7.14853623513617,51.10157030505481
UGC04278,UGC04278,structure_2014_z0,1.8,40.5,32.047341543410425,7.78,0.14,6.69,0.28,2.3442594921784394,0.042159602440811295,0.2586166723675705,0.8495744841669087,4.668881237039704,9.67850403247011,1.2844928191241194e-05,0.0048084166566796345,32.04734190414035,8.452658095859647,8.452658095859647,71.44742888550164
UGC04278,UGC04278,structure_2014_z0,2.07,43.0,32.20996740141163,7.78,0.14,6.69,0.2699999999999998,2.3122189488091394,0.03204054336930007,0.2586166723675705,0.8834752285234979,4.723373501655909,10.953814877917205,1.0992416153246048e-05,0.004770146898914049,32.20996775462996,10.790032245370043,10.790032245370043,116.42479585612529
UGC04278,UGC04278,structure_2014_z0,2.35,45.1,32.03655724324947,7.78,0.14,6.69,0.28000000000000025,2.285194941231315,0.027024007577824527,0.2586166723675705,0.900779794498875,4.703976504752732,12.270928299247972,9.554548064602313e-06,0.004738479497878559,32.03655759368019,13.063442406319808,13.063442406319808,170.65352750323467
UGC04278,UGC04278,structure_2014_z0,2.63,45.6,31.787168794971343,7.78,0.14,6.69,0.2799999999999998,2.2627705598160706,0.022424381415244277,0.2586166723675705,0.9169439287160317,4.694872673744411,13.585492647896405,8.445635817483925e-06,0.004712963208002235,31.78716914435795,13.812830855642051,13.812830855642051,190.79429624657712
