galaxy,matched_sparc_name,h_kpc_source,r_kpc,v_obs_kms,v_vis_kms,h_kpc,r_min_kpc,r_max_kpc,delta_r_kpc,Dw,sigma,sigma_scale,beta,rho_struct,M_struct,g_topo_kms2_per_kpc,v_struct_kms,v_topo_kms,residual_kms,abs_residual_kms,sq_error
NGC2998,NGC2998,structure_2014_z0,0.33,90.0,44.56,3.31,0.33,42.28,0.6599999999999999,3.0425874437711684,0.0,0.20605909407664674,1.0,9.257338352993973,6.109843312976021,0.0002412518479871156,0.00892261788018226,44.56000089332483,45.43999910667517,45.43999910667517,2064.79351881464
NGC2998,NGC2998,structure_2014_z0,0.99,125.0,93.2323361286201,3.31,0.33,42.28,0.6599999999999999,2.4318083291700305,0.6107791146011379,0.20605909407664674,0.051607056382676535,0.30518822356276776,6.311267540527448,2.7689470895080123e-05,0.005235702071941195,93.23233627563228,31.767663724367722,31.767663724367722,1009.1844585045089
NGC2998,NGC2998,structure_2014_z0,1.98,148.0,132.156772433349,3.31,0.33,42.28,0.99,2.24001922315752,0.19178910601251076,0.20605909407664674,0.39425866332258197,1.9782662226888985,8.269751100989456,9.070485086790802e-06,0.004237872163225997,132.15677250129693,15.843227498703072,15.843227498703072,251.0078575756612
NGC2998,NGC2998,structure_2014_z0,2.64,180.0,154.6925030504064,3.31,0.33,42.28,0.6600000000000001,2.1854421184867556,0.054577104670764154,0.20605909407664674,0.7673122752179582,3.6648040887945217,10.688521799593842,6.59444498081002e-06,0.004172449490328008,154.69250310667718,25.30749689332282,25.30749689332282,640.4693990055442
NGC2998,NGC2998,structure_2014_z0,3.63,201.0,196.78832409469825,3.31,0.33,42.28,0.9899999999999998,2.1378729567637924,0.047569161722963216,0.20605909407664674,0.7938569183616531,3.628323663994433,14.28056222694833,4.660156605565636e-06,0.004112951309972348,196.78832413767938,4.211675862320618,4.211675862320618,17.73821356925412
NGC2998,NGC2998,structure_2014_z0,7.59,206.0,222.21899558768598,3.31,0.33,42.28,3.96,2.0665549686327074,0.07131798813108503,0.20605909407664674,0.7074385270578653,3.0212219482684213,26.244601142091277,1.9589568986130858e-06,0.003855967175751542,222.21899562114055,-16.21899562114055,16.21899562114055,263.05581895857637
NGC2998,NGC2998,structure_2014_z0,12.5,214.0,215.5871510549736,3.31,0.33,42.28,4.91,2.0395679538870453,0.02698701474566212,0.20605909407664674,0.8772464106929385,3.6492024620103987,44.162185230562336,1.2153433375450755e-06,0.0038976649059806875,215.58715109020713,-1.5871510902071293,1.5871510902071293,2.519048583145679
NGC2998,NGC2998,structure_2014_z0,17.48,212.0,203.8936585575922,3.31,0.33,42.28,4.98,2.02764768760713,0.011920266279915381,0.20605909407664674,0.9437926611871168,3.880266813440145,63.48591396149426,8.934350275254928e-07,0.003951865923983962,203.89365859588975,8.106341404110253,8.106341404110253,65.7127709599922
NGC2998,NGC2998,structure_2014_z0,22.46,213.0,183.43258516414144,3.31,0.33,42.28,4.98,2.0210754897414716,0.006572197865658325,0.20605909407664674,0.9686085482631105,3.9565200240720935,83.18938368137329,7.091153042827203e-07,0.00399083070728262,183.4325852075545,29.567414792445504,29.567414792445504,874.2320175085252
NGC2998,NGC2998,structure_2014_z0,27.44,214.0,172.84412920316385,3.31,0.33,42.28,4.98,2.016939456292635,0.004136033448836507,0.20605909407664674,0.9801280287082487,3.9872047014600756,103.04566309464447,5.88477631698648e-07,0.004018435791923383,172.84412924987595,41.15587075012405,41.15587075012405,1693.8056972009165
NGC2998,NGC2998,structure_2014_z0,32.32,213.0,164.13762152535293,3.31,0.33,42.28,4.879999999999999,2.014157496885578,0.0027819594070570552,0.20605909407664674,0.9865899424158391,4.00242809268869,122.57751218696527,5.04587577202096e-07,0.004038349971853819,164.13762157503157,48.862378424968426,48.862378424968426,2387.53202534482
NGC2998,NGC2998,structure_2014_z0,37.3,213.0,154.5049643215389,3.31,0.33,42.28,4.979999999999997,2.012093613080166,0.0020638838054121145,0.20605909407664674,0.9900340126855008,4.008173201781594,142.5382147318376,4.405367129404379e-07,0.004053642731257693,154.50496437471523,58.49503562528477,58.49503562528477,3421.6691928033347
NGC2998,NGC2998,structure_2014_z0,42.28,203.0,145.16660945272506,3.31,0.33,42.28,4.980000000000004,2.0105336568256926,0.0015599562544732493,0.20605909407664674,0.992458152051682,4.011759583655336,162.5167774584412,3.909279304967476e-07,0.004065517544102164,145.16660950965422,57.83339049034578,57.83339049034578,3344.7010556088176
