galaxy,n_points,chi2,reduced_chi2,rmse_kmps,mae_kmps,mean_abs_residual_kmps,max_abs_residual_kmps,beta_formula,beta_value,rs_kpc,status,source_file
F568-3,18,88.38881741366124,5.199342200803603,16.168760367573984,13.862159856447168,13.862159856447168,26.099323773097105,median(a_obs),965.336487406399,5.0,success,data\raw\sparc_csv\F568-3.csv
F568-V1,15,135.1751430348419,9.655367359631565,23.554470819493254,20.39224821481497,20.39224821481497,36.373776816644174,median(a_obs),1816.686440677966,5.0,success,data\raw\sparc_csv\F568-V1.csv
F571-8,13,794.4473053083198,66.20394210902664,33.09346158593841,31.008075819151223,31.008075819151223,48.23158694436958,median(a_obs),2049.2746781115875,5.0,success,data\raw\sparc_csv\F571-8.csv
F571-V1,7,33.10339021618919,5.517231702698198,14.569670979908667,13.79539632028472,13.79539632028472,20.95528210337301,median(a_obs),700.2314814814814,5.0,success,data\raw\sparc_csv\F571-V1.csv
F574-1,14,155.02875057110634,11.92528850546972,15.47894617770978,13.24869946286756,13.24869946286756,26.183124102236427,median(a_obs),1157.3064246975387,5.0,success,data\raw\sparc_csv\F574-1.csv
F574-2,5,3.3569881462025783,0.8392470365506446,7.294377305917471,7.0283879765900155,7.0283879765900155,10.67319703006014,median(a_obs),138.6748844375963,5.0,success,data\raw\sparc_csv\F574-2.csv
F579-V1,14,49.401211457505134,3.8000931890388565,18.269177290733655,14.244652088986479,14.244652088986479,35.78092560090442,median(a_obs),1910.131031567707,5.0,success,data\raw\sparc_csv\F579-V1.csv
F583-1,25,318.81039670345143,13.283766529310476,17.624363344414043,15.61070541394412,15.61070541394412,24.67614699809475,median(a_obs),815.2037325038882,5.0,success,data\raw\sparc_csv\F583-1.csv
F583-4,12,69.85619396092159,6.350563087356508,11.013717797048889,10.641525062841557,10.641525062841557,15.084766272641765,median(a_obs),733.6775632183908,5.0,success,data\raw\sparc_csv\F583-4.csv
IC2574,34,2974.5162006770756,90.13685456597199,11.280653375974785,10.259057897231648,10.259057897231648,18.357338867999864,median(a_obs),354.29912023460406,5.0,success,data\raw\sparc_csv\IC2574.csv
IC4202,32,1670.9352768360573,53.90113796245346,31.332869577243702,18.638432174481242,18.638432174481242,103.4490504524355,median(a_obs),4183.940115274781,5.0,success,data\raw\sparc_csv\IC4202.csv
KK98-251,15,156.32595065646248,11.166139332604462,6.456540883093412,5.69788986868825,5.69788986868825,10.31069348212991,median(a_obs),339.4571428571429,5.0,success,data\raw\sparc_csv\KK98-251.csv
NGC0024,29,216.3627506306677,7.727241093952418,20.49207728978154,19.00675062923958,19.00675062923958,26.87457768106382,median(a_obs),4757.399103139013,5.0,success,data\raw\sparc_csv\NGC0024.csv
NGC0055,21,530.1141752277563,26.505708761387815,11.263342979216041,10.037677963146294,10.037677963146294,17.1940366310659,median(a_obs),790.0206297502713,5.0,success,data\raw\sparc_csv\NGC0055.csv
NGC0100,21,183.04370476245546,9.152185238122772,15.111438307123027,13.184924109264779,13.184924109264779,20.809116874349456,median(a_obs),1033.7727272727273,5.0,success,data\raw\sparc_csv\NGC0100.csv
NGC0247,26,1680.7735480423069,67.23094192169228,12.930558269168307,12.611391881676989,12.611391881676989,20.674105824876996,median(a_obs),1006.8534519834593,5.0,success,data\raw\sparc_csv\NGC0247.csv
NGC0289,28,182.18232449060434,6.747493499652013,22.057128358064254,18.55641331317896,18.55641331317896,46.74119058037007,median(a_obs),983.6424961137562,5.0,success,data\raw\sparc_csv\NGC0289.csv
NGC0300,25,426.3514799858608,17.764644999410866,15.52683754445793,14.75842744916881,14.75842744916881,24.649180898552913,median(a_obs),1162.0067796610167,5.0,success,data\raw\sparc_csv\NGC0300.csv
NGC0801,13,591.6522908709035,49.30435757257529,36.00619085836772,30.831348390933062,30.831348390933062,68.68792205534706,median(a_obs),2868.271954674221,5.0,success,data\raw\sparc_csv\NGC0801.csv
NGC0891,18,3701.879200472427,217.7576000277898,69.840622667627,51.046371626495905,51.046371626495905,149.794746506911,median(a_obs),5549.989956087078,5.0,success,data\raw\sparc_csv\NGC0891.csv
NGC1003,36,1009.2465998898991,28.835617139711403,12.467654009623333,10.918933303916313,10.918933303916313,24.541447339587535,median(a_obs),651.5332556935819,5.0,success,data\raw\sparc_csv\NGC1003.csv
NGC1090,24,761.6384173969639,33.11471379986799,17.780281562527303,14.753096155951232,14.753096155951232,36.591798233626804,median(a_obs),1634.4131394420456,5.0,success,data\raw\sparc_csv\NGC1090.csv
NGC1705,14,309.23475246605244,23.787288651234803,18.64401100678921,18.091884927918006,18.091884927918006,24.005626091498478,median(a_obs),1641.2402824109565,5.0,success,data\raw\sparc_csv\NGC1705.csv
NGC2366,26,853.3035115895196,34.13214046358078,10.644762563666108,9.272111854665708,9.272111854665708,15.744502435411498,median(a_obs),599.268771686329,5.0,success,data\raw\sparc_csv\NGC2366.csv
NGC2403,73,39543.529302226096,549.2156847531402,12.802493721539982,10.083394623946983,10.083394623946983,24.09195041834984,median(a_obs),3197.8056426332287,5.0,success,data\raw\sparc_csv\NGC2403.csv
NGC2683,11,62.65121364722917,6.265121364722917,19.055954875141445,15.371984561285949,15.371984561285949,33.85675601156899,median(a_obs),2050.1732501732504,5.0,success,data\raw\sparc_csv\NGC2683.csv
NGC2841,50,1222.5131045880642,24.949247032409474,23.61062468720314,21.078776530537535,21.078776530537535,42.24023964945985,median(a_obs),7783.250522931132,5.0,success,data\raw\sparc_csv\NGC2841.csv
NGC2903,34,6274.56966547609,190.13847471139667,57.485514794154525,44.96433281086532,44.96433281086532,153.82000025275502,median(a_obs),4442.239583333333,5.0,success,data\raw\sparc_csv\NGC2903.csv
NGC2915,30,209.20858305012922,7.214089070694111,21.536796854768895,18.827459711649876,18.827459711649876,40.423719701274145,median(a_obs),1219.684718804921,5.0,success,data\raw\sparc_csv\NGC2915.csv
NGC2955,24,1383.3834807600347,60.14710785913194,43.95013035608895,35.49615778843417,35.49615778843417,79.8590323509568,median(a_obs),7152.9925259387055,5.0,success,data\raw\sparc_csv\NGC2955.csv
NGC2976,27,28.066702733228812,1.0794885666626466,3.658816048101599,3.027617831379183,3.027617831379183,7.384172784190767,median(a_obs),2446.259259259259,5.0,success,data\raw\sparc_csv\NGC2976.csv
NGC2998,13,262.848286596376,21.904023883031332,19.826723760780663,16.49912270515922,16.49912270515922,45.44,median(a_obs),3663.68,5.0,success,data\raw\sparc_csv\NGC2998.csv
NGC3109,25,1262.3079983016726,52.59616659590302,18.15654835627264,17.15503375876379,17.15503375876379,22.812832887035725,median(a_obs),741.2630691399662,5.0,success,data\raw\sparc_csv\NGC3109.csv
NGC3198,43,790.5285409822189,18.82210811862426,13.48315118121673,9.462019591112808,9.462019591112808,38.88,median(a_obs),2423.0088495575224,5.0,success,data\raw\sparc_csv\NGC3198.csv
NGC3521,41,1163.399731661014,29.084993291525347,51.87212854111731,49.70093982271453,49.70093982271453,66.5494842931862,median(a_obs),12142.025316455696,5.0,success,data\raw\sparc_csv\NGC3521.csv
NGC3726,12,213.93056283818402,19.448232985289454,28.152122354579273,25.655645983322547,25.655645983322547,38.99000000000001,median(a_obs),1922.9248048886416,5.0,success,data\raw\sparc_csv\NGC3726.csv
NGC3741,21,775.9182488787533,38.79591244393767,13.772545991580136,13.057234333841288,13.057234333841288,17.89928169509833,median(a_obs),502.9761904761905,5.0,success,data\raw\sparc_csv\NGC3741.csv
NGC3769,12,93.34687715486524,8.486079741351386,18.857507081333104,15.80599469261405,15.80599469261405,39.28499674646051,median(a_obs),1288.049294840312,5.0,success,data\raw\sparc_csv\NGC3769.csv
NGC3877,13,300.1401475323338,25.011678961027815,29.86632500978697,24.87322572235167,24.87322572235167,64.07000000000001,median(a_obs),3687.3620689655168,5.0,success,data\raw\sparc_csv\NGC3877.csv
NGC3893,10,135.62294251609922,15.069215835122135,27.016204357216502,22.52343572153024,22.52343572153024,57.95003744764375,median(a_obs),3584.7350279603033,5.0,success,data\raw\sparc_csv\NGC3893.csv
NGC3917,17,130.60695391824103,8.162934619890065,11.375633809097035,10.636869949631441,10.636869949631441,23.14459881717113,median(a_obs),1955.1041666666667,5.0,success,data\raw\sparc_csv\NGC3917.csv
NGC3949,7,196.60616350081867,32.76769391680311,32.01608077992189,27.98697206139259,27.98697206139259,49.16262202506704,median(a_obs),5640.503432494279,5.0,success,data\raw\sparc_csv\NGC3949.csv
NGC3953,8,69.07293117977918,9.86756159711131,18.26639069797791,17.322946655904058,17.322946655904058,24.202183713197826,median(a_obs),5247.6130468880065,5.0,success,data\raw\sparc_csv\NGC3953.csv
NGC3972,10,66.63452806454636,7.403836451616262,12.905584292661615,12.13563927028079,12.13563927028079,19.61842656938329,median(a_obs),2522.021838807611,5.0,success,data\raw\sparc_csv\NGC3972.csv
NGC3992,9,52.98348304148255,6.622935380185319,15.002546650585773,13.365779049128333,13.365779049128333,29.889999999999986,median(a_obs),2532.5581395348836,5.0,success,data\raw\sparc_csv\NGC3992.csv
NGC4010,12,82.83574397905939,7.53052217991449,13.614549122719344,12.500715847835385,12.500715847835385,20.488488477654002,median(a_obs),1930.4294102228048,5.0,success,data\raw\sparc_csv\NGC4010.csv
NGC4013,36,1104.877390266971,31.567925436199168,26.316905303794044,23.68446496325289,23.68446496325289,38.89860814737892,median(a_obs),1512.1317093022976,5.0,success,data\raw\sparc_csv\NGC4013.csv
NGC4051,7,104.70544359698778,17.45090726616463,29.682131008832762,27.489778346876484,27.489778346876484,48.0,median(a_obs),3667.621776504298,5.0,success,data\raw\sparc_csv\NGC4051.csv
NGC4068,6,23.439052839732035,4.687810567946407,5.5275236744235885,4.484316132266451,4.484316132266451,10.586173414446051,median(a_obs),551.013386027537,5.0,success,data\raw\sparc_csv\NGC4068.csv
NGC4085,7,219.1782268360194,36.5297044726699,33.53583468853068,29.69720148014877,29.69720148014877,52.599999999999994,median(a_obs),3668.9712643678167,5.0,success,data\raw\sparc_csv\NGC4085.csv
NGC4088,12,618.6801457188975,56.243649610808866,50.77419177055353,43.72986122589003,43.72986122589003,87.01993252386183,median(a_obs),2771.971287157416,5.0,success,data\raw\sparc_csv\NGC4088.csv
NGC4100,24,157.94792714347912,6.867301180151266,13.98542205266919,12.498057295653906,12.498057295653906,21.249792086503504,median(a_obs),2769.482776516137,5.0,success,data\raw\sparc_csv\NGC4100.csv
NGC4138,7,16.800586778605254,2.800097796434209,22.793787057477175,17.36354416220911,17.36354416220911,51.38943226632597,median(a_obs),2464.225352112676,5.0,success,data\raw\sparc_csv\NGC4138.csv
NGC4157,17,324.46006102352374,20.278753813970233,36.632444453629205,32.013658061298386,32.013658061298386,66.45501605468607,median(a_obs),2159.183673469388,5.0,success,data\raw\sparc_csv\NGC4157.csv
NGC4183,23,59.30949418739751,2.6958860994271596,8.892087835274571,6.534487537835117,6.534487537835117,19.127779731011756,median(a_obs),1176.7908309455586,5.0,success,data\raw\sparc_csv\NGC4183.csv
NGC4214,14,140.94241238494567,10.841724029611205,19.43279502364083,18.413728411283437,18.413728411283437,24.11817891265445,median(a_obs),2205.423325968928,5.0,success,data\raw\sparc_csv\NGC4214.csv
NGC4217,19,1589.6783901622816,88.31546612012676,64.22190275191484,47.09743160306941,47.09743160306941,122.69797517125465,median(a_obs),3800.104166666667,5.0,success,data\raw\sparc_csv\NGC4217.csv
NGC4389,6,479.21468814459195,95.84293762891839,57.39781645079807,56.31212209049402,56.31212209049402,64.67312511814619,median(a_obs),1857.290848090045,5.0,success,data\raw\sparc_csv\NGC4389.csv
NGC4559,32,357.12798290009187,11.52025751290619,14.991079641620695,13.831182536560311,13.831182536560311,22.346423201572605,median(a_obs),1344.7497650939968,5.0,success,data\raw\sparc_csv\NGC4559.csv
NGC5005,18,251.4164593960225,14.789203493883676,57.02955192190641,53.236780920756786,53.236780920756786,83.74284770530113,median(a_obs),14294.49839973513,5.0,success,data\raw\sparc_csv\NGC5005.csv
NGC5033,22,1440.4198017891085,68.59141913281469,36.00849582025889,25.667138002402567,25.667138002402567,91.63274333748996,median(a_obs),2343.776495497136,5.0,success,data\raw\sparc_csv\NGC5033.csv
NGC5055,28,85305.2964326131,3159.455423430115,53.214443900791856,44.564483042943785,44.564483042943785,87.7907818999762,median(a_obs),2682.4091498960606,5.0,success,data\raw\sparc_csv\NGC5055.csv
NGC5371,19,2409.1159159559356,133.83977310866308,35.550345360398616,31.331438767183307,31.331438767183307,64.06401080168979,median(a_obs),2875.2970297029706,5.0,success,data\raw\sparc_csv\NGC5371.csv
NGC5585,24,1130.798345434483,49.165145453673176,13.34604869655623,11.490388244419583,11.490388244419583,22.54007275869502,median(a_obs),1303.6250462791556,5.0,success,data\raw\sparc_csv\NGC5585.csv
NGC5907,19,344.63905768340453,19.146614315744696,12.963885733388292,10.450478348547962,10.450478348547962,35.150000000000006,median(a_obs),1894.5447976878613,5.0,success,data\raw\sparc_csv\NGC5907.csv
NGC5985,33,1751.0700661841565,54.72093956825489,37.074064372024814,32.791371699495585,32.791371699495585,70.12180832831092,median(a_obs),5526.598465473146,5.0,success,data\raw\sparc_csv\NGC5985.csv
NGC6015,44,789.0946898525287,18.351039298896016,13.930029926264183,11.456437914223677,11.456437914223677,25.695640734879674,median(a_obs),1964.044066509528,5.0,success,data\raw\sparc_csv\NGC6015.csv
NGC6195,23,1348.9071357989965,61.3139607181362,43.79376228839969,40.54387945357708,40.54387945357708,67.69806838951149,median(a_obs),4864.262560777958,5.0,success,data\raw\sparc_csv\NGC6195.csv
NGC6503,31,4091.690690512546,136.38968968375153,14.765894258937681,12.829375049562454,12.829375049562454,33.19533588854031,median(a_obs),1148.844884488449,5.0,success,data\raw\sparc_csv\NGC6503.csv
NGC6674,15,2196.862576030731,156.91875543076648,29.380875114970298,26.36771842604536,26.36771842604536,44.095053300040604,median(a_obs),1561.2903225806454,5.0,success,data\raw\sparc_csv\NGC6674.csv
NGC6789,4,51.61111683479257,17.203705611597524,20.870875295220124,17.966374518908655,17.966374518908655,33.1551085792472,median(a_obs),3628.144117647059,5.0,success,data\raw\sparc_csv\NGC6789.csv
NGC6946,58,4977.446657801039,87.32362557545682,26.184188722292475,21.682000881379853,21.682000881379853,81.4451545671183,median(a_obs),2843.3712493386743,5.0,success,data\raw\sparc_csv\NGC6946.csv
NGC7331,36,5607.296397640927,160.20846850402648,69.51453640409176,54.142174301595986,54.142174301595986,134.6465190275352,median(a_obs),3098.617215452173,5.0,success,data\raw\sparc_csv\NGC7331.csv
NGC7793,46,71.82450247194117,1.5961000549320261,9.275081931546927,7.091325528246984,7.091325528246984,19.26636917421331,median(a_obs),3532.873772791024,5.0,success,data\raw\sparc_csv\NGC7793.csv
NGC7814,18,837.8153978642989,49.28325869789994,34.78087341980015,30.45600642261438,30.45600642261438,82.4947778024873,median(a_obs),4869.0059303187545,5.0,success,data\raw\sparc_csv\NGC7814.csv
PGC51017,6,23.328619357080782,4.665723871416157,4.75393827239037,4.295211857677719,4.295211857677719,8.581879342782269,median(a_obs),189.3779220779221,5.0,success,data\raw\sparc_csv\PGC51017.csv
UGC00128,22,4166.6969280056965,198.4141394288427,21.594316590871518,18.613759814119238,18.613759814119238,40.46539065872602,median(a_obs),614.8542883806857,5.0,success,data\raw\sparc_csv\UGC00128.csv
UGC00191,9,503.3235184455111,62.91543980568889,13.7023188596874,12.259600526172873,12.259600526172873,24.897089145573723,median(a_obs),1441.9516129032256,5.0,success,data\raw\sparc_csv\UGC00191.csv
UGC00634,4,755.7203828197694,251.90679427325645,20.88883909797009,19.796841619082848,19.796841619082848,27.515192630454962,median(a_obs),961.3855642755685,5.0,success,data\raw\sparc_csv\UGC00634.csv
UGC00731,12,481.63207942132124,43.784734492847385,16.735098437914694,14.830735466441704,14.830735466441704,25.454098809606624,median(a_obs),747.5669667070567,5.0,success,data\raw\sparc_csv\UGC00731.csv
UGC00891,5,2577.275970304394,644.3189925760985,15.158938245335618,14.103197162748312,14.103197162748312,18.469147133309896,median(a_obs),609.0946969696969,5.0,success,data\raw\sparc_csv\UGC00891.csv
UGC01230,11,53.22668561971713,5.322668561971713,22.843548651124298,18.78147781018599,18.78147781018599,33.94673157838392,median(a_obs),895.3278070836474,5.0,success,data\raw\sparc_csv\UGC01230.csv
UGC01281,25,214.91813043063672,8.95492210127653,13.445295860540876,11.883871968440188,11.883871968440188,20.811041580523906,median(a_obs),680.2045454545455,5.0,success,data\raw\sparc_csv\UGC01281.csv
UGC02023,5,4.190102770647476,1.047525692661869,7.95512689827751,5.913925942724566,5.913925942724566,15.345334017103724,median(a_obs),622.8017621145375,5.0,success,data\raw\sparc_csv\UGC02023.csv
UGC02259,8,866.0855444433946,123.72650634905638,20.83980110886828,19.58968187838991,19.58968187838991,31.188578924517376,median(a_obs),1530.4225151209434,5.0,success,data\raw\sparc_csv\UGC02259.csv
UGC02455,8,755.7110788807568,107.95872555439382,35.37808204018852,33.10474494883046,33.10474494883046,50.56471608531322,median(a_obs),588.9453174603175,5.0,success,data\raw\sparc_csv\UGC02455.csv
UGC02487,17,1238.3590441307772,77.39744025817357,32.65039815271554,30.50973084884651,30.50973084884651,46.99175222428153,median(a_obs),3296.7404827071414,5.0,success,data\raw\sparc_csv\UGC02487.csv
UGC02885,19,104.64831883036663,5.813795490575924,23.468715887815044,22.508472401009115,22.508472401009115,31.75657227360375,median(a_obs),2026.1996407492943,5.0,success,data\raw\sparc_csv\UGC02885.csv
UGC02916,43,10871.845060171663,258.85345381361105,38.31960309705485,28.06165892587923,28.06165892587923,74.58256733777847,median(a_obs),6255.074424898512,5.0,success,data\raw\sparc_csv\UGC02916.csv
UGC02953,115,22344.74515154429,196.0065364170552,42.74377201981276,36.83103644522074,36.83103644522074,149.5902032922327,median(a_obs),14716.692189892801,5.0,success,data\raw\sparc_csv\UGC02953.csv
UGC03205,48,1052.6398216609155,22.396591950232242,16.16660260160742,15.026786016305119,15.026786016305119,32.524987116998005,median(a_obs),6489.65275291867,5.0,success,data\raw\sparc_csv\UGC03205.csv
UGC03546,30,1806.5254789308244,62.2939820320974,70.15339279733165,57.5788042385367,57.5788042385367,135.97377313084337,median(a_obs),8285.37170263789,5.0,success,data\raw\sparc_csv\UGC03546.csv
UGC03580,47,6867.304771230418,149.289234157183,32.35064358323612,28.890564104756336,28.890564104756336,54.89714106104226,median(a_obs),3037.8036363636365,5.0,success,data\raw\sparc_csv\UGC03580.csv
UGC04278,25,380.6629140862586,15.860954753594108,18.62669964350452,16.207812642602768,16.207812642602768,30.33554398727113,median(a_obs),957.7280000000001,5.0,success,data\raw\sparc_csv\UGC04278.csv
UGC04305,22,59.830195388241854,2.849056923249612,5.31204180067274,4.718051932991759,4.718051932991759,10.475725171699239,median(a_obs),315.32027758174553,5.0,success,data\raw\sparc_csv\UGC04305.csv
UGC04325,8,439.58725937803314,62.79817991114759,22.644267506895435,21.560157254233648,21.560157254233648,31.96462914006038,median(a_obs),2381.3886819484237,5.0,success,data\raw\sparc_csv\UGC04325.csv
UGC04483,8,137.68583046430138,19.669404352043053,6.350161158219616,5.6082345781973,5.6082345781973,8.847434220638396,median(a_obs),575.798073836276,5.0,success,data\raw\sparc_csv\UGC04483.csv
UGC04499,9,169.9944377281121,21.249304716014013,12.183104472038824,11.700761273282865,11.700761273282865,14.906122600821426,median(a_obs),914.561467889908,5.0,success,data\raw\sparc_csv\UGC04499.csv
UGC05005,11,11.191342513962327,1.1191342513962328,10.754706717310146,9.08217428362059,9.08217428362059,16.629993687725104,median(a_obs),524.6750139120757,5.0,success,data\raw\sparc_csv\UGC05005.csv
UGC05253,73,9105.807778777593,126.46955248302213,35.571184918479155,32.571185389282725,32.571185389282725,81.7640725392225,median(a_obs),13113.859275053304,5.0,success,data\raw\sparc_csv\UGC05253.csv
UGC05414,6,93.85508420775099,18.7710168415502,9.67210925576625,8.431188682314227,8.431188682314227,14.28773774778761,median(a_obs),930.305118026209,5.0,success,data\raw\sparc_csv\UGC05414.csv
UGC05716,12,5066.548169679261,460.5952881526601,13.827337593686568,12.678811397797348,12.678811397797348,17.871315164779908,median(a_obs),730.6248962655602,5.0,success,data\raw\sparc_csv\UGC05716.csv
UGC05721,23,433.00960802309123,19.68225491014051,20.90404802960908,18.397898557047778,18.397898557047778,32.245771323202234,median(a_obs),3025.0,5.0,success,data\raw\sparc_csv\UGC05721.csv
UGC05750,11,35.858423660696324,3.5858423660696324,10.744405323183118,9.381374502581926,9.381374502581926,15.31260256328509,median(a_obs),464.7823960880196,5.0,success,data\raw\sparc_csv\UGC05750.csv
UGC05764,10,10818.632645258314,1202.0702939175906,19.597116563191946,19.00772597767821,19.00772597767821,25.441284886161093,median(a_obs),1310.0517979452056,5.0,success,data\raw\sparc_csv\UGC05764.csv
UGC05829,11,72.90338943653181,7.290338943653181,13.026508713100046,12.872679839431253,12.872679839431253,14.498044481542397,median(a_obs),612.1840909090907,5.0,success,data\raw\sparc_csv\UGC05829.csv
UGC05918,8,81.52453692720847,11.64636241817264,12.545608396900498,12.396910310255315,12.396910310255315,15.65079678467361,median(a_obs),538.8870647721453,5.0,success,data\raw\sparc_csv\UGC05918.csv
UGC05986,15,790.1252039073951,56.43751456481393,19.602686846897438,18.135454151060102,18.135454151060102,26.538874905719993,median(a_obs),2142.6751592356686,5.0,success,data\raw\sparc_csv\UGC05986.csv
UGC05999,5,53.18302552118793,13.295756380296982,16.306904292536323,14.464649577569816,14.464649577569816,25.519076651993394,median(a_obs),687.2059035277179,5.0,success,data\raw\sparc_csv\UGC05999.csv
UGC06399,9,119.70253384078251,14.962816730097813,16.44924536209377,15.735468334762064,15.735468334762064,20.507195828310785,median(a_obs),1226.6896551724137,5.0,success,data\raw\sparc_csv\UGC06399.csv
UGC06446,17,271.29716102885027,16.956072564303142,16.497869385769373,14.93954648007664,14.93954648007664,24.074072880514926,median(a_obs),1248.305927342256,5.0,success,data\raw\sparc_csv\UGC06446.csv
UGC06614,13,80.45383087452511,6.704485906210426,29.530033148189762,26.771653169574208,26.771653169574208,57.38793407799031,median(a_obs),1921.0659898477159,5.0,success,data\raw\sparc_csv\UGC06614.csv
UGC06628,7,6.782290989870184,1.1303818316450307,8.140380382838318,6.627216494586613,6.627216494586613,14.085530873224613,median(a_obs),390.4236902050114,5.0,success,data\raw\sparc_csv\UGC06628.csv
UGC06667,9,499.28149965044776,62.41018745630597,24.37738943682291,23.774644968599677,23.774644968599677,29.870757283976992,median(a_obs),1174.16091954023,5.0,success,data\raw\sparc_csv\UGC06667.csv
UGC06786,45,2438.5935241361494,55.42258009400339,18.610385923963026,14.952236599029948,14.952236599029948,40.231584297027624,median(a_obs),7993.5,5.0,success,data\raw\sparc_csv\UGC06786.csv
UGC06787,71,10147.927710113228,144.9703958587604,38.31047102415731,30.595920098791378,30.595920098791378,88.18767207787323,median(a_obs),8352.153846153846,5.0,success,data\raw\sparc_csv\UGC06787.csv
UGC06818,8,63.812922002055515,9.116131714579359,15.165372536803984,13.180923453543755,13.180923453543755,22.955015672108196,median(a_obs),703.1898199672667,5.0,success,data\raw\sparc_csv\UGC06818.csv
UGC06917,11,174.9930985942672,17.49930985942672,16.01871324717775,15.229405670796119,15.229405670796119,21.435791274796202,median(a_obs),1636.6612111292961,5.0,success,data\raw\sparc_csv\UGC06917.csv
UGC06923,6,36.21194905396465,7.242389810792931,11.920822672423254,11.355168132266838,11.355168132266838,14.246912390330664,median(a_obs),1574.9160015519346,5.0,success,data\raw\sparc_csv\UGC06923.csv
UGC06930,10,32.08203307311699,3.564670341457443,10.87506514911688,8.657474948577219,8.657474948577219,21.217621179454397,median(a_obs),1155.0668467355397,5.0,success,data\raw\sparc_csv\UGC06930.csv
