galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,state_term_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,history_term_i,delta_struct_i,DeltaD_i
UGC04278,1,0.14,1.25,0.6950000000000001,1.1099999999999999,7.779999999999999,22.345999999999997,17.252937366659097,5.018,48100605.26856269,5,31383623.388630666,6.001880999999999,8014255.075794188,3.5,2.1710323032436505,2.8355161516218255,0.7648895087899087,2.690877686762086,-0.0638886893094041,0.5,2.0,2.0,1.0,2.0,0.089733225545675,0.4846191845189951,0.6527813790815432,0.6527813790815432
UGC04278,2,1.52,2.63,2.075,1.1099999999999999,7.779999999999999,42.42,31.76649967257124,4.0,486851454.8092143,5,31383623.388630666,17.919284999999995,27169133.96986623,2.81282017153329,2.2796582722714023,2.546239221902346,0.30956240496800846,2.602711295515108,-0.08792747948184854,0.579170717993476,2.0,2.0,1.0,2.0,0.14894975186813564,0.6095033908615544,0.4295387993254268,0.4295387993254268
UGC04278,3,2.91,4.01,3.46,1.0999999999999996,7.779999999999999,55.120000000000005,33.98739353469354,6.544,929290429.4012578,5,31383623.388630666,29.610679999999984,31383623.388630666,2.5957813696082113,2.2569756564340944,2.426378513021153,0.41652445611990074,2.447517382607721,-0.07400136808130486,0.5366693544235994,2.0,2.0,1.0,2.0,0.14745095153429572,0.6070936565377705,0.4927521362870486,0.4927521362870486
UGC04278,4,4.29,5.4,4.845000000000001,1.1100000000000003,7.779999999999999,75.44,36.39439984531107,4.0,1492115874.9628184,5,31383623.388630666,41.84045100000001,35662040.90302034,2.488061185895786,2.2518076399035407,2.3699344128996636,0.5577522331429087,2.3977275059298937,-0.023111463831741674,0.26564854195424814,2.0,2.0,1.0,2.0,0.09542912132827097,0.5,0.5346513398857452,0.5346513398857452
UGC04278,5,5.68,6.69,6.1850000000000005,1.0100000000000007,7.779999999999999,89.08000000000001,48.335042283998504,10.664,3359723638.347649,5,31383623.388630666,48.600493000000014,69129414.76432447,2.4353695144747296,2.3583696692630003,2.3968695918688647,0.5,2.383402002384264,-0.010690674287783255,0.14334627934779584,2.0,2.0,1.0,2.0,0.047803911054348155,0.3337492075616281,0.43349968302465125,0.43349968302465125
