galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
DDO168,0.41,15.0,13.301372109673498,4.1,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.338001907854017,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,59085011.817944735,2.52681,1,13.301372109673498,0.11324185935510016,0.0
DDO168,0.82,23.4,22.071746645881923,1.3,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.338001907854017,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,59085011.817944735,2.52681,1,22.071746645881923,0.05676296385119981,0.0
DDO168,1.24,29.2,25.138022993067693,1.5,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.3377406881706073,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,59163728.96913338,2.5370399999999997,1,25.138022993067693,0.13910880160727077,0.0
DDO168,1.64,36.2,25.762765767673315,1.1,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.31684311349782,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,65461101.06422491,3.355439999999999,1,25.762765767673315,0.28832138763333387,0.0
DDO168,2.06,44.0,27.735754902291735,1.1,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.2949006600913937,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,72073341.76407103,4.214759999999999,1,27.735754902291735,0.3696419340388242,0.0
DDO168,2.47,52.1,28.32203735609428,1.2,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.2734806460517865,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,78528148.16153985,5.053619999999999,2,28.32203735609428,0.45639083769492744,0.0
DDO168,2.89,52.9,28.554554803043242,1.7,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.25153819264536,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,85140388.86138597,5.912939999999999,2,28.554554803043242,0.4602163553299954,0.0
DDO168,3.3,54.8,28.506204587773517,2.2,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.230379398289163,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,91516478.10766615,6.7415699999999985,2,28.506204587773517,0.4798137848946438,0.0
DDO168,3.71,55.0,28.488123841348344,2.5,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.230379398289163,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,91516478.10766615,6.7415699999999985,2,28.488123841348344,0.4820341119754847,0.0
DDO168,4.12,52.0,28.01935937882949,2.7,1.24,data\derived\crossmatch\sparc_structure_test32\per_galaxy\DDO168_structure_enriched.csv,2.230379398289163,2.2841906530715903,0.0,0.0,0.0,0.0,0.0,2.0,1.9769999999999999,91516478.10766615,6.7415699999999985,2,28.01935937882949,0.46116616579174063,0.0
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.27021865212468277,8.5,8.5,2671672080.6021585,4.166312500000001,1,65.19,2.4492063492063494,0.6618212384577549
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.27021865212468277,8.5,8.5,2671672080.6021585,4.166312500000001,1,120.17,1.0612349914236707,0.2867654889700536
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,2.111390544266966,-0.0007926064477973683,0.43505579304746345,0.050733707522568464,0.27021865212468277,0.27021865212468277,8.5,8.5,2671672080.6021585,4.166312500000001,1,137.48,0.8553306342780027,0.23112629111555189
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.107675716742279,2.111037834397696,-0.0008044297410458945,0.43841585918113674,0.054494738848089176,0.2816277401638718,0.2816277401638718,8.5,8.5,2906035339.6868567,5.264188020000001,1,146.18,0.22840336134453787,0.06432472250129444
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1089093721515964,2.1103324146591564,-0.0008280763275429472,0.4451359914484833,0.0620168014991306,0.30444591624224987,0.30444591624224987,8.5,8.5,3374761857.8562536,7.45993906,1,157.86,0.11957446808510648,0.03640395849534991
