r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.25,20.9,3.4,20.06130737737606,1201.5091999999997,474.01114250103944,527.1524042672075,231.82476092035373,29.969836743836133,2.0850325380788797,0.4066883587192531,0.31242518301811656,21226.79833591624,408.31501475825297,0.3398351130047552,1609.8242147582528
0.83,40.0,3.29,40.43878819891449,1476.4356626506026,628.5208439143267,357.31197371704866,197.6865619937428,34.00163475237913,2.0976159943769437,0.4150773295846291,0.3213585830143287,13161.120559170038,493.7999891526092,0.3344541192307047,1970.2356518032118
1.38,51.5,2.96,58.24562057924596,1911.7377536231888,585.2077499185928,152.77749234917877,126.97361510262138,39.060676612315426,2.1138885137380177,0.4259256758253451,0.33326397396251034,4006.7804335163173,546.633490334406,0.2859353953220875,2458.3712439575947
1.85,67.9,3.45,65.13480036196516,2073.3475675675672,-375.1910102497549,25.94127252839987,13.573967525294698,44.700568379053614,2.1323471987457796,0.4382314658305197,0.34879390548529365,676.5790800687826,219.91849632057148,0.10606928609590426,2293.266063888139
2.68,80.2,2.93,58.13179619710369,1423.9894402985074,-548.6612643383099,-132.24168585587591,-99.55440058564085,50.93823410137599,2.1531563880931257,0.45210425872875043,0.36848591179833695,-1564.2045748025237,-163.05446675313473,0.1145053903763177,1260.9349735453727
3.19,83.3,3.08,51.25695229433682,1338.141473354232,-160.16995660285534,-293.44652701897553,-173.15697691464302,57.63292384750858,2.175820039775746,0.4672133598504974,0.3909808953538918,-2785.598054234916,-514.544244983097,0.3845215586161622,823.597228371135
3.68,91.4,2.83,52.363195146003854,1263.819483695652,-162.3939480070522,-266.9140934173199,-188.01493701908055,65.29914958887773,2.2034598699164993,0.4856399132776662,0.4156613992663007,-3191.018214569688,-518.7368190493255,0.4104516710981848,745.0826646463265
4.13,102.0,5.4,53.63200343639402,1185.491162227603,-220.816455896905,-200.90047070537847,-174.51440880920103,73.5640519520415,2.2351988000976144,0.5067992000650763,0.4418116695610724,-2987.5304535639048,-489.0282584500289,0.412511095849182,696.462903777574
5.23,105.0,4.21,50.528981233131816,921.5539770554492,-242.528842241477,-197.3439389232844,-160.86515286652082,81.86186802472406,2.2691570522565114,0.5294380348376743,0.4686397094353225,-2616.056705762484,-433.37463777090096,0.4702650615817647,488.17933928454823
6.05,109.0,2.1,46.665311807934266,719.8357851239671,-218.59315077860273,-181.26112592379286,-150.39963569645403,89.37362506761366,2.302095797361035,0.55139719824069,0.4956156523886815,-2199.3633558093115,-359.8934171683093,0.4999659986427738,359.94236795565774
6.81,108.0,2.1,42.7237771306145,576.176798825257,-142.38729769238506,-150.33549413282194,-132.31377467116064,95.6487363456657,2.3317625492448486,0.571175032829899,0.5217787161391192,-1850.426926477339,-308.1413902633747,0.5348035375454746,268.0354085618823
7.56,109.0,2.1,41.73633127485296,504.83096560846565,-81.97988300959456,-117.30290012988338,-110.22766892486062,100.89660377232444,2.3577402380656527,0.5884934920437684,0.5463481821263538,-1498.2898635929196,-274.41808885128717,0.5435841054649548,230.41287675717848
8.32,110.0,2.1,40.82542575527056,452.3871754807692,-66.18829694205029,-91.84898141198293,-91.84846929440089,105.56362129218128,2.3815317612397693,0.6043545074931795,0.5664645432223616,-1209.6805138162504,-252.06080671885712,0.5571793816899925,200.32636876191208
9.09,111.0,2.33,40.15326335159116,403.5628712871287,-77.36587222678432,-81.63623331132601,-82.29649708756087,109.63286485645393,2.4029727800743013,0.6186485200495342,0.5822614921693134,-1024.9898305689821,-226.19383302725703,0.560492178841506,177.36903825987167
9.86,112.0,4.74,35.27073335272858,333.2437322515214,-91.32355718910043,-83.50496814722717,-79.84454115195106,113.24508439691638,2.422559336573559,0.6317062243823726,0.5941681007859544,-942.2135942011924,-207.07490555382566,0.6213917487802361,126.16882669769575
