r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.62,35.1,4.01,82.12290375340828,8177.600645161292,3505.692131749448,2504.496618935148,632.4174250450789,32.20683444595908,2.0913064932915,0.41087099552766665,0.3045167130035489,27172.276586086384,2700.095033696063,0.33018181626339466,10877.695678857355
1.23,64.6,4.19,127.48957972814371,10316.072845528455,2058.548082624233,1619.7537675763863,589.773697210087,32.97889509841281,2.093606342683169,0.41240422845544583,0.3068204865142641,18228.15823993374,2898.230357120906,0.28094318453530076,13214.30320264936
1.83,80.1,6.32,152.42928717560997,10668.443825136614,-53.14138319684007,694.2257027185512,316.1226990163259,34.846355393794866,2.099307203608012,0.4162048024053412,0.31002574413295486,6936.025434127802,2028.1067698713503,0.190103336823389,12696.550595007964
2.47,113.0,10.4,160.09812514082432,10250.177530364374,-918.0221250443574,-191.74373279168177,-67.60937259552352,37.429272307346636,2.1073356578582674,0.4215571052388449,0.3140954467927058,-127.10303607898959,126.91140631864153,0.01238138617040422,10377.088936683014
3.08,136.0,7.59,154.57881182222206,9520.916168831167,-1121.9481925397267,-743.0984461784593,-412.82934806636445,40.111076226277014,2.1156863385419937,0.42712422569466246,0.3189676047290689,-4038.644914440403,-1762.9262128669002,0.18516350544480484,7757.989955964267
3.68,150.0,7.75,153.75619469052882,8892.620217391304,-924.1550458017172,-759.5549612406983,-487.4406269872028,43.1469658280907,2.1252263575351815,0.4334842383567877,0.32462732312991566,-4884.67414127641,-2468.444291926141,0.27758346039546394,6424.175925465163
4.32,171.0,9.19,168.87257076994902,8374.963912037038,-698.2254843096547,-487.40396213622705,-334.24055575444703,46.04610074991131,2.1343744079969915,0.43958293866466097,0.3308289028976096,-3223.733959862988,-1773.5877179510562,0.21177258034532445,6601.376194085981
4.91,192.0,9.16,194.7614380689932,8033.802871690429,-135.42395850803558,-64.21500688026748,-39.64327187923027,48.7352482639265,2.1428664474154724,0.4452442982769816,0.33709773080851474,-485.280514336687,-308.3410063742848,0.038380454599006776,7725.461865316144
5.53,197.0,9.96,228.68987874017645,8211.100922242314,442.732870477999,400.9601911963745,265.4650232522392,52.08375602348002,2.1535007108284043,0.4523338072189362,0.3428997335034404,2051.711743874992,1246.2337320427869,0.1517742558329756,9457.334654285101
6.17,195.0,12.4,258.9126633880003,8591.646288492708,993.9965837400712,690.0353779079113,448.8384357469936,55.65125953671356,2.1649358577885325,0.4599572385256883,0.3479722137410443,3474.9092451345773,2273.1458124259248,0.26457627980687254,10864.792100918632
6.78,196.0,7.09,283.46184783210265,9453.596651917404,1401.7209445814926,640.7658323035344,450.347652086712,58.35489609756728,2.173675970245312,0.4657839801635412,0.35265093868173875,3507.221002929913,2397.5271204115224,0.25361005008874055,11851.123772328927
7.38,216.0,5.99,299.1004124052657,10287.728631436314,747.1504492480295,407.5824491811661,322.640787574822,59.40746520787445,2.177086440239197,0.46805762682613145,0.35728332712310934,2386.803673119598,1834.3657724932273,0.1783061974329239,12122.094403929541
8.0,225.0,5.24,297.23873956556986,10365.1202,-381.7716865299206,123.78731648876283,91.6681008963377,59.96546110736459,2.17890623650496,0.46927082433664,0.362101902833008,730.6333426542444,678.7383373160843,0.06548292004525759,11043.858537316084
8.62,240.0,6.15,280.9543071931046,9814.331740139212,-723.184045133842,-214.601202714887,-153.3314084807979,61.412998084438456,2.1838873438360467,0.4725915625573644,0.36739983397300763,-871.8585456186356,-657.1017250165426,0.06695328244602641,9157.23001512267
9.23,247.0,4.37,269.40927977681764,9475.603824485373,-424.97907972194537,-431.46646702146836,-320.73468146734166,63.60685764825881,2.191889023990603,0.4779260159937353,0.3736094251292744,-1925.4781539528387,-1611.9678515857422,0.17011769185836442,7863.635972899631
9.85,254.0,6.48,267.2066971412721,9291.60747208122,-290.22165143675636,-438.4611031657978,-364.35091860801697,66.8761227345531,2.2044936272712405,0.4863290848474937,0.3814469760030567,-2355.434598995582,-2042.9354926753783,0.21986889769222923,7248.671979405841
10.43,257.0,7.41,269.69811115165766,9127.337842761266,-337.1758722848772,-376.2197638925933,-349.9365604564297,71.0046811372591,2.221001586793666,0.49733439119577727,0.3915229032468121,-2394.8928835869883,-2153.505516896271,0.2359401562640939,6973.832325864995
