r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.49,13.8,1.6,10.672587648760793,337.8034693877552,-135.49764584621732,-133.45915480868933,-50.03738455693339,51.59027981514534,2.1519325215442935,0.45128834769619564,0.33056680578286246,-4448.55060354481,-105.3460671010584,0.3118560839294832,232.45740228669678
0.99,21.6,0.8,13.30004633861687,270.0546464646465,-146.11639004496158,-119.06079611430053,-49.57417902704337,56.09895429655983,2.1682125057443584,0.46214167049623894,0.3435431566758512,-3360.9891202007443,-91.37663372792329,0.33836349392301834,178.67801273672322
1.48,28.9,0.7,13.261067549589434,193.1482432432432,-114.68644645983302,-100.17405084108971,-48.21486507043975,61.562705290709914,2.188814290379376,0.47587619358625055,0.3611738091096325,-2117.7572870418385,-74.32668070623379,0.38481675762709233,118.82156253700941
1.97,34.3,0.5,13.779014646612586,157.66192893401015,-63.50585237427337,-77.21669922184246,-44.690287973113215,67.82129158297363,2.2133578847988375,0.49223858986589164,0.38387989363648134,-1570.673043693313,-61.285662623571476,0.38871567180446437,96.37626631043867
2.47,38.2,0.4,13.610499612087482,130.27744939271255,-41.063919480163136,-52.1383214640795,-38.564440930651244,74.80230337632682,2.2418628259992306,0.511241883999487,0.4119266646674867,-1196.7624692047211,-55.27919040865042,0.4243189490301966,74.99825898406213
2.96,42.0,0.2,13.825343340399122,117.00864864864865,-20.71088774998115,-35.11666910490507,-31.74907210772189,82.40080678863886,2.2741186395203266,0.5327457596802176,0.44245317688935476,-913.1396212823897,-52.43428429732488,0.44812315074908315,64.57436435132377
3.46,44.6,0.2,14.286029404597398,109.77367052023122,-20.724501256146816,-28.245886659372474,-26.372586949603804,90.22226825660296,2.309293023839461,0.5561953492263072,0.4741456085669526,-721.4457870986962,-50.787937529184546,0.462660465742779,58.985732991046675
3.95,46.3,0.2,13.846997151120375,96.4913924050633,-29.578184663960876,-24.896944832430535,-23.89629978896715,97.99118293987557,2.3463057069333395,0.580870471288893,0.5056905193655459,-606.4952855785639,-47.9497898473074,0.49693333935961814,48.541602557755894
4.44,47.4,0.3,12.907849133135045,80.78704954954955,-29.15194014661038,-24.773594924006304,-22.85540902038787,104.70532609228523,2.379771098811015,0.6031807325406765,0.5358927056724808,-540.9843187129987,-43.26169611626687,0.5355028603901786,37.52535343328268
4.94,48.2,0.6,12.096365825766691,67.63097165991901,-24.319210345453453,-24.20923144475018,-22.035240987280147,110.10988342947697,2.408453081992479,0.6223020546616528,0.5614405904386232,-487.92855113528924,-38.01112020429629,0.5620371742614382,29.619851455622722
5.43,47.4,0.7,11.314478871498817,56.71103130755065,-20.094138207860002,-21.874131283931234,-20.61066223099655,114.24752826716897,2.4319743090552204,0.6379828727034802,0.581913043111698,-436.12045435292055,-33.13507695513939,0.5842792167796057,23.57595435241126
5.92,45.5,1.3,10.297176062561023,47.93871621621622,-17.90268385986617,-19.624280026582397,-19.33631728983656,117.4300965921254,2.451173735683009,0.6507824904553393,0.5970448092806163,-400.2554461645641,-30.027933300104777,0.6263816737325818,17.910782916111444
