r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.45,8.41,1.58,15.144254357950548,378.578,204.12419753086422,150.29970781893005,79.99117513246011,30.076601153229515,2.0856123844363514,0.4070749229575676,0.3160624057591119,4172.325318690281,131.08520012956475,0.34625678229998774,509.66320012956476
0.9,17.8,2.22,23.343865873539023,470.4338888888889,163.6109465020576,70.92708888888889,48.200609830848926,34.06238396727579,2.0978682421102386,0.41524549474015904,0.32784749104995825,2366.817769213434,135.0506376908665,0.2870767622839432,605.4845265797553
1.35,26.0,2.35,27.671123565455645,525.8278518518518,-24.48500000000005,-5.77589072096476,-2.4378890439396628,38.852286942791,2.1129170411904052,0.42527802746027016,0.3435627342204371,164.3563188187652,41.35072546275161,0.07863928340258758,567.1785773146034
1.8,30.9,2.22,26.601832564970962,448.3973888888888,-192.7388971193416,-73.46087704997848,-50.94446530439234,44.55520609786389,2.1313493982214102,0.43756626548094013,0.36310703915518877,-1031.8279262438857,-55.254335658472414,0.12322626542360225,393.1430532304164
2.25,34.7,1.82,21.932220138035646,352.3628444444444,-179.390700518404,-127.56721360416645,-78.13701286023277,50.80402116837472,2.151915956638738,0.4512773044258252,0.3863262996582303,-1607.440903434141,-138.57516436299716,0.3932740541400804,213.78768008144726
2.69,38.8,1.81,21.397230291828233,288.7396654275093,-134.30073411420435,-138.57081162256702,-84.16320113339796,57.43519945270543,2.1740272524255735,0.4660181682837156,0.41086083885452945,-1722.894526859374,-118.53837763511834,0.4105372133738877,170.20128779239096
3.14,42.5,1.57,20.207407694055288,232.83519108280254,-106.92073626888222,-112.81215877662314,-79.2133587094023,63.71633523498879,2.1955697756139334,0.4803798504092889,0.43595741110078223,-1586.2116598713474,-102.79081983638062,0.44147458706027565,130.04437124642192
3.59,45.6,1.59,19.24877026275183,192.5110027855153,-79.50299009200286,-87.3241333827939,-69.91121189555628,69.54194501503443,2.2162452884209496,0.49416352561396637,0.460681392170955,-1355.3170017950674,-89.30343826512555,0.4638874504467794,103.20756452038975
4.04,48.8,1.83,18.317351920716256,161.28249999999997,-63.945632889622274,-68.81058890447454,-59.580019378605044,74.88143100005121,2.235900980177701,0.5072673201184672,0.4843053403368621,-1115.422424838042,-78.23166302292881,0.4850598361442117,83.05083697707116
4.49,51.8,1.91,17.245732642481368,134.95993318485523,-51.9505735492577,-54.305154946934834,-50.04665299201373,79.6411501464803,2.2541118097386037,0.5194078731590691,0.505953278954116,-899.5446595630896,-68.7204466868714,0.5091914693877678,66.23948649798383
4.94,54.8,2.19,16.369333722724406,114.52698380566802,-41.73301172260765,-44.01487314019502,-41.68382793902152,83.74212270610708,2.270447947239964,0.5302986314933094,0.5253469619015994,-718.6560221608842,-60.28506345629103,0.5263830536093056,54.241920349377
5.39,56.6,2.73,15.464926605973808,97.40022263450837,-34.393566481183676,-35.85635970356111,-34.71298464710449,87.20928583768472,2.2848256568460212,0.5398837712306808,0.5423659270368649,-571.0734266770811,-53.02843136768896,0.5444385026374804,44.37179126681941
5.84,58.4,3.27,14.68824857985148,83.57277397260273,-28.05158105830378,-29.322172044052067,-28.94854678809494,89.76343278970465,2.29581980850124,0.5472132056674933,0.5569370977479569,-454.3993315995174,-46.63019754391968,0.5579591932560026,36.942576428683054
6.29,58.5,3.95,13.981840062075317,72.15379968203496,-23.153065706452754,-24.50129720233121,-24.44093950403829,91.77168382628665,2.3046797587701358,0.5531198391800904,0.5682713964103272,-365.2091745402187,-41.07401406654143,0.5692564251300011,31.079785615493527
6.74,57.7,4.07,13.371906681238176,62.735014836795244,-19.279635251712467,-21.148311408895143,-21.222151339008228,93.39757164904877,2.311994971669524,0.5579966477796825,0.5767020389440524,-302.46789840017794,-36.20565455612133,0.5771203633299541,26.529360280673913
7.19,57.3,3.94,12.466270168038236,54.80212795549373,-17.628637514003355,-19.063722700035058,-19.495842891353824,94.68054845295099,2.3178792302686517,0.5619194868457678,0.5825771248408411,-269.1788351915306,-33.18767845583864,0.6055910544713016,21.614449499655088
