r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.45,18.9,9.78,70.00631140115817,9443.858,1497.617960758008,348.45669337056853,103.36612625078222,18.354105133671997,2.051338934641851,0.3842259564279006,0.2954052240250983,2473.260673872034,1446.9945244353974,0.15322069904433097,10890.852524435397
1.34,58.3,10.5,121.65858534674825,10776.737985074627,-543.9242555549969,-205.14149960200126,-71.7127047635004,18.91336979411648,2.0529265374660772,0.3852843583107181,0.29637839946517275,332.70101838649657,268.64364818807974,0.024928104270526108,11045.381633262707
2.23,74.1,5.69,130.1017606054696,8475.672825112106,-2206.6461598661836,-565.6035054319524,-249.9924806580281,19.675391906286933,2.0550943636833976,0.3867295757889317,0.2978608390556447,-1694.9302607909544,-885.3283799807507,0.10445523302382081,7590.344445131355
3.12,119.0,4.27,130.77253077585524,6848.907820512821,-1270.3730041048414,-793.4182485896237,-285.5315011773997,20.39970730506418,2.0571535928657076,0.3881023952438051,0.30006999112800337,-1778.822743634605,-1367.6723059224341,0.19969202999435726,5481.235514590387
4.01,141.0,3.76,143.94904543192496,6214.408877805488,-304.69206839174797,-596.5092453698012,-237.7920753617761,21.313121624386284,2.059755541106589,0.3898370274043926,0.30323912011839527,-1220.9129171901784,-1046.9954910816996,0.16847869389814402,5167.413386723789
4.9,195.0,4.54,167.54807690293086,6306.555938775509,358.54424496965134,-150.19805800961734,-114.08912753031764,22.847325634476743,2.064159963746115,0.39277330916407666,0.30755827508723177,-570.1444499551762,-577.5032706386868,0.09157189379514419,5729.052668136823
5.79,227.0,4.2,196.83844356210278,6852.617633851468,440.6207605441157,82.00138875452018,19.77438615547756,25.004045618287446,2.0704450103278336,0.39696334021855567,0.3132216742742471,-49.298144192019606,-160.84339137286264,0.023471817627516114,6691.774242478606
6.69,246.0,4.24,218.19859107884562,7095.267100149476,24.909776934735458,124.72673943579267,71.89406694137273,27.792843663657205,2.0787474680364872,0.4024983120243248,0.32064595724981554,135.64887530774817,21.418273362225747,0.003018670482718618,7116.685373511702
7.58,268.0,5.56,227.3946415955884,6897.206134564644,-109.3757702841537,18.030477265096287,5.488935050932973,31.5900919542052,2.090281187137602,0.41018745809173457,0.33021943548870347,-22.09591102905057,-75.52763504141112,0.010950467996441645,6821.678499523233
8.47,283.0,2.96,236.04828717869188,6900.578229043683,-91.06531498538557,-126.56724974929224,-91.12047129044966,36.05112567696404,2.1040748457701386,0.4193832305134257,0.3421998389521562,-340.1365040866783,-322.20823140564363,0.04669293220233472,6578.369997638039
10.23,291.0,9.81,249.5256835057211,6655.8830498533725,-174.93706588383043,-197.18312623292826,-161.64114187120873,41.48209492808,2.121363256935561,0.4309088379570406,0.3567303255052589,-604.863811385072,-569.561766471427,0.08557268242325476,6086.321283381945
12.06,310.0,4.74,258.3235432729618,6272.554162520732,-282.36787452782687,-232.29801371653602,-194.3604247349362,47.859310767738044,2.1425527383203673,0.44503515888024486,0.3737641248877862,-767.5617235987613,-739.2993524794588,0.11786256974819949,5533.254810041273
13.44,310.0,20.4,256.9743396557398,5749.4821726190485,-328.1696054834447,-279.29706711704944,-213.31186995826835,55.189309270455745,2.1677736978051536,0.4618491318701024,0.39289803911001353,-858.179574708676,-836.1033600071785,0.14542237629485688,4913.37881261187
15.18,310.0,16.1,257.5343916854736,5248.664993412384,-284.95020770219253,-306.5595083169245,-223.04179770315378,63.111077258693214,2.196113396543244,0.4807422643621626,0.4137234125476026,-910.0788636079703,-879.4974768901886,0.16756593876615267,4369.167516522196
