galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,sigma_flip_severity,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
UGC05716,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC05716_normalized.csv,local_structural_coupling_v4,80.07840655086646,111.23975560920356,2.2686076121253635,2.412514537016279,0.5290717414169088,0.4481931122623264,0.5859665428129455,0.4322781200659642,0.5811616528537851,4.781384318455537,computed_from_baryonic_velocity,42.82882994921016,0.6357100693523389,12,ok,
ESO444-G084,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\ESO444-G084_normalized.csv,local_structural_coupling_v4,96.03279900031364,125.16876404587933,2.3721851585370226,2.525591007897321,0.5981234390246816,0.47967857791853064,0.5890918961786309,0.4241748448089425,0.7415020827870612,56.29613463951921,computed_from_baryonic_velocity,36.882207190695475,0.6349249574070726,7,ok,
UGC08490,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC08490_normalized.csv,local_structural_coupling_v4,75.40746023295806,89.95799649900918,2.241115481536811,2.2957648129315698,0.5107436543578744,0.512634656599604,0.5813334042106069,0.5080859713562489,0.5930328938429275,24.382927058787345,computed_from_baryonic_velocity,49.60711370018708,0.6288825718984757,30,ok,
F563-1,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\F563-1_normalized.csv,local_structural_coupling_v4,67.72379502892682,88.73426675679406,2.2101530741314486,2.2908603548135873,0.4901020494209657,0.4451331314826798,0.5729309361859729,0.25605887416083145,0.4052499268228097,7.1972900720006,computed_from_baryonic_velocity,62.350585997340154,0.6266606936112121,17,ok,
DDO154,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\DDO154_normalized.csv,local_structural_coupling_v4,85.74855222732413,117.4300965921254,2.297105802025079,2.451173735683009,0.5480705346833857,0.46080589859979887,0.5970448092806163,0.4636657364441283,0.6263816737325818,6.815368822929354,computed_from_baryonic_velocity,27.612694124163514,0.6214292235104234,12,ok,
UGC06446,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC06446_normalized.csv,local_structural_coupling_v4,78.09310569983914,106.36185792061248,2.2550480257671772,2.379560948667988,0.5200320171781182,0.453475577424324,0.5901126999939039,0.4407637337272091,0.5738660132575197,7.785573163948975,computed_from_baryonic_velocity,47.378568205557706,0.6204632478640364,17,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3109_normalized.csv,local_structural_coupling_v4,90.08883340135466,120.94147945195553,2.305620927423794,2.4784590356513494,0.553747284949196,0.4180196882232412,0.59825801467821,0.4001122312828906,0.6020621365610026,14.107603793664502,computed_from_baryonic_velocity,34.3992443333856,0.6028956939661794,25,ok,
UGC00634,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC00634_normalized.csv,local_structural_coupling_v4,86.5504445562329,91.5676766013131,2.2855085802700543,2.3078824122305672,0.5403390535133696,0.46198069889347004,0.5159507069198336,0.4520301118043817,0.565001001671183,3.732636701694293,computed_from_baryonic_velocity,61.78458021196258,0.6028637063167771,4,ok,
UGC02259,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC02259_normalized.csv,local_structural_coupling_v4,74.81891806973827,104.14079257668249,2.2533029581190864,2.376250482318299,0.5188686387460575,0.454256343683309,0.5669241997637411,0.38213656841558624,0.6044363506100777,25.868972048513726,computed_from_baryonic_velocity,49.25696215097617,0.597412816612798,8,ok,
UGC07608,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\UGC07608_normalized.csv,local_structural_coupling_v4,98.83436227645537,112.02450632398765,2.345247781042658,2.415024949035784,0.5801651873617721,0.4702835155594187,0.575259501516438,0.30483756710076465,0.41973323702442117,2.3365918665601333,computed_from_baryonic_velocity,31.229243965261173,0.5919832141596879,8,ok,
