r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
1.74,84.9,11.3,116.39158987485213,10805.68643678161,-864.063251418122,-450.66408636319187,-425.6514913470004,28.66086514728371,2.0819280694394804,0.40461871295965357,0.32049224733216136,-6165.138359033915,-3020.0529921863335,0.27948738008039337,7785.633444595277
3.5,136.0,9.9,148.5259824260504,9284.935114285716,93.59722307875407,-514.9952254730822,-463.5267933775266,33.77440921502943,2.097826865710369,0.4152179104735794,0.3360795492499371,-5092.554467953291,-2982.087269821877,0.32117480985232355,6302.847844463839
5.24,162.0,8.0,207.70847950805867,11133.27671755725,245.27209935965251,-619.9491192517671,-499.5153764782445,39.79422205116341,2.1170471433258813,0.4280314288839208,0.35666334098052027,-3975.5059093789355,-2899.9155611546485,0.26047278215778674,8233.361156402601
6.98,179.0,6.5,226.6987636343869,10138.482020057307,-1185.7189469675736,-610.4625230348627,-546.3157212757416,46.76304700579574,2.1400336339725756,0.44335575598171706,0.3820325762767051,-3713.6173639970275,-2775.684106968537,0.2737770902465779,7362.79791308877
8.72,182.0,6.1,199.34286227724942,7006.974782110093,-1388.8327203115464,-757.7928695265408,-591.639251972157,54.3458972513153,2.1656337260312704,0.4604224840208469,0.4118239880396897,-3667.8535770077015,-2449.9132292561444,0.3496392245496812,4557.061552853948
10.47,179.0,7.0,183.70219061086524,5291.4558261700095,-816.6302703335998,-911.1139851572839,-615.3254194294609,62.21143329845134,2.1924654678324784,0.47831031188831896,0.4423821670784175,-3526.339438199008,-2068.29490589965,0.3908744538072985,3223.1609202703594
12.19,174.0,6.2,172.84399594355364,4173.267744052502,-643.0545093796372,-741.6364716179429,-567.4776550439972,69.50274439459945,2.2181638663016088,0.4954425775344058,0.4724418469125418,-3144.3253510778673,-1722.4845665516666,0.41274240527856165,2450.7831775008353
13.94,171.0,7.2,151.96941140139168,3060.056678622669,-521.3334787940623,-510.45713695806677,-466.0816904718818,76.00596573665639,2.241911477445017,0.5112743182966779,0.5006964967900006,-2547.399521872414,-1403.334870754273,0.45859767257184064,1656.7218078683961
15.68,168.0,6.1,139.507924616878,2353.8139030612247,-338.33137927086847,-380.79651464540325,-359.8127643707072,81.29122046482618,2.2619279047599274,0.5246186031732849,0.5260409115119906,-1920.0312070276839,-1112.5855209879778,0.47267352764847637,1241.2283820732468
17.42,165.0,5.6,131.60660185822726,1882.663478760046,-232.9360470121659,-280.91187819354195,-275.7417972652252,85.5034313433728,2.2784711826321917,0.5356474550881278,0.5463888364211733,-1398.2076979758226,-888.3869200533901,0.47187770415480557,994.2765587066559
19.28,171.0,8.6,124.42431686922083,1515.2441338174272,-168.3271587702823,-205.37144785879553,-211.93173470405625,88.76904852085421,2.29176444872421,0.5445096324828066,0.5619513177647542,-1026.030084133438,-712.2664041300687,0.47006709231443905,802.9777296873584
21.48,174.0,7.6,112.71415188807578,1199.2552141527,-143.63132712033052,-166.43143742868796,-176.51871584086643,91.12839692994737,2.301736233471604,0.5511574889810692,0.5730916226415353,-824.5099752434321,-607.7989741225224,0.5068137014955116,591.4562400301777
