r_kpc,v_obs_kmps,v_err_kmps,v_model_kmps,a_newton,sigma_profile,sigma_smoothed,sigma_transferred,beta_local,d_eff_local,cinfo_cap,eta_profile,a_struct_raw,a_struct,struct_to_bar_ratio,a_total
0.25,4.25,2.0,4.109727335725137,47.1652,108.68243902439032,114.2288242241834,92.53334535857354,83.64444434373678,2.2682419037821675,0.5288279358547783,0.38705552884006317,27095.44094788241,20.394235096025724,0.43240005546516763,67.55943509602572
0.41,6.84,2.0,6.039839757529684,64.55439024390245,105.24032894736847,124.09361942479885,95.02402697692764,83.56328161980166,2.2679672285599346,0.5286448190399564,0.38218343713477293,21538.406205872438,24.420400723503004,0.37829186568468376,88.97479096740545
0.57,9.56,2.0,8.01556129685669,80.8421052631579,139.85647510037754,131.05222144211336,98.35469420459037,82.8068577734705,2.2649568027830247,0.5266378685220164,0.37522634260170507,14894.84590284503,31.875829655555997,0.3942973720413827,112.7179349187139
0.74,12.3,2.0,10.544349768045164,110.70702702702704,158.00641502746754,137.58654219721845,100.35517695043052,81.32516061860902,2.2591905713503615,0.5227937142335743,0.3669325216071055,11360.613332733636,39.54069193361366,0.35716515017570244,150.2477189606407
0.9,15.1,2.0,12.760875745220968,132.9842222222222,143.47544911096298,139.1371797293453,99.50079796212354,79.27555295920916,2.251375635742092,0.5175837571613948,0.35843841542814625,8867.571249322213,47.94905531663204,0.36056198634231335,180.93327753885424
1.07,17.5,2.0,15.114954233506634,158.05392523364483,141.3540427999157,124.89917290248198,94.1364002335103,77.39860953981312,2.2441577468588783,0.5127718312392522,0.35152770151115514,6909.867231468093,55.46181446822441,0.35090437890889087,213.51573970186925
1.24,19.7,2.0,17.380709652064535,181.04459677419354,112.99351660800274,102.5298043488157,83.80871236274643,76.28326238139454,2.2395302504650862,0.5096868336433908,0.34888195044515874,5222.870758595535,62.57561936239459,0.3456364922088315,243.6202161365881
1.4,21.8,2.0,19.23422413993902,195.34178571428572,68.66644096606088,79.55196084482485,68.08591207232884,76.15095366973785,2.2388369007072813,0.5092246004715208,0.35330640980059447,3725.110084267847,68.91205590386639,0.3527768298619926,264.25384161815214
1.57,24.4,2.0,20.91787625763324,203.70452229299363,46.159572259136176,51.37322292885907,47.04191289231869,77.29828059575445,2.244043632633838,0.5126957550892255,0.36618314596881635,2365.371074535713,74.994552311883,0.3681535955496184,278.6990746048766
1.72,27.3,2.0,21.386355023688267,210.1128488372093,28.58623159100874,21.996826503677518,23.232267094604147,79.7053755577835,2.255797708630926,0.5205318057539507,0.388135751048265,1116.5733878486067,55.80353558095136,0.26558840113669907,265.91638441816065
1.89,30.3,2.0,20.010268781384955,212.85211640211642,0.46035322008681495,-0.8377568552820236,-0.9743959157290121,83.32675547985347,2.274507220119548,0.5330048134130321,0.41900774969215193,11.434563120157407,-0.9945202628204939,0.004672353179433104,211.85759613929594
2.06,32.6,2.0,17.594768569587348,210.26936893203882,-33.88846551790501,-24.151604739766746,-23.49390299007139,87.62339652431949,2.2959524821628485,0.5473016547752323,0.4574902341126402,-892.8928317131562,-59.98981504012676,0.2852998291896528,150.27955389191206
2.46,33.3,2.0,15.57374276834201,193.53569105691057,-45.50647582873684,-47.92086724594081,-43.450901062928324,92.64531087731584,2.3201535498619013,0.5634356999079342,0.4944686706091437,-1565.2846186916327,-94.94160007541257,0.49056377951235003,98.594090981498
2.79,34.6,2.0,15.57317338060542,177.04964157706092,-70.40966716328742,-66.06495407793051,-58.51038853568203,98.23513573485054,2.3464033217365596,0.5809355478243731,0.5280517539645319,-1963.6558484378531,-90.123573784087,0.5090299702462865,86.92606779297392
3.13,34.2,2.0,13.814704988828955,146.361214057508,-90.2600809398616,-77.33927716232182,-66.26579992383633,103.65229635238144,2.3720560468861636,0.5980373645907757,0.5562302952174728,-2149.67267721463,-85.38802749892153,0.5834061164959388,60.97318655858646
