galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,propagation_term_i,delta_struct_i,DeltaD_i,causal_horizon_kpc,ell_info_kpc,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC01281,0.08,1.41,6.0392466417592185,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,2.0,2.0,1904742.733845722,2.6561534999999994,1,6.0392466417592185,3.283153646637744,0.8218094226174056
UGC01281,0.23,4.46,6.842879510849215,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,2.0,2.0,1904742.733845722,2.6561534999999994,1,6.842879510849215,0.5342779172307658,0.13373563163158664
UGC01281,0.38,7.71,5.399675916200897,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,2.8894224834303985,-0.0428812341515714,0.415237379234197,0.05995143226813259,0.25031098482369696,0.25031098482369696,2.0,2.0,1904742.733845722,2.6561534999999994,1,5.399675916200897,0.29965292915682273,0.0750064198025498
UGC01281,0.54,11.0,8.514505270419416,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.864535341021717,2.882775892136905,-0.04642835079174827,0.43241150501027475,0.07095692899516852,0.2783912810983041,0.2783912810983041,2.0,2.0,3196665.015078227,3.7518670392156865,1,8.514505270419416,0.2259540663255076,0.06290364199372923
UGC01281,0.69,14.2,10.793020893151278,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.880944445906562,2.8763437070141693,-0.04986104431450008,0.44903162672905966,0.08160740969875166,0.3055657613640529,0.3055657613640529,2.0,2.0,4446912.384012908,4.812234980392156,1,10.793020893151278,0.23992810611610718,0.07331381441800357
UGC01281,0.84,17.2,12.857285872220466,5.78,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.897353550791407,2.8699115218914337,-0.053293737837251894,0.46565174844784457,0.09225789040233481,0.3327402416298017,0.3327402416298017,2.0,2.0,5697159.752947589,5.872602921568626,2,12.857285872220466,0.2524833795220659,0.08401138070968113
UGC01281,1.0,20.2,14.832754295814382,4.74,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.914856596001908,2.863050524427182,-0.056955277594853825,0.4833798782812151,0.1036184031528235,0.3617263539132671,0.3617263539132671,2.0,2.0,7030756.946477917,7.0036620588235285,2,14.832754295814382,0.2657052328804761,0.09611258510553014
UGC01281,1.15,23.2,16.483039768198097,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.931265700886753,2.8566183393044464,-0.06038797111760563,0.5,0.11426888385640664,0.3889008341790159,0.3889008341790159,2.0,2.0,8281004.315412598,8.064029999999999,2,16.483039768198097,0.2895241479224958,0.1125961826420274
UGC01281,1.3,26.4,16.832266632869143,7.13,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.903764593076123,2.8449341330919005,-0.07667611954690133,0.5399521904855688,0.127070350481749,0.4106849843399932,0.4106849843399932,2.0,2.0,9752505.999729307,9.07339205882353,2,16.832266632869143,0.3624141426943506,0.14883804651702143
UGC01281,1.46,29.3,18.011343647823725,4.38,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8744300780781185,2.832470979798518,-0.09405014453815005,0.582567860336842,0.1407252482154475,0.4339214111783689,0.4339214111783689,2.0,2.0,11322107.796333797,10.150044921568629,2,18.011343647823725,0.3852783737944121,0.1671805356533784
