galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,Dw_smooth_i,dDw_dr_i,propagation_source_i,causal_horizon_kpc,ell_info_kpc,c_info_gal,tau_struct_gal,propagation_term_i,delta_struct_i,DeltaD_i
UGC07089,1,0.87,3.5,2.185,2.63,9.19,37.974999999999994,36.64117958084035,4.3,682071619.6687983,4,33142347.834162552,52.8107945,12915382.662322914,2.6921941923766677,2.1445733329575205,2.4183837626670943,2.3685511519689073,-0.010599561772519656,0.435947220482701,2.1799999999999997,2.1799999999999997,1.0,2.0,0.142074496885936,0.5,0.5
UGC07089,2,4.37,6.55,5.46,2.1799999999999997,9.19,66.22500000000001,53.57789334738961,4.875,3644211336.501261,4,33142347.834162552,109.38673199999997,33314930.155343357,2.4150479270639633,2.2223891554774773,2.3187185412707203,2.3338375871639054,-0.013714303013183826,0.5,2.1799999999999997,2.1799999999999997,1.0,2.0,0.13506815365551422,0.4873596806252419,0.4873596806252419
UGC07089,3,6.98,9.16,8.07,2.1799999999999997,9.19,75.175,53.43893757923338,6.3999999999999995,5358322029.581978,4,33142347.834162552,161.675994,33142347.834162552,2.331058929294614,2.19776198581319,2.264410457553902,2.291564499412311,-0.016196585345438396,0.5414946273492913,2.1799999999999997,2.1799999999999997,1.0,2.0,0.17331179735852692,0.549522285911984,0.549522285911984
