galaxy,source_file,beta_mode,beta_mean,beta_max,d_eff_mean,d_eff_max,cinfo_cap_mean,eta_mean,eta_max,struct_to_bar_ratio_mean,struct_to_bar_ratio_max,a_newton_source,rmse_kmps,mean_absolute_fractional_error,n_points,status,error
NGC0300,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0300_normalized.csv,local_structural_coupling_v3,80.77878667338229,120.21109839819837,2.279114240692932,2.4644404755009464,0.5360761604619546,0.4688082388046788,0.6162585257884126,0.45976206173201456,0.5950798715784754,computed_from_baryonic_velocity,49.121604214471425,0.544435624282819,25,ok,
NGC0801,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0801_normalized.csv,local_structural_coupling_v3,61.92535930449666,92.48405793238776,2.196460071716668,2.3076632132179773,0.4809733811444453,0.4567714134792136,0.5776966562364398,0.2059338176785994,0.35726982427569903,computed_from_baryonic_velocity,26.228353475928106,0.1160252067970014,13,ok,
NGC0891,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC0891_normalized.csv,local_structural_coupling_v3,72.40449220475847,89.0466140433093,2.2274907196223954,2.291674447150743,0.5016604797482638,0.4758897141015658,0.5782351264218185,0.44039007499111027,0.4932617570480975,computed_from_baryonic_velocity,50.16282210254895,0.2054997331206044,18,ok,
NGC1003,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1003_normalized.csv,local_structural_coupling_v3,71.45005570485547,87.4349292600637,2.223898449239019,2.284726180298776,0.49926563282601255,0.49698331443154165,0.5757014140539889,0.3170899683982402,0.44517806458819004,computed_from_baryonic_velocity,55.78490643216006,0.49432899648442213,36,ok,
NGC1090,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1090_normalized.csv,local_structural_coupling_v3,61.185708684175346,82.89299184683647,2.1900535534383896,2.265036089884177,0.4767023689589265,0.4794565530339851,0.5771738548266138,0.3003201550954792,0.3955787776246439,computed_from_baryonic_velocity,42.782977162949905,0.33028607211294503,24,ok,
NGC1705,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC1705_normalized.csv,local_structural_coupling_v3,67.44142403717292,76.81797615666291,2.208081575159579,2.2410249770177257,0.488721050106386,0.4900433165584127,0.5559277194440015,0.488761517462501,0.5550325809797008,computed_from_baryonic_velocity,46.9345449540353,0.6507651222286958,14,ok,
NGC2366,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2366_normalized.csv,local_structural_coupling_v3,73.91961289620635,103.96630825588927,2.236831352779405,2.3653246361374873,0.5078875685196031,0.4327724666955294,0.5902644823112974,0.4235549630876901,0.586174691995317,computed_from_baryonic_velocity,23.58265921755866,0.4638199313953106,26,ok,
NGC2403,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2403_normalized.csv,local_structural_coupling_v3,67.42891519767099,103.80829295990995,2.21827165672351,2.3638163701254453,0.4955144378156733,0.46183226018802875,0.595428841725337,0.4246585447007409,0.5284436306048623,computed_from_baryonic_velocity,53.98341508503634,0.37265274528272246,73,ok,
NGC2683,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2683_normalized.csv,local_structural_coupling_v3,69.54482664591204,81.49777762652724,2.2156188574319473,2.259284343436899,0.49374590495463155,0.4683771181301726,0.5698189522871498,0.284554950350651,0.3840247816365934,computed_from_baryonic_velocity,48.310937508551234,0.256061945084348,11,ok,
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2841_normalized.csv,local_structural_coupling_v3,79.6796288396797,97.69203457885132,2.2568924882006813,2.3321268410342095,0.5212616588004543,0.4689717260190588,0.588779565247689,0.2628890241873281,0.455721325117346,computed_from_baryonic_velocity,114.31815290625228,0.37167890510255047,50,ok,
NGC2903,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2903_normalized.csv,local_structural_coupling_v3,62.1698423714435,80.18213250787625,2.1919948501803637,2.2538019033931675,0.4779965667869089,0.47857919918520603,0.5766280425575138,0.39510629850625034,0.5238902683444648,computed_from_baryonic_velocity,66.36715416572835,0.4119143569376744,34,ok,
NGC2915,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2915_normalized.csv,local_structural_coupling_v3,73.32578762127613,86.78837129334129,2.2291986886194572,2.2818058888831563,0.502799125746305,0.45445725576317547,0.5675466450495388,0.44630433764312655,0.5665253975905717,computed_from_baryonic_velocity,55.595247733078516,0.7080622143123672,30,ok,
NGC2955,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2955_normalized.csv,local_structural_coupling_v3,69.96235503924521,102.51005594757935,2.224584044056964,2.357915354002702,0.49972269603797614,0.46127355687873006,0.5895321295679044,0.3573296058178614,0.46083528017393116,computed_from_baryonic_velocity,33.72343387495178,0.10984876622022931,24,ok,
NGC2976,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2976_normalized.csv,local_structural_coupling_v3,89.61711952639808,126.70473504565753,2.316323787863893,2.518979613516554,0.5608825252425951,0.46644922848066955,0.6169794446830972,0.46450073756833704,0.6169279094188036,computed_from_baryonic_velocity,18.53901131787835,0.354484314854619,27,ok,
NGC2998,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC2998_normalized.csv,local_structural_coupling_v3,61.47199016500412,97.61791083337448,2.1970336394221968,2.33370436570763,0.4813557596147978,0.44434613874357315,0.5775090802561869,0.2593423416811931,0.33886872591662276,computed_from_baryonic_velocity,45.54650195952547,0.2125735017554869,13,ok,
NGC3109,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3109_normalized.csv,local_structural_coupling_v3,90.08883340135466,120.94147945195553,2.305620927423794,2.4784590356513494,0.553747284949196,0.4180196882232412,0.59825801467821,0.4053243119377099,0.5950909677100388,computed_from_baryonic_velocity,34.425552208639054,0.6080129426342856,25,ok,
NGC3198,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3198_normalized.csv,local_structural_coupling_v3,68.78087386203654,104.18032174385952,2.225008645842853,2.3657332993756977,0.5000057638952354,0.4539243161341734,0.5962215283892038,0.2894829626656807,0.4816934762369752,computed_from_baryonic_velocity,48.6620131779093,0.3130148732217697,43,ok,
NGC3521,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3521_normalized.csv,local_structural_coupling_v3,81.5284264809898,119.21882504173904,2.2746761326422003,2.459144933024418,0.5331174217614669,0.4519280201123226,0.6101140608381723,0.44635295484166404,0.5741107681114344,computed_from_baryonic_velocity,38.59928606752031,0.12824324650695715,41,ok,
NGC3726,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3726_normalized.csv,local_structural_coupling_v3,70.88033550736775,98.80933434872927,2.229323728119389,2.3387459655706775,0.5028824854129262,0.4592343639998277,0.5810256001790743,0.31448597989323185,0.3893059917137228,computed_from_baryonic_velocity,41.86376663533129,0.2187312304957754,12,ok,
NGC3741,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3741_normalized.csv,local_structural_coupling_v3,68.65445737030618,86.90270283113223,2.212324057953611,2.283945794086562,0.491549371969074,0.4105694269489394,0.5527687131338161,0.40826037021739303,0.5459408347907079,computed_from_baryonic_velocity,28.117584131874246,0.6703819488353515,21,ok,
NGC3769,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3769_normalized.csv,local_structural_coupling_v3,70.9181378034795,84.58545249421091,2.221400037387095,2.2721785154446974,0.49760002492472966,0.47042659860859404,0.5741667868041131,0.3355911500192376,0.4529785888151927,computed_from_baryonic_velocity,47.93880431892401,0.36993078999563656,12,ok,
NGC3877,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3877_normalized.csv,local_structural_coupling_v3,78.32862262601542,114.65016081077425,2.264085297496301,2.4367118209152436,0.5260568649975341,0.43117466517338343,0.5860916571097385,0.39132320047198454,0.5587186897251081,computed_from_baryonic_velocity,31.25947214734209,0.26040881495002083,13,ok,
NGC3893,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3893_normalized.csv,local_structural_coupling_v3,69.33031437184667,84.81144728879215,2.215878583185225,2.2735527031131446,0.4939190554568168,0.4559370615808945,0.5639349125643773,0.40907317648192604,0.45815775892665017,computed_from_baryonic_velocity,55.458553348944584,0.277155867223696,10,ok,
NGC3917,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3917_normalized.csv,local_structural_coupling_v3,73.8916455747417,126.69433708978828,2.2640834648954153,2.5193893140576256,0.5260556432636102,0.4443589640540213,0.6151142049767196,0.40362749986816665,0.5826449868918602,computed_from_baryonic_velocity,47.576579701731035,0.31799312228066695,17,ok,
NGC3949,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3949_normalized.csv,local_structural_coupling_v3,61.92865989405227,78.52213522626906,2.1911947207459197,2.2501552410894505,0.4774631471639463,0.4433097907753349,0.5394415882476357,0.4405785067998799,0.534741457313232,computed_from_baryonic_velocity,30.592457076811392,0.14043290653849913,7,ok,
NGC3953,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3953_normalized.csv,local_structural_coupling_v3,90.53253660752192,112.56727062887546,2.315616077486232,2.4226473357759657,0.5604107183241549,0.4670956085341075,0.5772332269875653,0.4268105915727647,0.5264303619651478,computed_from_baryonic_velocity,41.53906976507578,0.18130034447889903,8,ok,
NGC3972,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3972_normalized.csv,local_structural_coupling_v3,110.12263129360792,142.8113717811463,2.469005247629555,2.695338902311949,0.6626701650863704,0.5020417153774626,0.640707708239879,0.4804737542496074,0.6344383603336051,computed_from_baryonic_velocity,46.59023720746806,0.3479859103348574,10,ok,
NGC3992,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC3992_normalized.csv,local_structural_coupling_v3,60.20905401837646,77.65320628459777,2.1837851287254626,2.244725708758568,0.47252341915030843,0.4456122878757605,0.5523781397802647,0.13044079933948127,0.1690336724633014,computed_from_baryonic_velocity,63.84257554018904,0.24530111478357977,9,ok,
NGC4010,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4010_normalized.csv,local_structural_coupling_v3,84.13249388832021,110.13523049590721,2.280903979776969,2.404347671728158,0.5372693198513123,0.4372970430083915,0.5791846242671738,0.42774285403065254,0.5634222683022139,computed_from_baryonic_velocity,39.74175115717312,0.32554695774110026,12,ok,
NGC4013,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4013_normalized.csv,local_structural_coupling_v3,71.62775338825787,80.49682541975953,2.223076728909555,2.2551907862207408,0.49871781927303677,0.5206201109049977,0.5729033225073639,0.30411241981122733,0.4521013500706576,computed_from_baryonic_velocity,54.87065942828742,0.28204576865411407,36,ok,
NGC4051,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4051_normalized.csv,local_structural_coupling_v3,95.40586394333336,109.003300246069,2.330737167337844,2.3970307579822303,0.5704914448918962,0.47293004109357667,0.5692681662042911,0.4010263358171143,0.5447238730811549,computed_from_baryonic_velocity,23.802127430297915,0.14947551823027386,7,ok,
NGC4068,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4068_normalized.csv,local_structural_coupling_v3,87.30516861473085,95.19250067473622,2.2871973449959033,2.3222450450891223,0.5414648966639355,0.46231507430918933,0.5467181379156042,0.4612693476231419,0.5464758921584827,computed_from_baryonic_velocity,12.406520433741813,0.47006726368369195,6,ok,
NGC4085,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4085_normalized.csv,local_structural_coupling_v3,90.6784095934566,117.80451252518029,2.3337468893574607,2.465930048650643,0.5724979262383074,0.471949041266752,0.5783462600929522,0.47063247279294046,0.5769757662866228,computed_from_baryonic_velocity,27.280568621354792,0.2777118391121509,7,ok,
NGC4088,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4088_normalized.csv,local_structural_coupling_v3,63.14589011327461,91.12839692994737,2.1990758349705515,2.301736233471604,0.4827172233137007,0.45250707508328564,0.5730916226415353,0.3509036677446453,0.4476232728628742,computed_from_baryonic_velocity,41.75261292277042,0.21802608493421452,12,ok,
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4100_normalized.csv,local_structural_coupling_v3,64.71626986075457,84.26572313184874,2.2011156916614563,2.270791701800839,0.48407712777430406,0.48538608464609706,0.5776595765686292,0.3773343836881205,0.46397829941059837,computed_from_baryonic_velocity,58.16060593193994,0.30600099584807267,24,ok,
NGC4138,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4138_normalized.csv,local_structural_coupling_v3,66.18399847520938,75.30292324933484,2.2025586996991593,2.2353485022883035,0.4850391331327728,0.4472962066234355,0.5388986698754149,0.4014772228191706,0.44021971006728894,computed_from_baryonic_velocity,51.761498720505955,0.30297237920791886,7,ok,
NGC4157,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4157_normalized.csv,local_structural_coupling_v3,62.89851311730907,80.28841034557877,2.1941625179121105,2.254267750402574,0.47944167860807374,0.482693329391772,0.5756412579745211,0.3134006419856455,0.41520079681490824,computed_from_baryonic_velocity,45.9588743059694,0.2437221311770818,17,ok,
NGC4183,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized\NGC4183_normalized.csv,local_structural_coupling_v3,55.70826666704758,86.01480098975404,2.1738854805319447,2.2781401025913226,0.46592365368796285,0.4546850560426429,0.5816572781150904,0.33445948459511954,0.4703362837699781,computed_from_baryonic_velocity,46.845364711705734,0.43155657746952397,23,ok,
