galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,v_obs_segment_kms,v_vis_segment_kms,v_err_segment_kms,mass_bar_segment_msun,n_points,density_ref_gal_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_density_eff_msun_per_kpc3,alpha_geom_i,alpha_dens_i,Dw_i,sigma_i,beta_i,ell_info_kpc,c_info_gal,tau_struct_gal,S_i,I_int_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,eta_obs_i,I_ext_i,DeltaD_i
UGC05721,1,0.09,0.81,0.45,0.7200000000000001,1.17,42.86,35.85206097057993,5.208,134487032.773804,5,338250959.87158346,0.37908000000000003,354772166.22824734,3.084805548460877,2.69664115968943,2.8907233540751536,0.31775910081633807,0.29240329403584886,2.0,1.0,2.0,32963232.861664787,165441734.68107304,0.5969998711937171,0.5232242920598704,0.5006063081371436,0.5009000161144894,0.745346472213946,0.6968907073186891,115294807.50192389,0.30310929268131087
UGC05721,2,0.99,1.53,1.26,0.54,1.17,71.3,45.44545181502869,4.57,605049688.1466572,4,338250959.87158346,0.796068,760047744.8492557,2.491053674824551,2.65487483169308,2.5729642532588155,0.3043823451223844,0.7868540481753241,2.0,1.0,2.0,182034840.24932683,220611060.91127223,0.5866105683826582,0.1700791986927028,0.5100976514201407,0.5046730522671246,0.6492068758405428,0.6169920727342015,136115275.73973703,0.38300792726579846
UGC05721,3,1.71,2.67,2.19,0.96,1.17,82.12,40.42297225977421,7.4959999999999996,832032417.0998001,5,338250959.87158346,2.459808,338250959.87158346,2.259677546836042,2.304239780824728,2.281958663830385,0.21450081438426372,0.3618571108811868,2.0,1.0,2.0,26254581.166641317,154564796.30645168,0.5,0.3798108721568659,0.5,0.5,0.4777410260944548,0.5980526128185935,92437880.2808471,0.4019473871814066
UGC05721,4,3.15,4.49,3.8200000000000003,1.3400000000000003,1.17,78.525,32.80303406408797,4.57,955720800.3313518,4,338250959.87158346,5.988996000000002,159579468.8010063,2.1494019204560963,2.1385233285244793,2.143962624490288,0.09490195906784837,0.023479359331012493,2.0,1.0,2.0,355580.90844677895,68703005.42711177,0.30672627141959624,0.5,0.49025048385519077,0.48901369806284767,0.5,0.5844672607927808,40154657.39021557,0.4155327392072193
UGC05721,5,4.93,6.74,5.835,1.8100000000000005,1.17,78.7,31.605710564737638,4.57,1355225681.695731,5,338250959.87158346,12.356779500000004,109674667.39175288,2.0963306536345634,2.0879788377548123,2.092154745694688,0.051807878795600004,0.0003811707447672103,2.0,1.0,2.0,2165.816698238371,25087451.20751485,0.19454069702714957,0.5339108894308445,0.4852398299956652,0.47467201369082945,0.48584641254193595,0.564431298461376,14160142.66014402,0.43556870153862404
