galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC05750,0.31,3.1,4.17163037672323,4.5,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2968668058112294,0.1932360320039792,0.3495117860300859,601547.7084815778,674092.8057488628,0.6074005414021463,409444.33516715106,0.3925994585978538,0.5,0.4039361579315639,0.5003780094417328,0.5044949610347143,0.5,8906768.007300826,21.95424,1,4.17163037672323,0.34568721829781607,0.13571661474792068
UGC05750,1.47,15.7,17.317187993435887,8.5,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2968668058112294,0.1932360320039792,0.3495117860300859,601547.7084815778,674092.8057488628,0.6074005414021463,409444.33516715106,0.3925994585978538,0.5,0.4039361579315639,0.5003780094417328,0.5044949610347143,0.5,8906768.007300826,21.95424,1,17.317187993435887,0.10300560467744509,0.04043994462890949
UGC05750,2.52,28.0,22.73033655712119,10.0,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2915521921248287,0.1932360320039792,0.3434354003523204,590802.2807618325,667044.4404568733,0.6081364199198575,405470.61804086564,0.3918635800801426,0.5,0.40848687773155024,0.5003572007420906,0.5042454457314162,0.5,8895204.40298961,39.462260751181795,1,22.73033655712119,0.1882022658171003,0.07374961366228357
UGC05750,3.35,36.0,26.325022317179524,11.0,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2777674128757264,0.1932360320039792,0.32767477500061615,562931.3276137431,648762.7429807755,0.6100451048251708,395163.7892445628,0.38995489517482923,0.5,0.4202903072127647,0.5003032281773936,0.5035982654134868,0.5,8865211.304307388,84.87368957455953,1,26.325022317179524,0.26874938007834653,0.10480013633675196
UGC05750,4.09,43.6,27.21512998315459,4.5,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2654773687259246,0.1932360320039792,0.3136231331207834,538082.5260118322,632463.3982430497,0.6117468238973779,385974.56839002774,0.3882531761026221,0.5,0.4308138467502331,0.5002551080594709,0.50302126127461,0.5,8838470.469337698,125.36098756166739,1,27.21512998315459,0.3757997710285645,0.1459054546804783
UGC05750,4.82,49.8,29.831568849123578,4.5,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2533534062538227,0.1932360320039792,0.29976137829338084,513569.51902616315,616384.3149206986,0.6134255467659065,376909.52619568905,0.3865744532340935,0.5,0.4411951762939519,0.5002076382134122,0.5024520544889614,0.5,8812090.997002732,165.30115990030086,1,29.831568849123578,0.40097251306980763,0.1550057300018613
UGC05750,6.6,61.5,38.68858875689316,4.5,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.2237908676232183,0.1932360320039792,0.26596148296081024,453798.07733508,577177.782984007,0.6175188710206749,354805.7246807263,0.38248112897932507,0.5,0.4665085551813758,0.5000918898216523,0.5010641256143659,0.5,8747768.448021585,262.6895253287495,1,38.68858875689316,0.37091725598547703,0.14186885082723857
UGC05750,7.86,68.1,42.880412777863974,12.2,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.202864576233015,0.1932360320039792,0.24203571435460852,411487.95568858285,549424.8446467983,0.6204163926841627,339159.21349597746,0.3795836073158373,0.5,0.48442701439382196,0.500009955566811,0.5000816591076297,0.5,8702236.756046167,331.62735703652777,1,42.880412777863974,0.37033167727071986,0.1405718339617443
UGC05750,9.43,73.4,47.473245096580456,12.2,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.1767897528341114,0.1932360320039792,0.21222344712307153,358768.20093858254,514843.8024329748,0.6240267966616831,319663.1638451395,0.37597320333831685,0.5,0.5067539834125049,0.4999078628841915,0.49885747465082353,0.5,8645502.822394256,417.5260838470134,2,47.473245096580456,0.3532255436433181,0.13280333914449674
UGC05750,11.43,77.6,45.69966848895077,11.0,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.1435734172941063,0.1932360320039792,0.1742460366370371,291609.2776901744,470791.51935804036,0.628626037397378,294827.43180585554,0.37137396260262195,0.5,0.5351959821624194,0.4997778085114276,0.4972980040052106,0.5,8573230.295449145,526.9512135418995,2,45.69966848895077,0.41108674627640757,0.15266691393808812
UGC05750,22.85,78.9,45.51346174485083,11.0,2.64,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC05750_structure_enriched.csv,2.10363077380725,0.1932360320039792,0.12857820052758073,210850.67248396366,417818.6489604317,0.6341566243820511,264962.46402861655,0.3658433756179489,0.5,0.5693974856591916,0.49962141812817906,0.4954227405538611,0.5,8486322.581797652,658.5349320000001,2,45.51346174485083,0.4231500412566435,0.1548066394862048
