galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
ESO563-G021,0.45,18.9,65.19,9.78,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.5723460994879292,0.027410817927966836,0.42765390051207075,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,2671672080.6021585,4.166312500000001,1,65.19,2.4492063492063494,1.047412648397024
ESO563-G021,1.34,58.3,120.17,10.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.5723460994879292,0.027410817927966836,0.42765390051207075,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,2671672080.6021585,4.166312500000001,1,120.17,1.0612349914236707,0.45384128344222674
ESO563-G021,2.23,74.1,137.48,5.69,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.10705888903762,0.008663310458691509,2.0032647362399478e-20,4.636661338935868e-13,0.047892032377770975,0.5723460994879292,0.027410817927966836,0.42765390051207075,0.30227060945009593,0.4933892781048106,0.49294598265833217,0.2388065281117719,0.5984095373694257,2671672080.6021585,4.166312500000001,1,137.48,0.8553306342780027,0.36578548197645133
ESO563-G021,3.12,119.0,146.18,4.27,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.107675716742279,0.009038168336431519,7.418338655164561e-14,6.16150176456763e-06,0.05159552308516359,0.5754407023261296,0.029839669961728498,0.42455929767387035,0.30998009997870185,0.4929925887067224,0.4935924964023872,0.24955224966845482,0.5998852195530321,2906035339.6868567,5.264188020000001,1,146.18,0.22840336134453787,0.09697077067878823
ESO563-G021,4.01,141.0,157.86,3.76,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1089093721515964,0.009787884091911541,2.2255011958964208e-13,1.8484504366370623e-05,0.059002504499948816,0.5816299080025304,0.034697374029251826,0.41837009199746955,0.3253990810359137,0.492199209910546,0.4948855238904973,0.27104369278182067,0.6028365839202448,3374761857.8562536,7.45993906,1,157.86,0.11957446808510648,0.050026381213314486
ESO563-G021,4.9,195.0,175.79,4.54,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.110143027560914,0.010537599847391563,3.709168526276387e-13,3.080750696817363e-05,0.06640948591473404,0.5878191136789312,0.03955507809677516,0.4121808863210688,0.34081806209312554,0.4914058311143696,0.49617855137860734,0.29253513589518654,0.6057879482874574,3843488376.02565,9.655690100000001,1,175.79,0.09851282051282055,0.040605101672962746
ESO563-G021,5.79,227.0,199.19,4.2,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.111376682970232,0.011287315602871583,5.192835856656352e-13,4.313050956997662e-05,0.07381646732951927,0.594008319355332,0.04441278216429849,0.405991680644668,0.3562370431503374,0.49061245231819317,0.49747157886671745,0.3140265790085524,0.6087393126546701,4312214894.195047,11.851441140000002,1,199.19,0.12251101321585904,0.04973845215298774
ESO563-G021,6.69,246.0,217.87,4.24,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1126241996762833,0.01204545513088509,6.69317360647879e-13,5.559197287517067e-05,0.08130667325458299,0.6002670666685462,0.04932506717640073,0.3997329333314537,0.3718292711857202,0.48981015915352044,0.49877913475357033,0.33575949901083246,0.6117238384192671,4786208002.456235,14.071863540000003,2,217.87,0.11434959349593495,0.045709298433389396
ESO563-G021,7.58,268.0,228.65,5.56,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.113857855085601,0.01279517088636511,8.176840936858754e-13,6.791497547697365e-05,0.0887136546693682,0.606456272344947,0.05418277124392405,0.39354372765505297,0.38724825224293197,0.489016780357344,0.5000721622416804,0.35725094212419833,0.6146752027864798,5254934520.625631,16.26761458,2,228.65,0.1468283582089552,0.05778337941502363
ESO563-G021,8.47,283.0,241.76,2.96,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1150915104949184,0.013544886641845132,9.66050826723872e-13,8.023797807877666e-05,0.09612063608415344,0.6126454780213478,0.05904047531144739,0.38735452197865217,0.40266723330014387,0.4882234015611676,0.5013651897297905,0.3787423852375642,0.6176265671536925,5723661038.795029,18.463365620000005,2,241.76,0.14572438162544174,0.056446998185157665
ESO563-G021,10.23,291.0,260.94,9.81,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.112864595492451,0.014831811635252417,2.5821703026814256e-10,0.031254585554384144,0.12671565693764397,0.619272917549862,0.07900232111459873,0.3807270824501379,0.4238679728716062,0.48963157690217796,0.5020526369376332,0.42452034140709216,0.6013976228272375,5977587145.349638,24.505433086138055,2,260.94,0.10329896907216496,0.039328715114952395
ESO563-G021,12.06,310.0,275.0400029086679,4.74,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1088573806824398,0.016098989656658423,6.188534181074595e-10,0.07496150289857646,0.1643089131166091,0.6241294922225866,0.1035122793287012,0.3758705077774133,0.44254379185886633,0.49217503725995465,0.502089664729995,0.4733073809739837,0.5765239432328884,5997634770.638495,31.404071149458083,2,275.0400029086679,0.1127741841655875,0.0423884898665029
ESO563-G021,13.44,310.0,277.98028779033956,20.4,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.105835546563415,0.017054566525259673,8.90808726969895e-10,0.10792081761714771,0.19265792597287792,0.6277918272216905,0.12199519863769649,0.37220817277830953,0.45662719634106247,0.49409305654614694,0.5021175873275138,0.5100976075326232,0.5577667422273136,6012752652.003864,36.60632280376498,3,277.98028779033956,0.1032893942247111,0.0384451566917582
ESO563-G021,15.18,310.0,282.2671334038024,16.1,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.1020254078916008,0.01825942431610473,1.2337088990138356e-09,0.1494782144362158,0.22840233348730382,0.6324095539596909,0.14529974907077753,0.3675904460403091,0.4743845324273098,0.4965114286896068,0.502152794080907,0.5564852844978643,0.5341163583507194,6031814328.508024,43.165683585282395,3,282.2671334038024,0.08946085998773418,0.03288495742604085
ESO563-G021,16.83,314.0,283.7363587910439,13.5,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.098412345357984,0.019401961876388832,1.5588728552623997e-09,0.1888860907301597,0.2622978923371904,0.6367884327629671,0.1673988917228371,0.36321156723703285,0.49122338561254436,0.49880471261874976,0.5021861797953315,0.600473598861455,0.5116892701918799,6049890056.227487,49.38576708499716,3,283.7363587910439,0.09638102295845884,0.03500670240065028
ESO563-G021,18.56,317.0,277.4176075882712,12.7,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0947618238946113,0.020098490692449664,1.752204009688785e-09,0.2096156254705436,0.28149607848339797,0.635323614215265,0.17877930260486524,0.3646763857847351,0.5012265004313124,0.5010675706596358,0.5020163625408203,0.6244923419547368,0.47980649256188457,5966976173.275147,55.21600000000002,3,277.4176075882712,0.12486559120419177,0.045535532509218865
ESO563-G021,20.3,319.0,274.1903712751416,10.4,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.091227124942303,0.020300539473850927,1.7999075277854752e-09,0.20999496936004858,0.28455889852017363,0.6278293277006874,0.17850344233162294,0.3721706722993125,0.5036795012939372,0.5032027119789073,0.5016419259537309,0.6266753428653148,0.43941947768565354,5782305830.596241,60.39250000000003,3,274.1903712751416,0.1404690555638194,0.05227846284643615
ESO563-G021,21.94,318.0,275.0623645648383,10.8,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0878955696079435,0.020490976256321083,1.8448694643823555e-09,0.21035251187659348,0.2874456944169047,0.6207657473076376,0.17824343609707272,0.3792342526923625,0.5059915250954917,0.5052151440269563,0.5012890087107271,0.6287328839534458,0.4013535556184013,5608248726.002329,65.27150000000003,3,275.0623645648383,0.13502401080239534,0.05120572983217188
ESO563-G021,23.68,317.0,274.2245512349323,9.3,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0843608706556354,0.020693025037722343,1.8925729824790457e-09,0.21073185576609846,0.2905085144536803,0.61327146079306,0.17796757582383044,0.3867285392069399,0.5084445259581165,0.507350285346228,0.5009145721236378,0.6309158848640237,0.3609665407421703,5423578383.323423,70.44800000000002,4,274.2245512349323,0.13493832418002435,0.052184500993173316
ESO563-G021,25.41,317.0,265.4585180400132,7.23,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0808464860651217,0.020893912619230494,1.9400023424257547e-09,0.2111090195183074,0.2935537320764515,0.6058202448906355,0.17769330095445734,0.39417975510936454,0.5108834291146344,0.5094731557383773,0.500542287470957,0.6330863397923571,0.3208116351468372,5239969364.453016,75.59475000000002,4,265.4585180400132,0.16259142574128332,0.06409024838158149
ESO563-G021,27.06,312.0,257.17034238029856,8.39,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.0774946163689676,0.021085510601593763,1.985238437172616e-09,0.21146874217214834,0.29645813038718705,0.5987135938854328,0.1774317093160379,0.4012864061145673,0.5132095506222958,0.5114978587135485,0.5001872182935446,0.6351564268627328,0.2825136037986872,5064850936.050606,80.50350000000002,4,257.17034238029856,0.17573608211442768,0.07052050081635317
ESO563-G021,28.8,312.0,247.63895028851982,8.37,0.35,data\derived\crossmatch\sparc_structure_test32\per_galaxy\ESO563-G021_structure_enriched.csv,2.073892769116589,0.021219245335156327,1.928059278496639e-09,0.2003283354778692,0.2863227055583218,0.5947464546275891,0.17031702769935392,0.40525354537241093,0.5148181411856295,0.5136182754046945,0.4996468558682689,0.624660860185404,0.26729321925397476,4842376318.51744,85.68000000000002,4,247.63895028851982,0.20628541574192363,0.0835978960880363
