galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC3769,1.74,87.5,126.78499674646051,9.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.269765139114363,0.14127171552114604,0.19598233249898994,6906804.727605959,7113663.4092095895,0.6205629627331217,4414476.041105302,0.3794370372668783,0.5363279915831025,0.3826142702114644,0.5092241832363118,0.5158448571499403,0.5342233742657606,249462365.65015715,65.340704,1,126.78499674646051,0.4489713913881201,0.1703563745658963
NGC3769,3.5,106.0,137.9797380052593,7.1,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.269765139114363,0.14127171552114604,0.19598233249898994,6906804.727605959,7113663.4092095895,0.6205629627331217,4414476.041105302,0.3794370372668783,0.5363279915831025,0.3826142702114644,0.5092241832363118,0.5158448571499403,0.5342233742657606,249462365.65015715,65.340704,1,137.9797380052593,0.30169564155904993,0.11447450038949598
NGC3769,5.24,116.0,127.15870477478134,5.3,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.2526412948087695,0.138951960141727,0.17801463057779085,6157142.708470113,6578513.602233917,0.6208600766459943,4083183.70601452,0.37913992335400565,0.5319245986639386,0.39684284351916566,0.5081061004197892,0.513924268404493,0.5300750864759715,234233138.59664795,80.78456533333333,1,127.15870477478134,0.09619573081708054,0.036471642008970476
NGC3769,6.98,125.0,115.2906943339314,5.7,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.218782784477255,0.13436517109605753,0.14248758359723807,4674856.443360599,5520376.483895656,0.6214475518828106,3428128.4070850196,0.3785524481171894,0.5232178899374099,0.42497661346848414,0.5058953457598466,0.510126740657813,0.5218727901643428,204120803.2863002,111.32129115151514,1,115.2906943339314,0.07767444532854881,0.02940385143526694
NGC3769,8.72,126.0,105.31830800008136,4.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.184924274145741,0.12977838205038805,0.1069605366166853,3192570.1782510835,4462239.365557395,0.6220350271196269,2773073.108155519,0.3779649728803731,0.5145111812108811,0.4531103834178026,0.5036845910999042,0.5063292129111332,0.5136704938527143,174008467.9759525,141.85801696969696,2,105.31830800008136,0.164140412697767,0.062039326633884756
NGC3769,10.47,123.0,97.0566401643906,4.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.1508711746743905,0.12516523214813427,0.07122931120520981,1701765.0265604798,3398020.9994125916,0.6226258786509076,2114253.1235999865,0.3773741213490924,0.5057544339284529,0.4814058417001631,0.5014611309534103,0.5025098602923459,0.5054210579071109,143723073.26726943,172.57024121212118,2,97.0566401643906,0.2109216246797512,0.07959636278704414
NGC3769,12.31,118.0,90.09078532236246,4.6,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.1239069719175214,0.1212815098592453,0.04606700135671136,690685.3475081314,2587557.2996945186,0.6222825913305103,1611936.0886385804,0.37771740866948966,0.4981072586290216,0.5027106403082149,0.4987200092689772,0.4978700664779027,0.4982343039390734,119034455.40529011,253.5458055818005,2,90.09078532236246,0.23651876845455538,0.08933725632235369
NGC3769,14.52,115.0,83.48831055902377,6.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.109217032492467,0.11855192354396568,0.040680397666605486,590089.5995054094,2231650.5658621127,0.6199394750751178,1389724.790944706,0.3800605249248822,0.49204500003501833,0.5113925462229323,0.49462032881164314,0.4910481054868374,0.4925789585845114,103702862.08927608,448.26040374959643,2,83.48831055902377,0.27401469079109764,0.10414216721919385
NGC3769,17.07,122.0,78.40565285743114,15.2,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0922671023866353,0.1154024008724892,0.034465085716483324,474017.5825791918,1820988.9499016441,0.6172358793958187,1133327.139759466,0.38276412060418125,0.4850500862727069,0.5214101299706831,0.48988992828395006,0.4831766120356082,0.4860535600984783,86012562.10925986,672.9310939432073,2,78.40565285743114,0.35733071428335134,0.13677337661753092
NGC3769,31.82,121.0,60.845069644137965,10.2,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,0.10299575176073184,0.009981631387472692,16784.872765914864,203304.2705593285,0.6065858328865799,123321.49028662885,0.39341416711342014,0.4574956122560722,0.5608715530083919,0.4712558603229003,0.4521691015581191,0.4603486080231048,16326654.93307838,1557.9574009999997,3,60.845069644137965,0.49714818475919037,0.19558513903898558
NGC3769,34.61,118.0,58.41294120312724,10.4,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,0.10299575176073184,0.009981631387472692,16784.872765914864,203304.2705593285,0.6065858328865799,123321.49028662885,0.39341416711342014,0.4574956122560722,0.5608715530083919,0.4712558603229003,0.4521691015581191,0.4603486080231048,16326654.93307838,1557.9574009999997,3,58.41294120312724,0.5049750745497692,0.1986643483670347
NGC3769,37.16,113.0,56.41123469664531,10.5,2.86,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC3769_structure_enriched.csv,2.0254976718324853,0.10299575176073184,0.009981631387472692,16784.872765914864,203304.2705593285,0.6065858328865799,123321.49028662885,0.39341416711342014,0.4574956122560722,0.5608715530083919,0.4712558603229003,0.4521691015581191,0.4603486080231048,16326654.93307838,1557.9574009999997,3,56.41123469664531,0.5007855336580062,0.19701612362651413
