galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4010,0.87,39.3,32.75,6.6,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.443643609199384,0.13180592909822142,0.652091112322403,3638815.007097171,3992561.4106442686,0.6100115055156423,2435508.396970767,0.38998849448435763,0.5743201541185028,0.2304788481806024,0.4893105990566933,0.5092336235444608,0.5908813821361357,42336675.24599494,57.120706999999996,1,32.75,0.1666666666666666,0.06499808241405958
NGC4010,1.74,54.6,63.957868945111045,5.6,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.443643609199384,0.13180592909822142,0.652091112322403,3638815.007097171,3992561.4106442686,0.6100115055156423,2435508.396970767,0.38998849448435763,0.5743201541185028,0.2304788481806024,0.4893105990566933,0.5092336235444608,0.5908813821361357,42336675.24599494,57.120706999999996,1,63.957868945111045,0.17138954111924987,0.06683994911146116
NGC4010,2.61,65.5,84.18683982666175,6.7,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.4275927439080536,0.127651790422667,0.5904272448556203,3355347.5731241065,3786531.518758424,0.6115974250372948,2313476.505456268,0.38840257496270514,0.5652697055510634,0.26330019188353765,0.49062871483017145,0.5081091851472127,0.5798141651138269,48395897.748596564,68.09375496561604,1,84.18683982666175,0.2852952645291871,0.11080941536780238
NGC4010,3.5,83.9,95.08020719371618,5.2,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.393980343650914,0.11895253531385892,0.46129585180753396,2761733.4172746297,3355080.6863386557,0.6149185270944023,2057927.367931787,0.38508147290559763,0.5463170014921901,0.3320319469320373,0.4933890043322788,0.5057544788565049,0.5566381106435803,61084622.51875055,91.07260835243552,1,95.08020719371618,0.13325634319089597,0.05131454890996402
NGC4010,4.37,94.3,99.52326813363797,6.3,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.3611232782310134,0.11044876908390047,0.335066287816708,2181458.9053768264,2933325.378242927,0.6181649976446086,1808120.9076550473,0.3818350023553914,0.5277902008953141,0.39921916815922237,0.4960872648568106,0.5034526873139029,0.5339828663861482,73488207.40642917,113.53508301146132,2,99.52326813363797,0.055389905977072884,0.021149804879220534
NGC4010,5.24,104.0,100.64390542899257,5.7,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.328266212811113,0.10194500285394201,0.2088367238258821,1601184.3934790236,2511570.0701471986,0.6214114681948149,1558314.4473783076,0.37858853180518515,0.509263400298438,0.46640638938640744,0.49878552538134246,0.501150895771301,0.5113276221287161,85891792.2941078,135.9975576704871,2,100.64390542899257,0.03227014010584069,0.01221710496381785
NGC4010,6.11,115.0,101.9057628399886,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.3039015437983874,0.09343513636126478,0.1299136285431798,1161204.753081898,2102296.011422255,0.6180432996588683,1306253.2822412294,0.38195670034113166,0.4867988689315874,0.5090202852906919,0.5001178478373043,0.49739481747168757,0.4821770163516593,91980631.05451424,158.62782371018653,2,101.9057628399886,0.1138629318261861,0.04349070973149727
NGC4010,6.98,127.0,103.40600466123811,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.2880292711928374,0.08491916960586879,0.09829700196860122,861519.9841854512,1705503.202068097,0.608060492036769,1051937.4122438128,0.39193950796323096,0.4603966067947623,0.5270608558720757,0.5000842322246962,0.49218445241506265,0.446531049054978,91754723.68764852,181.4258811305596,2,103.40600466123811,0.1857794908563928,0.07281432223591416
NGC4010,7.85,129.0,104.68091755425151,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.272156998587287,0.0764032028504728,0.06668037539402263,561835.2152890047,1308710.3927139393,0.5980776844146698,797621.5422463965,0.4019223155853302,0.4339943446579372,0.5451014264534595,0.500050616612088,0.4869740873584377,0.41088508175829663,91528816.32078281,204.22393855093262,3,104.68091755425151,0.18852001895929063,0.07577040255430845
NGC4010,8.72,127.0,103.32310196659797,5.1,9.94,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4010_structure_enriched.csv,2.256284725981737,0.06788723609507681,0.035063748819444004,262150.4463925576,911917.5833597805,0.5880948767925704,543305.6722489796,0.4119051232074295,0.407592082521112,0.5631419970348432,0.50001700099948,0.4817637223018128,0.37523911446161523,91302908.95391709,227.0219959713057,3,103.32310196659797,0.18643226797954351,0.07679240631195439
