galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC4088,1.74,84.9,137.12,11.3,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,0.036533128614173016,9.92986568666727e-05,4855.653719674732,10800.167336803195,0.6137387187207869,6628.480863259686,0.38626128127921316,0.4482153891180077,0.47427289678332146,0.5,0.48277705767331885,0.5326567627828631,1338497201.579239,32.213424,1,137.12,0.6150765606595995,0.23758026040518856
NGC4088,3.5,136.0,180.27,9.9,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1632603252983253,0.036533128614173016,9.92986568666727e-05,4855.653719674732,10800.167336803195,0.6137387187207869,6628.480863259686,0.38626128127921316,0.4482153891180077,0.47427289678332146,0.5,0.48277705767331885,0.5326567627828631,1338497201.579239,32.213424,1,180.27,0.32551470588235304,0.1257337273693439
NGC4088,5.24,162.0,241.53337243536348,8.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.158647821255216,0.03759894086811661,0.00011815110665040151,6574.390017604532,12436.909549803035,0.6150082397116545,7663.181714052314,0.38499176028834553,0.45475347485346723,0.47752108198141,0.5003142472091117,0.485348432381193,0.5285336707815834,1378043034.694459,38.674876648493544,1,241.53337243536348,0.4909467434281696,0.18901045096024174
NGC4088,6.98,179.0,266.0199325238618,6.5,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1495276428063406,0.03970634237023236,0.00015542754145004713,9972.800424874817,15673.195289143627,0.6175184289435973,9709.067487210465,0.38248157105640274,0.4676810534667623,0.4839436299867214,0.5009355996453098,0.49043274146267146,0.5203811934154167,1456235931.9904623,51.45093074892395,1,266.0199325238618,0.4861448744349823,0.18594145533490966
NGC4088,8.72,182.0,247.18580076533524,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1404074643574655,0.0418137438723481,0.00019270397624969273,13371.210832145103,18909.481028484217,0.6200286181755401,11754.953260368617,0.3799713818244599,0.4806086320800574,0.49036617799203286,0.5015569520815079,0.4955170505441499,0.51222871604925,1534428829.2864656,64.22698484935437,2,247.18580076533524,0.35816374046887495,0.13609197138537563
NGC4088,10.47,179.0,235.3753226232521,7.0,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1312348710899185,0.043933256877349565,0.00023019464343324435,16789.152333710044,22164.366111154355,0.6225532337823791,13812.596997740322,0.37744676621762085,0.49361050712216453,0.4968256371927771,0.5021818755087185,0.5006305797927633,0.504029385364887,1613071111.0496871,77.07646454806311,2,235.3753226232521,0.3149459364427491,0.118875325243696
NGC4088,12.19,174.0,225.54851761871547,6.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.1203908870665376,0.045976208478592046,0.00025940212985693103,18176.08057023123,23430.41882025848,0.6242874160084793,14626.09273592101,0.37571258399152074,0.5050886675751904,0.5039603807861862,0.5015996491484069,0.5027706283480122,0.4955441818977113,1560444289.2819932,91.52324663999998,2,225.54851761871547,0.2962558483834222,0.11130705031873576
NGC4088,13.94,171.0,206.5361714083032,7.2,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.107497233774879,0.04801386442960725,0.0002813453013262302,17580.376759261715,22751.803785183958,0.625291659582658,14223.81823321932,0.3747083404173421,0.5154435143851711,0.5120192951766815,0.4997899627787016,0.5020118490664752,0.48647711017793777,1374712544.619394,108.07128863999999,2,206.5361714083032,0.20781386788481407,0.07786958955082746
NGC4088,15.68,168.0,192.1140338444852,6.1,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.09467725850203,0.05003987663233094,0.0003031630832442763,16988.076970069174,22077.06655030986,0.626290164622127,13823.842441961637,0.373709835377873,0.5257391906419518,0.5200321586278026,0.497990617473966,0.5012574056665471,0.47746185029656296,1190042124.21201,124.5247704,3,192.1140338444852,0.1435359157409833,0.05364078344237511
NGC4088,17.42,165.0,181.09665319933444,5.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.0818572832291813,0.05206588883505463,0.00032498086516232237,16395.777180876634,21402.329315435763,0.6272886696615961,13423.866650703952,0.372711330338404,0.5360348668987326,0.5280450220789236,0.49619127216923037,0.5005029622666188,0.4684465904151881,1005371703.8046254,140.97825216,3,181.09665319933444,0.09755547393536025,0.036360030472241615
NGC4088,19.28,171.0,170.92076205072337,8.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,0.05341656363687042,0.00033952605310768637,16000.910654748272,20952.504492186366,0.6279543396879088,13157.216123198832,0.37204566031209124,0.5428986510699197,0.5333869310463376,0.49499170863274,0.5,0.46243641716093825,882258090.199703,151.94724,3,170.92076205072337,0.0004633798203311785,0.0001723984512304115
NGC4088,21.48,174.0,160.49922741247073,7.6,1.41,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC4088_structure_enriched.csv,2.073310633047282,0.05341656363687042,0.00033952605310768637,16000.910654748272,20952.504492186366,0.6279543396879088,13157.216123198832,0.37204566031209124,0.5428986510699197,0.5333869310463376,0.49499170863274,0.5,0.46243641716093825,882258090.199703,151.94724,3,160.49922741247073,0.07759064705476591,0.028867263517532802
