galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
IC4202,0.77,35.1,135.41353846643253,3.96,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6178050602437515,16187.225590550439,0.3821949397562485,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,491519152.1122285,51.010212,1,135.41353846643253,2.8579355688442316,1.092288512561661
IC4202,1.59,77.9,181.3490504524355,3.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6178050602437515,16187.225590550439,0.3821949397562485,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,491519152.1122285,51.010212,1,181.3490504524355,1.3279724063213798,0.5075443338319602
IC4202,2.36,115.0,186.30282982284513,6.7,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6178050602437515,16187.225590550439,0.3821949397562485,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,491519152.1122285,51.010212,1,186.30282982284513,0.620024607155175,0.2369702673790638
IC4202,3.13,156.0,188.001365154618,3.16,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.2084095623130016,0.0434347636560557,0.0012146536683018835,25931.663276641877,26201.18647808398,0.6178050602437515,16187.225590550439,0.3821949397562485,0.516207405831753,0.4586883536583009,0.4929637481316631,0.5285782145436242,0.4821104543283011,491519152.1122285,51.010212,1,188.001365154618,0.20513695611934607,0.07840230658581367
IC4202,3.95,192.0,196.11701252058683,3.14,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.201495630207594,0.04070121110463225,0.0010217642332655695,21814.354152179352,23322.928070954735,0.6143240948605703,14380.759747202035,0.38567590513942973,0.4964599711122649,0.46419913756120346,0.49408377650523627,0.5237148812424843,0.4806471394871799,551809073.3117437,60.83584435937501,1,196.11701252058683,0.021442773544723053,0.008269961095560881
IC4202,4.73,204.0,204.51862726900941,2.9,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.194878615431867,0.038085050380570536,0.0008371583935989133,17873.861983982093,20568.27585308871,0.6109926187883231,12651.87219160479,0.38900738121167683,0.47756058573655863,0.46947326203269296,0.49515570550080323,0.519060402745688,0.47924666638770197,609509856.7910342,70.23951704687501,1,204.51862726900941,0.0025422905343598736,0.000988969783050569
IC4202,5.5,209.0,206.54727788087646,3.36,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1883464341789054,0.03550243017861219,0.0006549192954664452,13983.888946146339,17848.939689297895,0.6077038539477716,10945.149861079306,0.3922961460522284,0.4589035001733614,0.47467976952377877,0.4962138918169398,0.5144655970501325,0.4778641480715507,666470886.6359749,79.522629828125,1,206.54727788087646,0.011735512531691557,0.004603796338130228
IC4202,6.27,220.0,207.24817610777666,3.25,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.181814252925944,0.032919809976653835,0.0004726801973339769,10093.915908310584,15129.603525507078,0.60441508910722,9238.427530553823,0.39558491089278,0.44024641461016417,0.4798862770148646,0.49727207813307645,0.5098707913545771,0.4764816297553994,723431916.4809155,88.805742609375,2,207.24817610777666,0.057962835873742465,0.022929223264207245
IC4202,7.08,231.0,213.0514801638327,3.49,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1749427375819197,0.030203027686282063,0.00028097413306475694,6001.866349028813,12269.003145415438,0.6009554793398865,7443.044299741299,0.3990445206601135,0.4206201297969307,0.4853632524275653,0.4983852351669344,0.5050372944540578,0.4750272923059416,783351960.8632559,98.57109501562502,2,213.0514801638327,0.07769922006998828,0.03100544802849314
IC4202,7.86,235.0,222.65660376463126,4.65,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1683257228061925,0.027586866962220354,9.636829339810084e-05,2061.37418083155,9514.350927549414,0.5976240032676394,5714.156744144055,0.4023759967323605,0.4017207444212244,0.4906373768990548,0.49945716416250135,0.5003828159572613,0.47362681920646366,841052744.3425465,107.97476770312502,2,222.65660376463126,0.05252509036327125,0.021134835588378573
IC4202,8.66,245.0,231.89626344553292,6.0,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1641657538318912,0.02541838927111135,2.625583905739261e-06,60.00757584636961,7856.193323162504,0.5964196660331494,4684.287909742145,0.4035803339668505,0.38323035030386876,0.4939038871221167,0.5002609344904054,0.49687792000388964,0.483097074312946,891560552.7982229,116.69954285714287,2,231.89626344553292,0.0534846389978248,0.02158534846883857
IC4202,9.45,246.0,238.70599762050387,5.57,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.1625876170126483,0.023772795731010328,2.1254087831901587e-06,48.57509434615124,7342.842606992441,0.5973613390450265,4383.224870697073,0.4026386609549734,0.36583171893753325,0.49506575182019336,0.5007699178173692,0.49463896187934914,0.5029533225791901,933084396.0577203,124.42917371428571,2,238.70599762050387,0.029650416176813556,0.011938403866189893
IC4202,10.24,239.0,242.98477832983693,6.95,3.44,data\derived\crossmatch\sparc_structure_test32\per_galaxy\IC4202_structure_enriched.csv,2.161009480193406,0.0221272021909093,1.6252336606410553e-06,37.142612845932845,6829.491890822375,0.5983030120569036,4082.1618316520003,0.4016969879430964,0.34843308757119773,0.49622761651827,0.501278901144333,0.49240000375480864,0.5228095708454342,974608239.3172177,132.1588045714286,2,242.98477832983693,0.016672712677141956,0.006697378463248603
