galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
NGC0100,0.23,6.81,9.708166665236027,8.19,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.721534707313037,5008158.904446152,0.2784652926869629,0.7593032695009988,0.5262268481962883,0.4841999506989164,0.5050428114512279,0.7304945495197217,18955537.805574536,8.502312,1,9.708166665236027,0.4255751343958924,0.11850790435984575
NGC0100,0.69,20.0,23.848224252551802,4.09,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.7361591671897876,0.27465116065773865,0.4232249963251689,2203377.2412100662,6940981.291248361,0.721534707313037,5008158.904446152,0.2784652926869629,0.7593032695009988,0.5262268481962883,0.4841999506989164,0.5050428114512279,0.7304945495197217,18955537.805574536,8.502312,1,23.848224252551802,0.1924112126275901,0.05357984464059533
NGC0100,1.15,33.0,34.888313229504234,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.7000406583909617,0.2661944708412126,0.477083329008376,3436792.226385327,7696213.890739719,0.7090653400140751,5394925.280939473,0.29093465998592494,0.7524591587802595,0.47718266659325,0.48656337156489016,0.5062770694265533,0.7136248735280515,25158177.6908916,10.76938941369863,1,34.888313229504234,0.05722161301527983,0.016647750526446615
NGC0100,1.59,42.7,41.9519844584258,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.6338233922597807,0.2506905395109148,0.5758236055942558,5698053.032539973,9080806.98980721,0.6862048332993114,6103996.971177229,0.31379516670068863,0.7399116224589041,0.3872683336543464,0.4908963098191754,0.5085398757146499,0.6826971342099895,36529684.14730623,14.925698005479454,1,41.9519844584258,0.017517928374103153,0.005497041254402422
NGC0100,2.05,49.9,46.864233696925,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.5645962503953648,0.23448188402923992,0.6790520765704027,8062098.420792555,10528336.138832316,0.6623052126429675,6845299.192789426,0.3376947873570325,0.726793743577487,0.2932669855818564,0.49542619981229175,0.5109055368340236,0.6503635885592882,48418077.2608306,19.27092971506849,2,46.864233696925,0.06083700006162326,0.020544337799249638
NGC0100,2.51,55.5,50.432261499956546,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.4953691085309484,0.21827322854756498,0.7822805475465497,10426143.80904514,11975865.287857419,0.6384055919866236,7586601.414401625,0.3615944080133764,0.71367586469607,0.19926563750936627,0.4999560898054081,0.5132711979533974,0.618030042908587,60306470.37435499,23.616161424657534,2,50.432261499956546,0.09131060360438656,0.03301740365567223
NGC0100,2.97,61.9,53.637107490989855,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.4448076825844187,0.19624719350798858,0.7512739557705065,10325610.16673454,11812927.85183306,0.6234633035675302,7386864.694572253,0.37653669643246984,0.6835583016202365,0.18889135801048937,0.5019234405345063,0.512778361530697,0.5803420199479667,65030873.80891938,29.646747854014603,2,53.637107490989855,0.13348776266575352,0.05026304116832441
NGC0100,3.42,67.9,56.00903944900323,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.412828338854914,0.16925123711878673,0.5952124647069007,7918856.609668239,10145116.79174209,0.6172355782086262,6310062.18816231,0.3827644217913738,0.6381730072635846,0.25707045732660494,0.5014478645781724,0.5096188765368433,0.538458123040336,62942545.48524208,37.124793,2,56.00903944900323,0.1751246031074635,0.0670314674498721
NGC0100,3.88,73.1,56.365657097207695,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.3801383430425314,0.14165537058760258,0.435682940508548,5458619.6402226845,8440243.263649097,0.6108694589528576,5209330.737165477,0.3891305410471424,0.5917791508101182,0.32676464773863423,0.5009617202672532,0.5063891807653484,0.4956434728680914,60807809.865483075,44.7690169270073,3,56.365657097207695,0.22892397951836252,0.08908131200864536
NGC0100,4.34,76.1,55.843868956224725,3.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.3474483472301486,0.11405950405641846,0.2761534163101953,2998382.670777131,6735369.735556104,0.604503339697089,4108599.286168646,0.3954966603029109,0.5453852943566518,0.3964588381506636,0.500475575956334,0.5031594849938537,0.4528288226958467,58673074.24572406,52.413240854014596,3,55.843868956224725,0.2661778060942874,0.10527243335704646
NGC0100,4.79,77.8,55.34125766550666,5.34,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.315469003500644,0.08706354766721658,0.12009192524658932,591629.1137108267,5067558.675465132,0.598275614338185,3031796.779758701,0.40172438566181495,0.5,0.4646379374667792,0.5,0.5,0.410944925788216,56584745.922046766,59.891286,3,55.34125766550666,0.28867278064901464,0.11596689546351327
NGC0100,5.24,79.0,54.778101463997444,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.309303324702418,0.07790035125483198,0.09574385671704742,467452.50996980374,4361710.958529249,0.5968766385385964,2606914.3578676777,0.4031233614614036,0.4653915088544392,0.4724003414374862,0.5002993049763105,0.4963013962868033,0.430493600615193,57858541.57815729,60.77289131707317,3,54.778101463997444,0.3066063105823108,0.12360016656722025
NGC0100,5.7,78.5,53.48360496451226,5.6,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.3030006308197875,0.06853352825550552,0.07085471999796016,340516.426145647,3640177.7367725694,0.5954465743879058,2172590.1043790765,0.4045534256120942,0.4300139401278659,0.48033524327420896,0.5006052611743168,0.49252060137998,0.450476690438325,59160643.80440361,61.674087863414634,3,53.48360496451226,0.31868019153487565,0.12892316316015223
NGC0100,6.16,79.8,52.07020261147444,7.15,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2966979369371567,0.05916670525617905,0.04596558327887289,213580.3423214903,2918644.5150158894,0.5940165102372151,1738265.8508904749,0.40598348976278475,0.3946363714012927,0.48827014511093164,0.500911217372323,0.4887398064731567,0.470459780261457,60462746.03064993,62.575284409756094,4,52.07020261147444,0.3474911953449318,0.14107568814797694
NGC0100,7.16,83.4,49.460630808755354,5.12,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.277168323053088,0.04813348592227049,0.009681647504125677,27298.917922644738,1667950.7314019718,0.5947848132244301,989352.5713928553,0.40521518677556984,0.3547058214004806,0.5104682161201914,0.5005931792500112,0.4804135440159737,0.49669020889142756,59483922.06919364,69.66101485714285,4,49.460630808755354,0.40694687279669844,0.16490105306804823
NGC0100,7.52,84.6,48.679001633147735,4.0,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.265679161390494,0.05129854807267716,0.010253936257756257,28832.54183368243,1460861.3436273145,0.5980274129443476,869125.2491727724,0.40197258705565236,0.3686183875970204,0.5222449592554067,0.4997265679026827,0.47733412506407713,0.49296669389428355,56217292.49716743,76.13373257142852,4,48.679001633147735,0.4245980894426981,0.17067679247216863
NGC0100,7.98,86.1,47.76544462265583,5.53,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2509985659327345,0.05534279415375236,0.010985194109617557,30792.172386675044,1196247.125915252,0.6021707348086867,715501.4485582216,0.3978292651913134,0.3863955555148213,0.5372930199281818,0.49861923118109625,0.473399311958876,0.48820886917571066,52043265.82180059,84.40442742857138,5,47.76544462265583,0.4452329312118951,0.1771266898630028
NGC0100,8.44,87.5,47.0189855271251,10.2,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2363179704749756,0.05938704023482755,0.011716451961478854,32751.80293966765,931632.9082031901,0.6063140566730256,561877.6479436713,0.39368594332697443,0.40417272343262206,0.5523410806009569,0.4975118944595098,0.4694644988536749,0.48345104445713777,47869239.14643377,92.6751222857142,5,47.0189855271251,0.46264016540428454,0.18213492993813324
NGC0100,8.9,89.0,46.33471376840478,7.77,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.6095566563929431,441650.3257235879,0.39044334360705696,0.4180852896291619,0.5641178237361723,0.4966452831121812,0.4663850799017784,0.47972752945999375,44602609.57440755,99.14783999999992,5,46.33471376840478,0.4793852385572496,0.1871727754181592
NGC0100,9.35,90.4,45.752136562132264,5.16,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.6095566563929431,441650.3257235879,0.39044334360705696,0.4180852896291619,0.5641178237361723,0.4966452831121812,0.4663850799017784,0.47972752945999375,44602609.57440755,99.14783999999992,5,45.752136562132264,0.4938922946666785,0.19283695891141978
NGC0100,9.62,91.2,45.579285865401616,13.7,6.87,data\derived\crossmatch\sparc_structure_test32\per_galaxy\NGC0100_structure_enriched.csv,2.2248288088123815,0.06255210238523423,0.012288740715109438,34285.42685070535,724543.5204285318,0.6095566563929431,441650.3257235879,0.39044334360705696,0.4180852896291619,0.5641178237361723,0.4966452831121812,0.4663850799017784,0.47972752945999375,44602609.57440755,99.14783999999992,5,45.579285865401616,0.500227128668842,0.19531035268042016
