galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC06917,1.74,59.2,56.25,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,0.6186999607215758,121221.77911877044,0.38130003927842415,0.5,0.47047199838403736,0.5000484607286599,0.5053676510265961,0.5,130620781.02445333,23.819250000000004,1,56.25,0.04983108108108113,0.019000593173502573
UGC06917,2.61,71.2,59.09,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.2103810495241056,0.07270884445441439,0.018624639235172172,176883.5263948763,195929.83160592447,0.6186999607215758,121221.77911877044,0.38130003927842415,0.5,0.47047199838403736,0.5000484607286599,0.5053676510265961,0.5,130620781.02445333,23.819250000000004,1,59.09,0.17008426966292134,0.06485313870311399
UGC06917,3.5,84.5,62.05093391722642,4.4,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.210229572764826,0.07270884445441439,0.018600112115669427,176649.60679132937,195764.87729936957,0.6187168136014796,121121.68949924906,0.38128318639852044,0.5,0.4705885333972041,0.5000482587893831,0.5053450404485278,0.5,130618816.78181803,23.916463187500003,1,62.05093391722642,0.26566942109791214,0.10129528340486225
UGC06917,4.37,93.5,65.39440725322005,4.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.197051094707463,0.07270884445441439,0.016466252718930666,156298.6012827456,181413.85262909383,0.6201830141531006,112413.89260088844,0.3798169858468993,0.5,0.4807270795427072,0.5000306900722931,0.5033779201565878,0.5,130447927.67254691,32.374010500000004,1,65.39440725322005,0.3005945748318711,0.11417092537457149
UGC06917,5.24,97.5,66.8194320538569,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1838726166501004,0.07270884445441439,0.014332393322191902,135947.59577416183,167062.82795881806,0.6216492147047218,103706.09570252785,0.3783507852952782,0.5,0.4908656256882104,0.5000131213552031,0.5014107998646478,0.5,130277038.56327578,40.83155781250001,1,66.8194320538569,0.31467249175531387,0.11905658436644496
UGC06917,6.11,100.0,67.61448143704128,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.170694138592738,0.07270884445441439,0.012198533925453139,115596.59026557807,152711.80328854232,0.6231154152563428,94998.29880416722,0.3768845847436571,0.5,0.5010041718337136,0.49999555263811324,0.49944367957270763,0.5,130106149.45400466,49.289105125000006,2,67.61448143704128,0.3238551856295872,0.12205602715308696
UGC06917,6.98,101.0,68.84792662092302,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1575156605353754,0.07270884445441439,0.010064674528714377,95245.58475699431,138360.77861826654,0.624581615807964,86290.50190580662,0.375418384192036,0.5,0.5111427179792167,0.4999779839210233,0.4974765592807676,0.5,129935260.34473354,57.7466524375,2,68.84792662092302,0.318337360188881,0.11950969739006786
UGC06917,7.85,103.0,68.72155193241782,3.5,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1443371824780124,0.07270884445441439,0.007930815131975617,74894.57924841056,124009.7539479908,0.6260478163595851,77582.70500744603,0.3739521836404149,0.5,0.5212812641247199,0.49996041520393336,0.49550943898882754,0.5,129764371.23546241,66.20419975,2,68.72155193241782,0.33280046667555513,0.12445146122987297
UGC06917,8.72,105.0,68.44422912123417,4.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,0.6267893430753475,73178.76174850501,0.3732106569246525,0.5,0.5264088047040548,0.4999515298757499,0.4945145735538234,0.5,129677944.5595092,70.48158000000001,2,68.44422912123417,0.34815019884538884,0.12993336441953596
UGC06917,9.6,110.0,68.9585382675706,4.9,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,0.6267893430753475,73178.76174850501,0.3732106569246525,0.5,0.5264088047040548,0.4999515298757499,0.4945145735538234,0.5,129677944.5595092,70.48158000000001,2,68.9585382675706,0.37310419756754,0.13924646267552693
UGC06917,10.47,111.0,70.57971167410646,6.0,1.95,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC06917_structure_enriched.csv,2.1376722050696912,0.07270884445441439,0.006851621873854858,64602.116692345175,116751.76445957547,0.6267893430753475,73178.76174850501,0.3732106569246525,0.5,0.5264088047040548,0.4999515298757499,0.4945145735538234,0.5,129677944.5595092,70.48158000000001,2,70.57971167410646,0.36414674167471656,0.1359034446773927
