galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
NGC3917,0.87,24.3,3.9,0.0,35.64,0.0,678.7241379310345
NGC3917,1.74,49.6,3.9,0.0,47.54,0.0,1413.8850574712646
NGC3917,2.61,73.6,5.2,0.0,60.47,0.0,2075.463601532567
NGC3917,3.5,101.0,4.4,7.38,73.72,0.0,2914.5714285714284
NGC3917,4.37,107.0,3.5,13.36,85.03,0.0,2619.9084668192218
NGC3917,5.24,115.0,3.5,14.01,96.27,0.0,2523.854961832061
NGC3917,6.11,123.0,3.9,12.18,104.34,0.0,2476.1047463175123
NGC3917,6.98,130.0,3.9,18.32,107.5,0.0,2421.203438395415
NGC3917,7.85,134.0,3.5,21.34,109.28,0.0,2287.3885350318474
NGC3917,8.72,136.0,3.9,21.77,108.62,0.0,2121.1009174311926
NGC3917,9.6,137.0,4.0,27.37,107.75,0.0,1955.1041666666667
NGC3917,10.47,136.0,3.5,29.53,106.05,0.0,1766.5711556829035
NGC3917,11.35,137.0,3.5,32.11,103.37,0.0,1653.6563876651983
NGC3917,12.19,137.0,3.5,32.87,100.58,0.0,1539.704675963905
NGC3917,13.12,137.0,5.0,30.82,96.92,0.0,1430.564024390244
NGC3917,13.94,138.0,5.0,32.01,93.04,0.0,1366.1406025824965
NGC3917,14.86,137.0,7.5,31.79,88.38,0.0,1263.0551816958277
