galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC08699,0.22,152.0,39.4,0.62,26.39,158.03,105018.18181818182
UGC08699,0.43,167.0,32.9,1.83,47.21,231.8,64858.139534883725
UGC08699,0.65,179.0,20.9,2.76,65.47,250.59,49293.84615384615
UGC08699,0.87,188.0,15.7,3.59,80.81,244.02,40625.28735632184
UGC08699,1.08,195.0,10.6,4.38,93.2,231.39,35208.33333333333
UGC08699,1.31,199.0,8.88,5.12,104.66,217.32,30229.77099236641
UGC08699,1.52,202.0,4.4,5.84,113.51,203.82,26844.736842105263
UGC08699,1.73,202.0,2.3,6.53,120.8,191.4,23586.127167630057
UGC08699,1.96,202.0,3.38,7.2,127.95,179.83,20818.367346938776
UGC08699,2.17,200.0,4.47,7.85,133.72,170.88,18433.179723502304
UGC08699,2.39,196.0,2.88,8.49,138.13,162.54,16073.640167364016
UGC08699,2.6,193.0,3.32,9.1,140.07,156.06,14326.538461538461
UGC08699,2.83,189.0,2.21,9.69,139.86,149.58,12622.261484098939
UGC08699,3.04,184.0,14.0,10.26,138.24,144.32,11136.842105263158
UGC08699,5.87,170.0,5.45,16.97,124.36,103.86,4923.3390119250425
UGC08699,6.08,172.0,6.66,17.59,125.28,102.05,4865.789473684211
UGC08699,6.3,174.0,3.96,18.32,126.27,100.25,4805.714285714286
UGC08699,6.52,176.0,5.18,18.94,127.31,98.55,4750.920245398774
UGC08699,6.74,178.0,3.04,19.56,128.27,96.92,4700.890207715133
UGC08699,6.95,180.0,2.75,20.18,129.11,95.45,4661.8705035971225
UGC08699,7.16,182.0,2.34,20.9,130.08,94.04,4626.256983240223
UGC08699,7.39,183.0,3.39,21.52,131.37,92.56,4531.664411366712
UGC08699,7.6,184.0,7.58,22.25,132.89,91.28,4454.736842105263
UGC08699,7.82,185.0,6.08,22.97,134.56,89.98,4376.598465473146
UGC08699,8.03,186.0,6.73,23.7,136.18,88.8,4308.3437110834375
UGC08699,8.26,187.0,6.83,24.42,137.94,87.55,4233.535108958838
UGC08699,8.47,187.0,6.11,25.15,139.4,86.46,4128.571428571428
UGC08699,8.68,188.0,4.78,25.77,140.55,85.41,4071.889400921659
UGC08699,8.91,188.0,4.14,26.49,141.3,84.3,3966.7789001122333
UGC08699,9.53,187.0,5.93,28.25,140.15,81.51,3669.3599160545646
UGC08699,9.78,187.0,7.63,28.97,138.99,80.46,3575.5623721881393
UGC08699,9.99,186.0,7.89,29.6,137.71,79.61,3463.063063063063
UGC08699,10.21,186.0,9.86,30.11,136.12,78.75,3388.442703232125
UGC08699,11.46,182.0,2.51,33.53,126.5,74.33,2890.4013961605583
UGC08699,13.39,177.0,3.62,37.77,114.46,68.77,2339.731142643764
UGC08699,15.21,175.0,6.71,39.12,106.58,64.52,2013.4779750164364
UGC08699,17.13,177.0,6.13,39.12,99.72,60.8,1828.8966725043783
UGC08699,19.06,180.0,3.95,39.01,94.0,57.64,1699.8950682056663
UGC08699,20.99,181.0,4.46,38.7,89.28,54.92,1560.7908527870416
UGC08699,22.92,182.0,7.09,37.05,85.64,52.56,1445.2006980802792
UGC08699,25.7,183.0,7.49,34.05,80.57,49.64,1303.0739299610896
