galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
UGC05253,0.13,232.0,33.4,-2.47,8.23,149.99,414030.7692307692
UGC05253,0.25,233.0,16.9,-2.73,15.54,220.78,217156.0
UGC05253,0.38,234.0,14.6,-2.63,23.07,253.99,144094.73684210525
UGC05253,0.51,235.0,10.6,-2.41,30.21,269.15,108284.3137254902
UGC05253,0.63,236.0,9.12,-2.13,36.51,276.27,88406.3492063492
UGC05253,0.76,237.0,10.3,-1.79,43.02,278.6,73906.57894736843
UGC05253,0.89,238.0,9.95,-1.58,49.25,279.31,63644.94382022472
UGC05253,1.01,239.0,3.51,-1.03,54.76,280.44,56555.44554455445
UGC05253,1.14,240.0,3.18,0.66,60.48,280.12,50526.31578947369
UGC05253,1.27,240.0,5.19,1.42,65.96,277.94,45354.330708661415
UGC05253,1.39,241.0,3.54,1.91,70.82,277.61,41784.89208633094
UGC05253,1.52,242.0,2.6,2.31,75.88,276.52,38528.94736842105
UGC05253,1.65,242.0,1.75,2.69,80.73,274.47,35493.333333333336
UGC05253,1.77,243.0,1.94,3.02,85.03,272.42,33361.016949152545
UGC05253,1.9,244.0,3.09,3.34,89.52,270.29,31334.736842105263
UGC05253,2.03,244.0,1.6,3.66,93.85,268.35,29328.078817733993
UGC05253,2.16,244.0,3.0,3.96,97.99,266.67,27562.96296296296
UGC05253,2.28,245.0,2.19,4.26,101.66,265.58,26326.754385964916
UGC05253,2.41,245.0,3.01,4.56,105.49,264.78,24906.639004149376
UGC05253,2.54,246.0,2.64,4.87,109.17,264.37,23825.1968503937
UGC05253,2.66,246.0,2.38,5.17,112.45,264.0,22750.375939849622
UGC05253,2.79,246.0,3.72,5.46,115.87,263.68,21690.322580645163
UGC05253,2.92,247.0,3.54,5.76,119.17,263.16,20893.49315068493
UGC05253,3.04,247.0,3.74,6.05,122.1,262.58,20068.75
UGC05253,3.17,247.0,5.11,6.34,125.13,261.72,19245.741324921135
UGC05253,3.3,247.0,3.63,6.65,128.05,260.64,18487.57575757576
UGC05253,3.42,247.0,3.84,6.94,130.65,259.42,17838.88888888889
UGC05253,3.55,248.0,5.12,7.23,133.35,257.92,17325.070422535213
UGC05253,3.68,248.0,2.77,7.53,135.94,256.73,16713.043478260868
UGC05253,3.8,248.0,3.24,7.83,138.27,255.39,16185.263157894738
UGC05253,3.93,248.0,6.79,8.14,140.68,253.66,15649.872773536896
UGC05253,4.06,248.0,8.39,8.44,143.0,251.85,15148.768472906406
UGC05253,4.18,248.0,2.73,8.74,145.04,249.97,14713.875598086126
UGC05253,4.31,248.0,13.7,9.04,147.17,247.82,14270.069605568448
UGC05253,4.44,248.0,4.89,9.34,149.24,245.63,13852.25225225225
UGC05253,4.56,248.0,5.71,9.66,151.08,243.5,13487.719298245614
UGC05253,4.69,248.0,15.1,9.96,152.98,241.12,13113.859275053304
UGC05253,4.82,248.0,10.5,10.27,154.8,238.76,12760.165975103733
UGC05253,4.94,248.0,1.58,10.63,156.43,236.51,12450.202429149796
UGC05253,4.99,248.0,4.77,10.73,157.09,235.57,12325.450901803606
UGC05253,5.07,248.0,4.36,10.94,158.13,234.04,12130.966469428007
UGC05253,5.2,248.0,8.45,11.25,159.77,231.52,11827.692307692307
UGC05253,5.45,247.0,8.25,11.88,162.71,226.76,11194.311926605504
UGC05253,5.58,247.0,2.34,12.19,164.01,224.24,10933.512544802867
UGC05253,5.7,247.0,2.34,12.5,165.02,222.01,10703.333333333332
UGC05253,5.83,247.0,6.13,12.81,165.84,219.54,10464.665523156089
UGC05253,6.47,247.0,6.89,14.58,169.31,208.79,9429.52086553323
UGC05253,6.59,246.0,5.95,14.9,170.15,206.9,9183.00455235205
UGC05253,6.66,246.0,2.29,15.11,170.65,205.85,9086.486486486487
UGC05253,6.72,246.0,4.73,15.31,171.08,204.88,9005.357142857143
UGC05253,6.85,246.0,3.02,15.63,172.07,202.98,8834.452554744526
UGC05253,6.97,246.0,5.81,16.04,173.03,201.26,8682.35294117647
UGC05253,7.1,246.0,6.32,16.36,174.15,199.41,8523.38028169014
UGC05253,7.23,246.0,8.92,16.67,175.27,197.66,8370.1244813278
UGC05253,8.32,246.0,2.13,19.69,182.58,184.24,7273.557692307692
UGC05253,10.0,245.0,2.18,23.65,183.56,168.07,6002.5
UGC05253,11.61,245.0,0.94,26.98,182.9,155.97,5170.111972437554
UGC05253,13.35,246.0,2.02,29.27,173.27,145.45,4533.033707865168
UGC05253,14.98,245.0,1.33,30.52,164.53,137.31,4007.0093457943926
UGC05253,16.61,245.0,1.36,32.19,157.52,130.4,3613.7868753762796
UGC05253,18.34,245.0,1.59,34.17,152.73,124.1,3272.9007633587785
UGC05253,19.97,245.0,2.03,36.46,150.07,118.93,3005.7586379569357
UGC05253,21.6,245.0,2.36,38.96,146.26,114.35,2778.935185185185
UGC05253,23.33,244.0,4.61,41.25,143.04,110.03,2551.9074153450497
UGC05253,26.7,243.0,10.6,44.17,136.92,102.85,2211.5730337078653
UGC05253,29.95,239.0,17.0,44.8,130.32,97.11,1907.212020033389
UGC05253,33.32,231.0,18.3,44.07,123.68,92.07,1601.4705882352941
UGC05253,36.68,219.0,12.1,44.17,117.57,87.75,1307.5517993456924
UGC05253,39.94,210.0,7.5,43.75,111.91,84.09,1104.1562343515272
UGC05253,43.3,210.0,3.56,43.34,107.39,80.76,1018.4757505773673
UGC05253,46.67,212.0,2.64,44.9,104.0,77.79,963.0169273623312
UGC05253,49.92,213.0,6.5,46.88,101.06,75.22,908.8341346153845
UGC05253,53.29,218.0,6.53,47.82,96.26,72.8,891.7995871645712
