galaxy,r_kpc,v_obs_kmps,v_err_kmps,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc
D564-8,0.51,8.54,1.53,3.47,6.36,0.0,143.00313725490193
D564-8,1.02,15.1,1.41,5.33,8.66,0.0,223.5392156862745
D564-8,1.53,19.8,1.8,6.34,9.09,0.0,256.2352941176471
D564-8,2.04,21.9,1.82,6.86,8.75,0.0,235.10294117647055
D564-8,2.56,24.0,1.89,7.05,8.17,0.0,225.0
D564-8,3.07,25.0,2.05,7.04,7.65,0.0,203.5830618892508
