galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
NGC6503,0.76,77.0,10.0,0.15980254484804346,6602.1578947368425,16116670816.368067,16116677418.52596,70.83530193342865,110673.70880403227,110673.7314726477,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,1.52,100.0,5.0,0.0,10019.021907894738,0.0,10019.021907894738,123.40548326553404,0.0,123.40548326553404,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,2.28,110.0,2.0,0.0,8965.19649122807,0.0,8965.19649122807,142.97079422035816,0.0,142.97079422035816,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,3.04,118.0,2.0,0.0,5994.405526315788,0.0,5994.405526315788,134.99256572122775,0.0,134.99256572122775,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,3.79,121.0,2.0,0.0,3972.270026385224,0.0,3972.270026385224,122.69842460276334,0.0,122.69842460276334,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,4.55,121.0,2.0,0.1401308674325278,2781.8438021978022,2360628523.259632,2360631305.103434,112.50506344160692,103638.1193424086,103638.18040770797,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,5.31,117.0,2.0,0.20972198571150533,2064.865423728814,3027294533.424478,3027296598.2899017,104.7111999740238,126786.96294368745,126787.00618328116,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,6.07,116.0,2.0,0.30116658113885775,1599.6478583196047,3802973721.187545,3802975320.835403,98.53863455518349,151934.3624319673,151934.39438609974,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,6.83,116.0,2.0,0.37748237493613607,1298.6750366032209,4236246389.7105803,4236247688.385617,94.18041463064388,170098.6855966949,170098.71166964716,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
NGC6503,7.59,116.0,2.0,0.44709322814831676,1073.3096179183137,4515039485.098071,4515040558.407689,90.25752046228614,185119.28503506695,185119.3070382297,,64800598992.71817,76648778228.70102,True,2.8125537545371984,1.2464868886454041,formula,76648778228.70102
