galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
ESO563-G021,0.45,18.9,9.78,0.0,9443.858,0.0,9443.858,65.19,0.0,65.19,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,1.34,58.3,10.5,0.0,10776.737985074627,0.0,10776.737985074627,120.17000000000002,0.0,120.17000000000002,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,2.23,74.1,5.69,0.0,8475.672825112106,0.0,8475.672825112106,137.48,0.0,137.48,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,3.12,119.0,4.27,0.0,6848.907820512821,0.0,6848.907820512821,146.18,0.0,146.18,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,4.01,141.0,3.76,0.0,6214.408877805488,0.0,6214.408877805488,157.86,0.0,157.86,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,4.9,195.0,4.54,0.20032305086345853,6306.555938775509,2711734463.8680997,2711740770.4240384,175.79,115271.41394532163,115271.54798595267,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,5.79,227.0,4.2,0.2504018434179105,6852.617633851468,2868608447.269123,2868615299.886757,199.19,128876.85172166576,128877.00565401232,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,6.69,246.0,4.24,0.2333021013713094,7095.267100149476,2313155600.4290905,2313162695.696191,217.87,124398.59712581415,124398.78791293554,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,7.58,268.0,5.56,0.30180706472209873,6897.206134564644,2641024991.413489,2641031888.6196237,228.65,141488.40742235474,141488.59217525893,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,8.47,283.0,2.96,0.2994577623583739,6900.578229043683,2345116809.626456,2345123710.2046847,241.76,140936.65022816486,140936.857583223,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,10.23,291.0,9.81,0.21026270229955557,6655.8830498533725,1363323506.460373,1363330162.343423,260.94,118096.56841369107,118096.8566930264,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,12.06,310.0,4.74,0.23000967072332437,6272.554162520732,1265059940.0128064,1265066212.566969,275.0400029086679,123517.70268489633,123518.00890379364,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,13.44,310.0,20.4,0.2102427946400262,5749.4821726190485,1037610043.8233807,1037615793.3055533,277.98028779033956,118090.97759349033,118091.30476892291,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,15.18,310.0,16.1,0.18158599487845947,5248.664993412384,793456081.4911295,793461330.1561229,282.2671334038024,109748.18138372657,109748.54437198675,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,16.83,314.0,13.5,0.1959031784832063,4783.500968508616,772093117.8521103,772097901.3530787,283.7363587910439,113992.66280533592,113993.01592541674,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,18.56,317.0,12.7,0.2553489019635219,4146.580226293105,912574518.0037415,912578664.5839678,277.4176075882712,130143.70155389557,130143.99722875596,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,20.3,319.0,10.4,0.28829513988475275,3703.4659950738915,942005846.1862588,942009549.6522539,274.1903712751416,138284.9184747963,138285.1903059064,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,21.94,318.0,10.8,0.276765294026331,3448.4641932543295,836733815.8853518,836737264.349545,275.0623645648383,135491.47545334583,135491.75465624843,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,23.68,317.0,9.3,0.27658413887631844,3175.637858952702,774743405.2069278,774746580.8447868,274.2245512349323,135447.1256073751,135447.4032028837,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,25.41,317.0,7.23,0.3355237799493147,2773.247729240457,875852463.234195,875855236.4819242,265.4585180400132,149182.47581663504,149182.71199775694,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
ESO563-G021,27.06,312.0,8.39,0.3638981389439947,2444.071877309682,891998978.8132839,892001422.8851613,257.17034238029856,155362.4548167525,155362.6676627061,,104023321729.63348,66330353974.14416,True,4.7900600140423295,0.6376488740336812,formula,109759045743.74974
