galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
NGC5033,0.76,206.0,16.0,0.0,113163.5680263158,0.0,113163.5680263158,293.26491726764726,0.0,293.26491726764726,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,2.28,214.0,10.0,0.0,40969.900789473686,0.0,40969.900789473686,305.63274333748996,0.0,305.63274333748996,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,3.8,222.0,8.0,0.0,22370.52994736842,0.0,22370.52994736842,291.5613379719609,0.0,291.5613379719609,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,5.33,224.0,8.0,0.0,13184.5017260788,0.0,13184.5017260788,265.0912940856414,0.0,265.0912940856414,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,6.85,225.0,8.0,0.0,8590.29700729927,0.0,8590.29700729927,242.5768630764278,0.0,242.5768630764278,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,8.0,222.0,6.0,0.0,6365.8347,0.0,6365.8347,225.66939890024966,0.0,225.66939890024966,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,10.28,220.0,3.0,0.11813395508502299,4171.895038910507,649753136.4011477,649757308.2961867,207.09196266393346,81727.97710823263,81728.23948479985,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,12.56,218.0,2.0,0.2199237732690243,3007.9099840764334,990032140.322324,990035148.2323081,194.36910608427462,111511.45090280366,111511.62029940104,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,14.91,219.0,2.0,0.348662041392658,2217.163266264252,1322189731.8749359,1322191949.038202,181.81832773403235,140406.01448034658,140406.13220283363,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,17.15,217.0,2.0,0.42682526678736576,1730.8360699708455,1407190035.1100016,1407191765.9460716,172.28998403853893,155348.99131354707,155349.08685272382,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,19.39,218.0,2.0,0.5041903515766253,1411.7361990716863,1470223893.4651556,1470225305.2013547,165.44958416387755,168842.06020506078,168842.14126767722,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,21.64,220.0,2.0,0.5488101617542688,1222.0175970425137,1433942189.2553337,1433943411.2729306,162.6175291904289,176154.7869786269,176154.8620389066,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,24.01,222.0,2.0,0.6153104386399325,1035.6595626822154,1449001642.6066442,1449002678.2662067,157.69015853882573,186522.19556660147,186522.26222403487,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,26.25,218.0,3.0,0.6518958951594598,873.9022095238097,1404157078.4724476,1404157952.3746572,151.45934437993586,191987.29986616757,191987.35960951896,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,28.5,217.0,3.0,0.7155858108993789,737.8750631578948,1419657612.1941884,1419658350.0692515,145.01530712307581,201147.31404504104,201147.3663187606,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,30.87,207.0,3.0,0.7117617647072878,622.8024263038549,1303661319.2080286,1303661942.010455,138.6575309891244,200609.13469718132,200609.18261600775,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,33.12,199.0,3.0,0.7086865795694468,538.5177687198068,1209847511.2323637,1209848049.7501323,133.5503968545208,200175.2971073501,200175.34165756876,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,35.36,191.0,3.0,0.7036599347927026,467.5351951357466,1125167870.7559795,1125168338.2911747,128.57699833173893,199464.12186137997,199464.16330252393,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,37.73,193.0,3.0,0.7788938729391636,407.77256824807847,1167234827.26103,1167235235.0335982,124.0373290586346,209856.54631809477,209856.58297470122,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,39.98,192.0,3.0,0.8208591121265701,361.4874762381191,1160894059.1642613,1160894420.6517377,120.21759147479207,215435.70847328714,215435.74201523868,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,42.22,194.0,4.0,0.8836267284584295,323.0727759355755,1183361321.6385725,1183361644.7113483,116.79097824746567,223520.72610740268,223520.75661940913,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
NGC5033,44.59,196.0,5.0,0.9457558611938007,288.71946400538235,1199246125.6100595,1199246414.3295236,113.46365453307062,231245.29128384983,231245.31912009258,,88499852731.78258,56541425684.05906,True,4.071141353148959,0.6388872290603663,formula,95030357792.58553
