galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_response,beta_mode,beta_ceiling_theory
NGC4559,0.67,43.8,10.9,0.0,5207.733134328358,0.0,5207.733134328358,59.06929151428854,0.0,59.06929151428854,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,1.32,64.2,7.71,0.0,4425.93606060606,0.0,4425.93606060606,76.4345183801141,0.0,76.4345183801141,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,1.97,73.3,8.62,0.0,3997.638223350253,0.0,3997.638223350253,88.74315353873784,0.0,88.74315353873784,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,2.62,84.2,8.4,0.0,3570.5631297709924,0.0,3570.5631297709924,96.72060483681851,0.0,96.72060483681851,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,3.28,96.2,5.67,0.0,3458.994207317074,0.0,3458.994207317074,106.51526181726261,0.0,106.51526181726261,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,3.93,102.0,4.79,0.0,3370.7361323155214,0.0,3370.7361323155214,115.09558201772994,0.0,115.09558201772994,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,4.58,104.0,5.67,0.0,3019.5490174672486,0.0,3019.5490174672486,117.59904123758832,0.0,117.59904123758832,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,5.22,106.0,5.37,0.0,2617.753601532567,0.0,2617.753601532567,116.8959956542567,0.0,116.8959956542567,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,5.9,106.0,5.24,0.0,2290.6351186440675,0.0,2290.6351186440675,116.25294490893552,0.0,116.25294490893552,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,6.54,108.0,5.22,0.0,1988.935290519878,0.0,1988.935290519878,114.05102717643538,0.0,114.05102717643538,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,7.19,111.0,4.68,0.0,1741.3830598052848,0.0,1741.3830598052848,111.89523761090102,0.0,111.89523761090102,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,7.87,114.0,4.61,0.030362836726236093,1601.502986022872,301176627.5769485,301178229.07993454,112.26677380240336,48685.31666766259,48685.446109274635,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,8.51,116.0,4.47,0.058474255881550766,1489.8488014101058,536400035.4961642,536401525.34496564,112.59934857715652,67563.0394673919,67563.13329535315,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,9.16,117.0,5.22,0.10067884633999431,1347.1501528384279,858018023.7976002,858019370.947753,111.08508180669446,88653.51148141858,88653.58107759335,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,9.84,118.0,5.22,0.17107175567933963,1181.951758130081,1357178178.5122845,1357179360.4640427,107.84435682964593,115562.24849214764,115562.2988130912,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,10.48,120.0,4.5,0.25403729937354436,1044.98106870229,1892299430.5160117,1892300475.4970803,104.6489445718398,140823.64159404417,140823.68047743037,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,11.13,121.0,3.62,0.3107025751755497,936.0958939802337,2179231373.327983,2179232309.423877,102.07226508704507,155739.67119889669,155739.70464813316,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,11.78,122.0,3.17,0.3687200762196257,838.3083955857387,2443459519.805994,2443460358.1143894,99.37440767119068,169658.3423923345,169658.3714957429,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,12.43,122.0,2.74,0.4101053361779345,754.8500160901046,2575597208.5951967,2575597963.445213,96.86478049322159,178926.4466277646,178926.47284743527,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,13.08,122.0,3.18,0.44275003807696434,688.4951987767585,2642436242.742092,2642436931.237291,94.89740354719933,185911.44681021274,185911.47103012164,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,13.73,123.0,3.56,0.48036782115336824,635.4380844865259,2731222138.8911324,2731222774.329217,93.40537939540742,193648.3409868911,193648.36351371562,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,14.38,124.0,4.31,0.5196061040852699,586.0215924895688,2820778679.467574,2820779265.4891667,91.79864105747971,201402.0789633109,201402.0998841229,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,15.03,124.0,4.76,0.5474042928710487,540.5606520292748,2843170291.255152,2843170831.8158045,90.13671061226941,206719.25279848737,206719.27244984085,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,15.68,123.0,5.23,0.5516691242422718,506.9610331632653,2746542185.0205894,2746542691.9816227,89.15800020188878,207522.96610525507,207522.9852577103,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,16.33,123.0,5.66,0.5627390180027465,479.6869136558482,2690137619.430027,2690138099.1169405,88.50586025795128,209594.72160646683,209594.74029321354,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,16.98,123.0,5.62,0.5745028292126575,454.1522379269729,2641241667.67602,2641242121.828258,87.81517522615324,211774.13325790953,211774.15146481834,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,17.72,121.0,5.67,0.5638589055769443,427.1636681715575,2484050271.06462,2484050698.228288,87.00195515044474,209803.17157580116,209803.18961494666,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,18.28,122.0,6.32,0.5831510115684276,410.25245623632384,2490339149.898076,2490339560.1505322,86.59916223613251,213362.1326762011,213362.15025058156,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,19.02,122.0,6.35,0.5956142499062469,387.75136172450055,2444602328.602861,2444602716.354223,85.8780000931554,215630.0913370544,215630.10843817086,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,19.67,121.0,5.86,0.5964837201117367,368.38560244026434,2367270516.4255943,2367270884.811197,85.12429030541165,215787.42099133454,215787.43778134132,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,20.32,120.0,5.94,0.6000645635841125,349.0451624015748,2305302552.1408625,2305302901.1860247,84.21756170775784,216434.16518540302,216434.18157051815,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
NGC4559,20.97,119.0,6.13,0.6068215856619241,329.59525512637106,2259000071.3687267,2259000400.9639816,83.1361082803375,217649.331486688,217649.34736455034,,121635209276.23677,78064512891.26344,True,3.861338735757882,0.6417920711919595,formula,148108636866.70782
