galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
NGC2841,1,3.44,6.51,4.975,3.07,0.35,33.587630997508214,67233879354.83422,120698253955.32573,53464374600.49151,1591787601.9436412,282.98789495077904,305.2,9.407,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9408909251462103,0.5,0.07817410433689503,1.1315348219296144,0.07817410433689503,16096.914309281037,2898.1627255038593,0.4145574457133595,170.92680765441753,13682.37716288888,170.91791648134233,16267.83222576238,284.48631834091395
NGC2841,2,6.86,9.93,8.395,3.0699999999999994,0.35,56.67701753247867,128991340278.68521,186325475631.20358,57334135352.51837,1011594079.0226504,287.1012252081233,320.4,12.484,10,63.64,-0.8664388732793312,2.696746394352234,2.564415803702775,0.13233059064945918,0.0,0.13233059064945918,1.608317759788054,0.9100391034037145,0.5,0.13191389063482087,1.165262882334375,0.13191389063482087,9818.596011436039,1767.9197822607605,0.4145574457133595,181.18972890476837,8345.806609720632,181.16126719632854,9999.757278632367,289.73774754787945
NGC2841,3,10.27,22.51,16.39,12.240000000000002,0.35,441.172348379141,191496755906.7732,231285786374.04645,39789030467.273254,90189311.75867529,255.45435211970735,313.3,7.552,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,-0.7467463943522339,1.3611621980550086,0.026758138873171855,0.4742080978405003,0.5,0.25754242614707734,1.1203270755309858,0.25754242614707734,3981.5086038376708,716.8424911869887,0.9997709068861277,5.533166680462895,3384.28231326202,5.533161750242074,3987.041765587913,255.6317948495177
NGC2841,4,24.59,43.08,33.835,18.49,0.35,1375.7863767609883,234369905650.8972,241755483203.32205,7385577552.424866,5368258.966055994,173.643980848759,284.1,3.818,10,63.64,-3.0,1.9500000000000002,2.564415803702775,-0.6144158037027747,0.0,0.6144158037027747,0.32246459002873784,0.050947591036740576,0.5,0.5316624764299183,1.018574266108204,0.5316624764299183,891.1550786169406,160.44961925751127,0.9672698510263884,27.10173430632244,757.4818168243995,27.090175759141804,918.2452543760825,176.26351914623388
NGC2841,5,45.16,63.64,54.4,18.480000000000004,0.35,2210.7965556359636,241749915468.12183,260390707539.56726,18640792071.445435,8431708.482594037,139.79052367963587,284.1,5.090000000000001,10,63.64,0.9507808740966728,3.3327733059338356,2.564415803702775,0.7683575022310607,1.3827733059338354,2.151130808164896,0.0019224683967481004,0.07776054256258015,0.5,0.8548082966687618,1.0359470827038455,0.8548082966687618,359.2167373276992,64.71128004671897,0.9999988173175837,0.11016534191407622,305.3342267285443,0.1101653371336931,359.3269026648329,139.81195766087717
