galaxy,segment_index,r_left_kpc,r_right_kpc,r_mid_kpc,dr_kpc,h_i_kpc,volume_kpc3,m_enc_inner_msun,m_enc_outer_msun,m_shell_msun,mu_shell_msun_per_kpc3,v_bar_internal_segment_kms,v_obs_segment_kms,v_err_segment_kms,n_points,r_max_gal_kpc,alpha_i,d_i,d_gal_mean,sigma0_i,sigma1_i,delta_d_eff_i,beta_i,density_ratio_i,thickness_visibility_i,radial_visibility_i,omega_i,a_i,g_bar_internal_km2s2_per_kpc,g_scale_i,delta_mag_i,g_trans_raw_km2s2_per_kpc,g_cap_i,g_trans_km2s2_per_kpc,g_desc_km2s2_per_kpc,v_desc_segment_kms
UGC12506,1,0.82,9.02,4.92,8.2,0.35,88.72108981149862,216438848.5227545,52025987614.24909,51809548765.72634,583959787.6424148,109.39646172839652,181.83333333333334,17.9,6,49.99,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.8537925740565883,0.5,0.09841968393678735,1.1339255259214889,0.09841968393678735,2432.4361460757164,438.27348097242776,0.16182462482913224,16.807126497422516,2067.570724164359,16.806756305511968,2449.2429023812283,109.77374494712132
UGC12506,2,10.65,18.85,14.75,8.200000000000001,0.35,265.98294201617983,70905867646.61433,144397957684.53656,73492090037.92223,276303771.5157376,177.94576202553347,240.0,11.6,6,49.99,-0.6815809195679635,2.761446678151213,2.8104246247380207,-0.048977946586807874,0.0,0.048977946586807874,2.1234261866114426,0.7342572475497555,0.5,0.29505901180236044,1.1994218257849336,0.29505901180236044,2146.758930362562,386.71581044313916,0.16182462482913224,47.027786376506825,1824.7450908081776,47.01737705126272,2193.7763074138247,179.88385290057002
UGC12506,3,20.49,30.32,25.405,9.830000000000002,0.35,549.1874823487715,151816568133.72052,181113975879.5232,29297407745.802673,53346823.60294007,168.50919584502986,248.71428571428572,12.07142857142857,7,49.99,-3.0,1.9500000000000002,2.8104246247380207,-0.8604246247380205,-0.8114466781512126,1.6718713028892331,0.009498573865270012,0.3478834601821988,0.5,0.5082016403280656,1.124000037547124,0.5082016403280656,1117.7071082203752,201.31874951749876,0.9999711290870191,1.0922762183551484,950.0510419873189,1.0922757370925933,1118.7993839574679,168.59151327821775
UGC12506,4,31.96,38.52,35.24,6.560000000000002,0.35,508.37905771661997,186204197655.8449,195814392440.66956,9610194784.824646,18903600.844591733,152.28746127646687,242.2,16.8,5,49.99,-3.0,1.9500000000000002,2.8104246247380207,-0.8604246247380205,0.0,0.8604246247380205,0.14201943698303207,0.15898257672868074,0.5,0.7049409881976395,1.066741492979232,0.7049409881976395,658.1007622596877,118.53639809527469,0.9935665150949762,12.57790791246241,559.3856479207345,12.575788607190386,670.6765508668781,153.7356225880937
UGC12506,5,40.16,49.99,45.075,9.830000000000005,0.35,974.3997546495134,201410438237.48932,236817900805.87598,35407462568.38666,36337717.04008951,144.06925810466495,230.28571428571428,14.628571428571425,7,49.99,2.654944215495516,3.9292304754234304,2.8104246247380207,1.1188058506854097,1.9792304754234302,3.09803632610884,8.186025090767271e-05,0.2665272518051961,0.5,0.9016803360672134,1.1265429413441173,0.9016803360672134,460.47589863180406,82.99416714677497,0.9999999978556477,0.006901142434314167,391.40451383703345,0.006901142433599028,460.48279977423766,144.07033768206335
