biz_name,AName,NED,RA_match_deg,DE_match_deg,nearest_sparc_name,nearest_sep_deg
PGC2188543,PGC2188543,NED,112.381897,41.885689,UGC04278,8.887959926552261
NED,,NED,112.523514,26.114031,F561-1,9.659531584005888
PGC2152531,PGC2152531,NED,112.914078,39.595013,UGC04278,9.901296609547396
NED,,NED,113.009949,83.715286,UGC05253,13.028765638783018
SDSSJ073229.77+381106.7,SDSSJ073229.77+381106.7,NED,113.124092,38.185219,UGC04278,10.780121269847633
PGC2197825,PGC2197825,NED,113.495804,42.38459,UGC04278,7.923653424640665
NED,,NED,113.582474,65.472786,NGC2403,0.29198940501997905
PGC1620901,PGC1620901,NED,113.70945,20.234261,D631-7,7.878258803949122
PGC1612917,PGC1612917,NED,113.798721,19.999689,D631-7,7.650251827819717
UGC03908,UGC03908,NED,113.910683,66.415131,NGC2403,0.821895962895673
PGC90785,PGC090785,NED,113.926315,41.913605,UGC04278,7.886365783646325
IC02201,IC2201,NED,114.07003,33.122711,F561-1,12.858842001321712
PGC90786,PGC090786,NED,114.080139,23.664156,F561-1,7.717346511036231
PGC1782580,PGC1782580,NED,114.199654,26.61557,F561-1,8.474074833319603
PGC21439,PGC021439,NED,114.396645,66.332886,NGC2403,0.7341098116657624
UGC03942,UGC03942,NED,114.446198,27.036489,F561-1,8.481422832872203
PGC90789,PGC090789,NED,114.452911,32.212975,F561-1,11.940579562116145
PGC2034510,PGC2034510,NED,114.471062,33.554173,F561-1,13.014384863230415
SDSSJ073753.15+291401.2,SDSSJ073753.15+291401.2,NED,114.471481,29.233681,F561-1,9.753007078373306
PGC2253270,PGC2253270,NED,114.539162,44.842503,UGC04278,6.3610941813688235
PGC1653184,PGC1653184,NED,114.805672,21.589617,F561-1,7.090294419170217
NED,,NED,114.87075,33.33152,F561-1,12.643464749094464
2MASXJ07400328+2837178,2MASXJ07400328+2837178,NED,115.013313,28.621567,F561-1,8.99341577043613
PGC2048734,PGC2048734,NED,115.028717,34.409454,UGC04278,13.036228523103668
SDSSJ074009.47+310944.8,SDSSJ074009.47+310944.8,NED,115.039444,31.16247,F561-1,10.807809235841376
NED,,NED,115.060532,31.082485,F561-1,10.734364644240783
PGC2309597,PGC2309597,NED,115.10482,48.053589,UGC04278,6.177599771206297
UGC03951,UGC03951,NED,115.260048,66.898697,NGC2403,1.3628290276638166
PGC2254949,PGC2254949,NED,115.316292,44.916039,UGC04278,5.80661825059281
PGC2105102,PGC2105102,NED,115.442902,37.615234,UGC04278,10.098887339050998
PGC1902895,PGC1902895,NED,115.545753,30.416325,F561-1,9.954839380526765
PGC2259244,PGC2259244,NED,115.757133,45.120777,UGC04278,5.463702587069282
PGC1819865,PGC1819865,NED,115.803787,27.857592,F561-1,7.967782495179043
UGC03986,UGC03986,NED,115.8871,31.535257,F561-1,10.674088024447673
PGC2331317,PGC2331317,NED,115.920815,49.017731,UGC04325,5.868707475436308
NED,,NED,115.923164,17.147587,D631-7,4.2239738959947335
PGC2250592,PGC2250592,NED,115.964127,44.723919,UGC04278,5.3984368424584925
SDSSJ074435.10+181939.5,SDSSJ074435.10+181939.5,NED,116.146271,18.32765,D631-7,4.933757052803344
PGC1561073,PGC1561073,NED,116.164978,18.490416,D631-7,5.0530929493848875
SDSSJ074452.08+133946.3,SDSSJ074452.08+133946.3,NED,116.217018,13.662868,D631-7,3.0365895399047163
2MASXJ07445440+4756160,2MASXJ07445440+4756160,NED,116.227043,47.937706,UGC04278,5.432221441967211
PGC2385713,PGC2385713,NED,116.238373,50.957027,UGC04325,5.548490978873425
NED,,NED,116.25106,22.604368,F561-1,5.664208171052956
PGC90794,PGC090794,NED,116.269707,12.222691,D631-7,3.627680150423275
PGC2175570,PGC2175570,NED,116.320679,41.091156,UGC04278,6.98000798853578
PGC90793,PGC090793,NED,116.331093,33.942295,F561-1,12.56323319549207
PGC1677335,PGC1677335,NED,116.336891,22.858931,F561-1,5.58764072907131
PGC2045032,PGC2045032,NED,116.36586,34.173363,F561-1,12.757603994976334
PGC2177145,PGC2177145,NED,116.400284,41.193817,UGC04278,6.865562970268272
SDSSJ074558.36+442155.7,SDSSJ074558.36+442155.7,NED,116.493172,44.365494,UGC04278,5.132749186301121
PGC2212139,PGC2212139,NED,116.532639,43.062843,UGC04278,5.647319852090768
SDSSJ074646.19+461901.7,SDSSJ074646.19+461901.7,NED,116.69249,46.317139,UGC04278,4.756562986324519
UGC04011,UGC04011,NED,116.757278,52.227558,UGC04325,5.530691480011705
NED,,NED,116.8312,65.593079,NGC2403,1.0811694071189206
SDSSJ074722.16+310224.9,SDSSJ074722.16+310224.9,NED,116.842308,31.040237,F561-1,9.814501081229995
PGC90795,PGC090795,NED,117.065971,28.715334,F561-1,7.801105178096316
2MASXJ07482177+1851040,2MASXJ07482177+1851040,NED,117.090584,18.851095,D631-7,4.913085984650302
PGC1849241,PGC1849241,NED,117.115723,28.892555,F561-1,7.912480373402496
UGC04032,UGC04032,NED,117.145996,30.154161,F561-1,8.925520711530643
PGC1860349,PGC1860349,NED,117.192284,29.247915,F561-1,8.15571561156548
PGC1442348,PGC1442348,NED,117.22451,13.853063,D631-7,2.042047000954866
SDSSJ074936.67+280455.9,SDSSJ074936.67+280455.9,NED,117.402786,28.08218,F561-1,7.124663074082094
IC02207,IC2207,NED,117.462051,33.962292,F561-1,12.194862131599367
PGC90797,PGC090797,NED,117.52153,30.482136,F561-1,9.03646806710249
2MASXJ07501819+3017430,2MASXJ07501819+3017430,NED,117.57563,30.295403,F561-1,8.851474473442094
PGC1585809,PGC1585809,NED,117.663231,19.255165,D631-7,5.091510896178605
PGC1794675,PGC1794675,NED,117.676506,26.993475,F561-1,6.158457588991541
PGC2219161,PGC2219161,NED,117.681793,43.370995,UGC04278,4.771419811362569
PGC1900121,PGC1900121,NED,117.684601,30.346361,F561-1,8.848861839004332
PGC2206546,PGC2206546,NED,117.76416,42.803627,UGC04278,5.045248140232216
PGC2367559,PGC2367559,NED,117.76442,50.255329,UGC04325,4.53763392255877
PGC2208853,PGC2208853,NED,117.766243,42.915363,UGC04278,4.976662291262775
NED,,NED,117.809273,10.735017,D631-7,3.923698648385773
PGC2195265,PGC2195265,NED,117.934052,42.253456,UGC04278,5.305810832066575
2MASXJ07514451+1945037,2MASXJ07514451+1945037,NED,117.935501,19.750969,F561-1,5.010717458237916
PGC2244794,PGC2244794,NED,117.972878,44.457523,UGC04278,4.10342327865277
UGC04061,UGC04061,NED,117.982063,27.302944,F561-1,6.199326101893745
PGC2356646,PGC2356646,NED,117.996147,49.893944,UGC04325,4.40066725732229
PGC90799,PGC090799,NED,117.998421,17.757563,D631-7,3.570990097339348
SDSSJ075203.14+455841.4,SDSSJ075203.14+455841.4,NED,118.013084,45.978188,UGC04278,3.8245166376243125
PGC1405252,PGC1405252,NED,118.029266,12.188923,D631-7,2.5089499092808927
PGC1956684,PGC1956684,NED,118.051399,31.633656,F561-1,9.857671084509205
PGC1718966,PGC1718966,NED,118.082703,24.87892,F561-1,4.57123301735326
UGC04062,UGC04062,NED,118.159828,50.401733,UGC04325,4.2891678746424144
PGC90800,PGC090800,NED,118.181282,24.122164,F561-1,4.1644720215761915
PGC2137576,PGC2137576,NED,118.199692,38.831089,UGC04278,7.939878668241991
PGC2156222,PGC2156222,NED,118.220276,39.82164,UGC04278,7.070352429317021
PGC1633098,PGC1633098,NED,118.226669,20.662914,F561-1,4.306509823692097
UGC04068,UGC04068,NED,118.238426,40.173927,UGC04278,6.764656290962577
SDSSJ075303.60+361847.9,SDSSJ075303.60+361847.9,NED,118.265015,36.313351,UGC04278,10.215272229791157
PGC2412854,PGC2412854,NED,118.282867,52.352135,UGC04325,4.726061514360083
PGC2683698,PGC2683698,NED,118.295326,66.104233,NGC2403,1.7428853374115616
PGC1419942,PGC1419942,NED,118.304375,12.969979,D631-7,1.6991002139389342
PGC213431,PGC213431,NED,118.365028,14.671131,D631-7,0.9035215970704816
2MASXJ07533994+2934141,2MASXJ07533994+2934141,NED,118.416237,29.5709,F561-1,7.864328474980674
PGC90801,PGC090801,NED,118.439308,39.782681,UGC04278,7.0175845712120735
PGC1794589,PGC1794589,NED,118.459648,26.991106,F561-1,5.686497536389038
PGC2410202,PGC2410202,NED,118.475166,52.244427,UGC04325,4.572434033281373
PGC2303465,PGC2303465,NED,118.485077,47.736305,UGC04278,3.9696120734825193
PGC2140027,PGC2140027,NED,118.508125,38.937,UGC04278,7.735656031036805
SDSSJ075412.99+214729.1,SDSSJ075412.99+214729.1,NED,118.554382,21.792149,F561-1,3.6299276074555222
SDSSJ075413.83+280800.7,SDSSJ075413.83+280800.7,NED,118.557587,28.133867,F561-1,6.559512886662896
PGC90803,PGC090803,NED,118.584938,32.774624,F561-1,10.7529599581413
PGC213433,PGC213433,NED,118.622261,16.15099,D631-7,1.857331149524548
PGC2434293,PGC2434293,NED,118.703201,53.195297,UGC04325,4.962466787037893
PGC92891,PGC092891,NED,118.764465,18.95647,D631-7,4.583960363425316
2MASXJ07550376+1350341,2MASXJ07550376+1350341,NED,118.765709,13.842862,D631-7,0.7287584443457265
PGC90804,PGC090804,NED,118.778099,42.957863,UGC04278,4.372597088295042
2MASXJ07551103+4618006,2MASXJ07551103+4618006,NED,118.797066,46.300056,UGC04278,3.3093677061274853
IC00480,IC0480,NED,118.846619,26.742733,F561-1,5.2762459507700346
PGC2234838,PGC2234838,NED,118.863808,44.029343,UGC04278,3.7008713580564074
PGC3087167,PGC3087167,NED,118.872398,52.010521,UGC04325,4.2502726830113176
PGC1410060,PGC1410060,NED,118.894676,12.466821,D631-7,1.9611884773847572
PGC90807,PGC090807,NED,118.918579,28.742649,F561-1,6.92708113573074
2MASXJ07554461+2640172,2MASXJ07554461+2640172,NED,118.935982,26.671633,F561-1,5.171007932357785
PGC1657432,PGC1657432,NED,119.005325,21.796143,F561-1,3.2220274557549935
SDSSJ075653.94+153434.3,SDSSJ075653.94+153434.3,NED,119.22477,15.576217,D631-7,1.1799902895019256
PGC2415258,PGC2415258,NED,119.236298,52.449089,UGC04325,4.26948857949877
NED,,NED,119.366646,35.720509,UGC04278,10.49474817931566
PGC2130869,PGC2130869,NED,119.36702,38.578548,UGC04278,7.787068771829607
PGC2281901,PGC2281901,NED,119.370354,46.478672,UGC04278,2.9527403888740444
SDSSJ075735.27+322056.6,SDSSJ075735.27+322056.6,NED,119.397041,32.349068,F561-1,10.140981215842325
PGC22311,PGC022311,NED,119.432533,46.493652,UGC04278,2.914483920297548
PGC93041,PGC093041,NED,119.441452,32.576206,F561-1,10.34969366845313
PGC1304688,PGC1304688,NED,119.479973,6.640343,D631-7,7.759396283076834
NED,,NED,119.500229,17.902885,D631-7,3.514260348268141
PGC1807297,PGC1807297,NED,119.527847,27.411179,F561-1,5.499388542863408
PGC1375005,PGC1375005,NED,119.555054,10.129247,D631-7,4.2774282696622015
PGC1480773,PGC1480773,NED,119.678207,15.295483,D631-7,0.9879035388397496
PGC22379,PGC022379,NED,119.807587,22.817808,F561-1,2.392684971957919
NED,,NED,119.864166,7.442222,D631-7,6.9800497340960765
PGC22405,PGC022405,NED,119.936127,45.366085,UGC04278,2.5203581419660175
PGC1867152,PGC1867152,NED,119.974838,29.465265,F561-1,7.237079806611779
UGC04136,UGC04136,NED,119.976822,47.413128,UGC04278,2.939225784725038
PGC2086724,PGC2086724,NED,120.042328,36.773663,UGC04278,9.334125071676075
PGC1463499,PGC1463499,NED,120.071609,14.649723,D631-7,0.8307222019155261
PGC1467057,PGC1467057,NED,120.08847,14.781837,D631-7,0.8945089532948701
2MASXJ08002385+3903424,2MASXJ08002385+3903424,NED,120.099533,39.061729,UGC04278,7.13376280521878
SDSSJ080029.34+105923.0,SDSSJ080029.34+105923.0,NED,120.122292,10.989742,D631-7,3.5104567016573927
PGC90815,PGC090815,NED,120.195908,8.6389,D631-7,5.831061752093245
PGC22470,PGC022470,NED,120.208946,22.90143,F561-1,2.0367091404108097
NED,,NED,120.221832,66.45015,NGC2403,2.582769200067261
PGC90814,PGC090814,NED,120.232658,29.922611,F561-1,7.611640500187362
PGC165497,PGC165497,NED,120.249611,16.670626,D631-7,2.4679559487446787
PGC22492,PGC022492,NED,120.315193,32.848911,F561-1,10.450711079368022
PGC1281265,PGC1281265,NED,120.352463,5.304556,D631-7,9.156023333704434
SDSSJ080127.30+260522.1,SDSSJ080127.30+260522.1,NED,120.363762,26.089483,F561-1,3.9817625643705745
PGC1371275,PGC1371275,NED,120.400963,9.875236,D631-7,4.6581640052673645
PGC2498193,PGC2498193,NED,120.401535,55.327538,UGC04325,5.956191404637708
NED,,NED,120.425056,13.348957,D631-7,1.5457568987955552
PGC1765634,PGC1765634,NED,120.675087,26.171206,F561-1,3.933449884856102
PGC22598,PGC022598,NED,120.757233,16.331686,D631-7,2.4175832765370147
PGC1714187,PGC1714187,NED,120.763077,24.705812,F561-1,2.610867785713735
PGC2161995,PGC2161995,NED,120.783272,40.188141,UGC04278,5.896994840735797
PGC2045203,PGC2045203,NED,120.886734,34.185455,NGC2683,10.230948710639739
PGC1311511,PGC1311511,NED,120.919556,6.987351,D631-7,7.587495652840455
PGC1317452,PGC1317452,NED,120.933235,7.258363,D631-7,7.325948073954772
PGC22620,PGC022620,NED,120.940231,15.239733,D631-7,1.835036207968326
PGC2081591,PGC2081591,NED,120.989609,36.493809,UGC04278,9.437683660760829
2MASXJ08040355+3419569,2MASXJ08040355+3419569,NED,121.014938,34.332554,NGC2683,10.128316348096137
PGC90816,PGC090816,NED,121.067528,43.639172,UGC04278,2.720334117289429
UGC04078,UGC04078,NED,121.102631,84.641258,UGC05253,13.137431814631407
PGC22666,PGC022666,NED,121.104012,29.506668,F561-1,7.041852486975031
PGC90817,PGC090817,NED,121.146286,35.99778,UGC04278,9.903713143543747
SDSSJ080448.45+164416.7,SDSSJ080448.45+164416.7,NED,121.201881,16.737988,D631-7,3.0002598209167943
PGC1524336,PGC1524336,NED,121.232101,17.087757,D631-7,3.29628001709242
PGC2219943,PGC2219943,NED,121.279518,43.403042,UGC04278,2.8216544770801386
PGC2427646,PGC2427646,NED,121.337891,52.939396,UGC04325,3.6500559739363316
2MASXJ08052771+2447426,2MASXJ08052771+2447426,NED,121.365593,24.795309,F561-1,2.423207883457395
2MASXJ08052900+2810417,2MASXJ08052900+2810417,NED,121.37085,28.17824,F561-1,5.693049774569498
PGC1678169,PGC1678169,NED,121.447273,22.909683,F561-1,0.9338050355632272
PGC1344399,PGC1344399,NED,121.448006,8.319342,D631-7,6.446208915570284
UGC04217,UGC04217,NED,121.458565,6.084773,D631-7,8.589656490373862
NGC02522,NGC2522,NED,121.556007,17.706583,D631-7,3.980869814998822
PGC90819,PGC090819,NED,121.5709,54.494568,UGC04325,4.908789389904645
PGC1357743,PGC1357743,NED,121.57299,9.001118,D631-7,5.853370480490748
UGC04206,UGC04206,NED,121.65963,67.048569,NGC2403,3.3182199242340227
PGC1024506,PGC1024506,NED,121.668251,-7.09282,ESO563-G021,16.260970229658927
PGC1023417,PGC1023417,NED,121.751862,-7.169473,ESO563-G021,16.150105785326037
PGC22811,PGC022811,NED,121.894028,5.758718,D631-7,9.019609675179362
PGC92893,PGC092893,NED,121.907516,23.858091,F561-1,1.3710311767669898
PGC1144368,PGC1144368,NED,121.945564,-0.396862,D631-7,15.031287005189723
PGC2495598,PGC2495598,NED,122.001938,55.249004,UGC04325,5.513282177790936
SDSSJ080802.73+054710.6,SDSSJ080802.73+054710.6,NED,122.01136,5.786273,D631-7,9.027186823615036
2MASXJ08082479+4622025,2MASXJ08082479+4622025,NED,122.103363,46.367493,UGC04278,1.1507739223400673
PGC1773705,PGC1773705,NED,122.115486,26.372559,F561-1,3.8210415010224024
NED,,NED,122.184364,13.769568,D631-7,2.9103245419115233
PGC2297357,PGC2297357,NED,122.202347,47.392776,UGC04278,1.874740460391216
UGC04247,UGC04247,NED,122.264297,16.676071,D631-7,3.6884688833633454
PGC1287430,PGC1287430,NED,122.287727,5.686198,D631-7,9.207267447194644
NED,,NED,122.351494,6.87562,D631-7,8.112696747034736
PGC1214424,PGC1214424,NED,122.373352,2.051239,D631-7,12.723895034737103
PGC2258641,PGC2258641,NED,122.403549,45.090065,UGC04278,1.0063051168498682
PGC1614960,PGC1614960,NED,122.441086,20.060705,F561-1,2.499269422325351
PGC92894,PGC092894,NED,122.472969,29.284712,F561-1,6.7257233011217155
SDSSJ081017.64+392814.2,SDSSJ081017.64+392814.2,NED,122.57328,39.470444,UGC04278,6.308197245356918
PGC1324730,PGC1324730,NED,122.707733,7.55169,D631-7,7.6374853664701465
PGC2299663,PGC2299663,NED,122.718819,47.519909,UGC04278,1.8560025574063936
SDSSJ081101.92+550741.1,SDSSJ081101.92+550741.1,NED,122.758064,55.128098,UGC04325,5.2713124781554805
PGC90826,PGC090826,NED,122.767342,49.583572,UGC04325,1.4013017467611963
PGC90828,PGC090828,NED,122.805367,39.638279,UGC04278,6.124839755456645
PGC2157009,PGC2157009,NED,122.866776,39.872696,UGC04278,5.887491156922583
PGC2103444,PGC2103444,NED,122.886299,37.547844,UGC04278,8.206867310252786
PGC1602822,PGC1602822,NED,122.902161,19.714437,F561-1,2.885468180495779
SDSSJ081139.61+162323.3,SDSSJ081139.61+162323.3,NED,122.915047,16.389807,D631-7,4.053161379424711
PGC22975,PGC022975,NED,122.928284,26.320908,F561-1,3.79372479825335
PGC2567068,PGC2567068,NED,122.986084,57.517105,UGC04499,6.943678585187149
PGC2351850,PGC2351850,NED,122.993767,49.736546,UGC04325,1.2179579558588618
2MASXJ08121087+0636069,2MASXJ08121087+0636069,NED,123.045326,6.601958,D631-7,8.638690355119156
SDSSJ081237.75+581127.8,SDSSJ081237.75+581127.8,NED,123.15731,58.191078,UGC04499,7.457331885558106
PGC1346409,PGC1346409,NED,123.230064,8.417894,D631-7,7.1356428327861074
2MASXJ08130329+2541344,2MASXJ08130329+2541344,NED,123.263321,25.692726,F561-1,3.233966022290813
PGC23033,PGC023033,NED,123.265388,24.566946,F561-1,2.1633174346235946
PGC1522719,PGC1522719,NED,123.301407,17.023987,D631-7,4.698711935741712
PGC23044,PGC023044,NED,123.32634,34.93251,NGC2683,8.280821590475822
PGC2517882,PGC2517882,NED,123.339622,55.885277,UGC04499,5.549609191536831
PGC23046,PGC023046,NED,123.356064,31.945614,NGC2683,8.389383255600267
SDSSJ081327.96+363302.8,SDSSJ081327.96+363302.8,NED,123.366508,36.550781,NGC2683,8.616278494542167
PGC1159318,PGC1159318,NED,123.370514,0.188133,D631-7,14.780400470169866
PGC2281777,PGC2281777,NED,123.371918,46.470249,UGC04278,0.7331191977185492
PGC2463793,PGC2463793,NED,123.432053,54.240376,UGC04325,4.317383157158303
PGC1255162,PGC1255162,NED,123.444435,3.593017,D631-7,11.566771699333982
PGC2577679,PGC2577679,NED,123.474953,58.354061,UGC04499,7.513187454495751
IC02233,IC2233,NED,123.495461,45.742138,UGC04278,1.289169934879393e-05
SDSSJ081400.14+250131.7,SDSSJ081400.14+250131.7,NED,123.500587,25.025442,F561-1,2.6685788511185478
NED,,NED,123.516891,-5.663724,ESO563-G021,16.483097308828334
PGC1380692,PGC1380692,NED,123.538597,10.521352,D631-7,5.701782711562692
PGC90830,PGC090830,NED,123.541351,57.411945,UGC04499,6.68914589563668
PGC90833,PGC090833,NED,123.571091,40.747166,UGC04278,4.995287154309499
PGC1577144,PGC1577144,NED,123.628113,18.99691,F561-1,3.74700744416827
PGC1239043,PGC1239043,NED,123.707512,2.848429,D631-7,12.356158875796764
PGC2496366,PGC2496366,NED,123.74353,55.272068,UGC04499,4.950159481960624
PGC1413439,PGC1413439,NED,123.78141,12.644879,D631-7,4.737164324991011
UGC04296,UGC04296,NED,123.871101,8.345252,D631-7,7.555338469746597
PGC1156749,PGC1156749,NED,123.924484,0.087369,D631-7,15.036626868803864
PGC1010717,PGC1010717,NED,123.999077,-7.934879,ESO563-G021,14.274970412376865
PGC2273446,PGC2273446,NED,124.01004,45.981541,UGC04278,0.43095659538889014
SDSSJ081609.03+252028.8,SDSSJ081609.03+252028.8,NED,124.037636,25.341362,F561-1,3.1649884789864697
2MASXJ08162362+2222588,2MASXJ08162362+2222588,NED,124.098495,22.383059,F561-1,1.5924111127870058
UGC04304,UGC04304,NED,124.117813,23.810823,F561-1,2.024980739391462
PGC1451574,PGC1451574,NED,124.283104,14.191446,D631-7,4.877355178302276
PGC90835,PGC090835,NED,124.288643,56.047123,UGC04499,5.334136006184802
PGC2551424,PGC2551424,NED,124.316299,56.905182,UGC04499,6.036106784252058
NED,,NED,124.384415,39.608063,UGC04278,6.168689197057739
PGC90839,PGC090839,NED,124.428604,-6.476481,ESO563-G021,15.340662733256472
PGC1209226,PGC1209226,NED,124.440666,1.889737,D631-7,13.51548072853002
NED,,NED,124.472031,48.645153,UGC04325,1.3848665693498479
SDSSJ081757.69+374510.6,SDSSJ081757.69+374510.6,NED,124.490379,37.753017,UGC04278,8.02335453319626
PGC23265,PGC023265,NED,124.504128,59.141556,UGC04499,7.98784903142576
IC02269,IC2269,NED,124.536507,23.047579,F561-1,2.0417581342122997
PGC2095167,PGC2095167,NED,124.545891,37.204056,NGC2683,7.98618868975481
PGC2185748,PGC2185748,NED,124.572617,41.721794,UGC04278,4.094891011866586
PGC1400542,PGC1400542,NED,124.580856,11.897483,D631-7,5.757087940552229
UGC04321,UGC04321,NED,124.591042,11.626508,D631-7,5.890961162663846
PGC2216097,PGC2216097,NED,124.634216,43.238411,UGC04278,2.6321501360112234
SDSSJ081838.86+444510.7,SDSSJ081838.86+444510.7,NED,124.661919,44.752975,UGC04278,1.2856238399737487
PGC2542436,PGC2542436,NED,124.663979,56.618279,UGC04499,5.6919157135014045
PGC2334185,PGC2334185,NED,124.711723,49.125736,UGC04325,0.8875136656345404
2MASXJ08185276+4726555,2MASXJ08185276+4726555,NED,124.720062,47.448654,UGC04278,1.9026322034663896
PGC1161974,PGC1161974,NED,124.722649,0.28729,D631-7,15.110589189777505
NGC02549,NGC2549,NED,124.743141,57.803066,UGC04499,6.714305002041492
PGC1510585,PGC1510585,NED,124.760857,16.513458,D631-7,5.71356625059697
SDSSJ081903.54+450600.2,SDSSJ081903.54+450600.2,NED,124.764847,45.100121,UGC04278,1.0981741456193832
PGC2097166,PGC2097166,NED,124.767426,37.288345,NGC2683,7.865491012545799
SDSSJ081917.28+354457.9,SDSSJ081917.28+354457.9,NED,124.822029,35.749424,NGC2683,7.254991318675707
PGC90838,PGC090838,NED,124.877419,66.679634,UGC04483,3.4947329763976467
NGC02560,NGC2560,NED,124.966209,20.984978,F561-1,2.8671523521479623
PGC1329143,PGC1329143,NED,125.012276,7.722555,D631-7,8.742751415802289
PGC2150452,PGC2150452,NED,125.015228,39.476025,UGC04278,6.36482522715846
PGC2673636,PGC2673636,NED,125.034821,64.999008,NGC2403,4.555758855892401
PGC1668887,PGC1668887,NED,125.110245,22.384203,F561-1,2.5235963071401266
PGC1028498,PGC1028498,NED,125.114349,-6.801167,ESO563-G021,14.747242333830783
PGC2093157,PGC2093157,NED,125.209831,37.108433,NGC2683,7.469825798037144
PGC2065321,PGC2065321,NED,125.225632,35.491348,NGC2683,6.869076645064281
PGC2195793,PGC2195793,NED,125.331795,42.283569,UGC04278,3.7018722117011977
PGC1906309,PGC1906309,NED,125.340363,30.501932,NGC2683,7.255085556566205
PGC90841,PGC090841,NED,125.417213,10.334528,D631-7,7.2609315362992115
2MASXJ08214623+3558113,2MASXJ08214623+3558113,NED,125.442612,35.96981,NGC2683,6.8443416426372545
AGC188761,AGC188761,NED,125.49601,13.039651,D631-7,6.2133209559938445
PGC2536428,PGC2536428,NED,125.523949,56.426224,UGC04499,5.292448370524868
PGC2127574,PGC2127574,NED,125.526154,38.455875,UGC04278,7.439720365690209
SDSSJ082213.55+062352.6,SDSSJ082213.55+062352.6,NED,125.55648,6.397957,D631-7,10.11592352109982
2MASXJ08223385+3545172,2MASXJ08223385+3545172,NED,125.641037,35.754665,NGC2683,6.622151270864187
NED,,NED,125.677704,65.558662,UGC04483,4.429019811602253
2MASXJ08225280+3823182,2MASXJ08225280+3823182,NED,125.720169,38.388363,UGC04278,7.536104265463872
PGC23510,PGC023510,NED,125.74012,4.385682,D631-7,11.876446998127047
PGC1302435,PGC1302435,NED,125.744728,6.525299,D631-7,10.130251714693266
SDSSJ082303.18+400522.1,SDSSJ082303.18+400522.1,NED,125.763252,40.089439,UGC04278,5.890950509220555
SDSSJ082305.37+321557.6,SDSSJ082305.37+321557.6,NED,125.772369,32.266029,NGC2683,6.322070469308324
PGC2460110,PGC2460110,NED,125.791473,54.11235,UGC04499,3.2936235164188608
PGC2004240,PGC2004240,NED,125.799362,32.599747,NGC2683,6.2357216839741865
PGC1242284,PGC1242284,NED,125.891296,2.975812,D631-7,13.165304875034638
PGC1900576,PGC1900576,NED,125.902672,30.357426,NGC2683,6.888740588659108
SDSSJ082349.48+142747.6,SDSSJ082349.48+142747.6,NED,125.956169,14.463224,D631-7,6.490576929220427
PGC23576,PGC023576,NED,126.040977,-0.319845,D631-7,16.176481759736276
PGC1590539,PGC1590539,NED,126.046005,19.388407,F561-1,4.661660712267392
PGC2487538,PGC2487538,NED,126.143463,55.009026,UGC04499,3.885210057627461
PGC2590502,PGC2590502,NED,126.150307,59.441776,UGC04499,8.003914709606406
SDSSJ082440.82+152743.4,SDSSJ082440.82+152743.4,NED,126.170097,15.462055,F563-V1,6.263060973377696
PGC1062023,PGC1062023,NED,126.207458,-4.16064,ESO563-G021,16.79048819483743
PGC3097417,PGC3097417,NED,126.258987,52.582497,UGC04499,2.1536861062574064
PGC90846,PGC090846,NED,126.265114,32.502361,NGC2683,5.8666337747188155
UGC04395,UGC04395,NED,126.448334,28.118137,F561-1,6.6604367455185995
SDSSJ082600.24+062439.2,SDSSJ082600.24+062439.2,NED,126.501007,6.410903,D631-7,10.699558977831245
PGC90847,PGC090847,NED,126.521141,56.445599,UGC04499,5.085800225266346
NED,,NED,126.543526,1.747281,D631-7,14.555549618776125
PGC1266001,PGC1266001,NED,126.567329,4.277825,D631-7,12.422301608036399
PGC1352694,PGC1352694,NED,126.581398,8.733852,D631-7,9.140301396037112
SDSSJ082623.55+381035.6,SDSSJ082623.55+381035.6,NED,126.598114,38.176594,NGC2683,7.1405204728886496
PGC1696051,PGC1696051,NED,126.619667,23.91613,F561-1,4.119874674105969
PGC1411050,PGC1411050,NED,126.619926,12.522531,D631-7,7.403804518198646
PGC1041541,PGC1041541,NED,126.648216,-5.693677,ESO563-G021,15.197587169714707
PGC2456840,PGC2456840,NED,126.716972,53.998402,UGC04499,2.8591056142609164
PGC1160521,PGC1160521,NED,126.718307,0.231984,D631-7,15.973402042535103
PGC1714615,PGC1714615,NED,126.748672,24.721136,F561-1,4.543391201163362
PGC142950,PGC142950,NED,126.762497,22.478336,F561-1,4.043626364196811
PGC2089857,PGC2089857,NED,126.768929,36.94593,NGC2683,6.306980034039151
PGC1521871,PGC1521871,NED,126.866081,16.988646,F563-V1,4.938847472264735
PGC1320173,PGC1320173,NED,126.921326,7.370111,D631-7,10.294519485577458
PGC1047761,PGC1047761,NED,126.951942,-5.210862,ESO563-G021,15.562841829013436
PGC2524523,PGC2524523,NED,126.966217,56.070892,UGC04499,4.64920189658547
PGC2253552,PGC2253552,NED,126.970589,44.855015,UGC04278,2.600181922819887
SDSSJ082808.01+491014.7,SDSSJ082808.01+491014.7,NED,127.033386,49.170795,UGC04325,1.6532425412742133
PGC2038705,PGC2038705,NED,127.065163,33.782097,NGC2683,5.098613595844506
PGC23757,PGC023757,NED,127.068062,22.034763,F561-1,4.363595753042651
PGC152549,PGC152549,NED,127.082314,0.581435,D631-7,15.83622739719173
PGC1131565,PGC1131565,NED,127.148628,-0.910997,D631-7,17.18721340807507
