galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
NGC4100,2.61,120.0,10.5,0.0,6112.6423371647525,0.0,6112.6423371647525,126.30913070716623,0.0,126.30913070716623,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,3.5,148.0,7.5,0.16998624511992189,5242.553714285713,86.66037819562969,5329.214092481343,135.4582518711946,17.41583542884762,136.57323794830634,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,4.37,168.0,6.2,0.17812552537679646,5362.762677345539,72.73100102187428,5435.493678367413,153.08583507300733,17.827912790497674,154.12043139851897,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,5.24,182.0,6.1,0.03591758158518199,6096.409312977098,12.23068112650231,6108.639994103601,178.7321593894059,8.005546146445731,178.91135673596258,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,6.11,190.0,5.2,0.0,6404.190965630114,0.0,6404.190965630114,197.8120491780013,0.0,197.8120491780013,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,6.98,194.0,5.7,0.0,6207.818982808022,0.0,6207.818982808022,208.15997814181284,0.0,208.15997814181284,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,7.85,195.0,6.1,0.0,5108.77152866242,0.0,5108.77152866242,200.25947293449065,0.0,200.25947293449065,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,8.72,193.0,4.8,0.001991549892187218,4263.171341743118,0.40752058354232773,4263.578862326661,192.80781649092964,1.8850940264318643,192.81703161154743,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,9.6,192.0,3.9,0.10444529907428036,3449.8612083333337,19.412993467816776,3469.2742018011504,181.98534995982507,13.651547065847192,182.49666390729186,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,10.47,192.0,3.5,0.2137057867276722,2811.7521489971346,36.42037759477429,2848.172526591909,171.5781017496114,19.52745127806716,172.6857444997047,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,11.35,191.0,4.4,0.2826408292416934,2376.054079295154,44.43384346332055,2420.4879227584747,164.22001644135833,22.457161960245294,165.74841755898814,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,12.19,189.0,4.8,0.3118303986111835,2095.1726004922066,45.644619163215005,2140.8172196554215,159.81287182201564,23.588300227010656,161.54430323474605,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,13.12,185.0,5.3,0.32579503981285596,1835.3579954268293,44.30833968657687,1879.6663351134061,155.1769857291989,24.110690920997857,157.03891975140394,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,13.94,182.0,4.5,0.353804237066176,1618.3076398852224,45.28716135001201,1663.5948012352344,150.1972319984626,25.12574435154444,152.28431150062428,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,14.86,179.0,6.6,0.3838256224500947,1417.618068640646,46.08822655710518,1463.7062951977512,145.1406369698025,26.17004101331488,147.4811023373455,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,15.68,176.0,6.2,0.4027133974338503,1270.0900510204083,45.827362517735885,1315.9174135381443,141.12055838891797,26.8062127925244,143.6439523414686,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,16.61,174.0,6.6,0.4312039321669157,1132.6758398555087,46.3220662886601,1178.9979061441688,137.16320825935796,27.738232118407335,139.9398271438644,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,17.42,178.0,8.7,0.5077022779720102,1029.8943111366243,52.003886885032884,1081.8981980216572,133.94311815095242,30.098300774915398,137.2831621486673,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,18.35,177.0,6.2,0.5435126323857121,924.867673024523,52.850416900723616,977.7180899252467,130.27402580714238,31.141694721518906,133.94449204849104,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,19.16,169.0,5.9,0.5113906745845568,840.2477035490605,47.624687954474666,887.8723915035351,126.88241012843348,30.207433211177253,130.42865874188746,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,20.09,158.0,6.3,0.4492173025487603,755.6022896963664,39.89802357042004,795.5003132667864,123.20734556023842,28.31168122047397,126.41835821402577,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,21.02,158.0,7.6,0.4941234146148601,683.7869885823026,41.944745713670194,725.7317342959727,119.88829175528359,29.69307250692234,123.51065158479793,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,21.95,158.0,8.9,0.5354533025974146,622.2926150341686,43.52731923723768,665.8199342714063,116.87310597395793,30.90994431016282,120.89147015921912,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
NGC4100,22.76,159.0,9.0,0.5823989474670784,573.1689367311071,45.6586606063239,618.827597337431,114.21613283595273,32.2364873303518,118.67820404522446,,1784.3286288883187,1784.3286288883187,False,,1.0,formula
