galaxy,r_kpc,v_obs_kmps,v_err_kmps,sigma_profile,a_bar_kmps2_per_kpc,a_struct_kmps2_per_kpc,a_total_kmps2_per_kpc,v_bar_kmps,v_struct_kmps,v_model_kmps,beta_raw,beta_formula,beta_clipped,use_dimension_proxy,d_eff_proxy,d_eff_boost,beta_mode
ESO563-G021,0.45,18.9,9.78,0.0,9443.858,0.0,9443.858,65.19,0.0,65.19,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,1.34,58.3,10.5,0.0,10776.737985074627,0.0,10776.737985074627,120.17000000000002,0.0,120.17000000000002,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,2.23,74.1,5.69,0.0,8475.672825112106,0.0,8475.672825112106,137.48,0.0,137.48,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,3.12,119.0,4.27,0.0,6848.907820512821,0.0,6848.907820512821,146.18,0.0,146.18,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,4.01,141.0,3.76,0.0,6214.408877805488,0.0,6214.408877805488,157.86,0.0,157.86,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,4.9,195.0,4.54,0.20032305086345853,6306.555938775509,77.49170858813319,6384.047647363643,175.79,19.486132814949524,176.86671103427534,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,5.79,227.0,4.2,0.2504018434179105,6852.617633851468,81.97460806400277,6934.59224191547,199.19,21.786073090177954,200.37786574542253,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,6.69,246.0,4.24,0.2333021013713094,7095.267100149476,66.10174487798898,7161.368845027466,217.87,21.02904356440745,218.8825200266886,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,7.58,268.0,5.56,0.30180706472209873,6897.206134564644,75.47108381572927,6972.677218380373,228.65,23.918001909089895,229.89757135586106,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,8.47,283.0,2.96,0.2994577623583739,6900.578229043683,67.01508235341188,6967.593311397095,241.76,23.82472974733184,242.93109176787848,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,10.23,291.0,9.81,0.21026270229955557,6655.8830498533725,38.958928052004815,6694.8419779053775,260.94,19.963712930514937,261.70256673172315,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,12.06,310.0,4.74,0.23000967072332437,6272.554162520732,36.15090545338955,6308.705067974121,275.0400029086679,20.880132177931202,275.83143968693616,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,13.44,310.0,20.4,0.2102427946400262,5749.4821726190485,29.651197864479602,5779.133370483528,277.98028779033956,19.96276782659674,278.6961652037907,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,15.18,310.0,16.1,0.18158599487845947,5248.664993412384,22.674147584747956,5271.339140997132,282.2671334038024,18.55245429414863,282.8761710719665,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,16.83,314.0,13.5,0.1959031784832063,4783.500968508616,22.06367020396032,4805.564638712576,283.7363587910439,19.269965478242355,284.38996618997066,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,18.56,317.0,12.7,0.2553489019635219,4146.580226293105,26.078128060233908,4172.658354353339,277.4176075882712,22.000228562402285,278.2885895195812,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,20.3,319.0,10.4,0.28829513988475275,3703.4659950738915,26.919170550665704,3730.385165624557,274.1903712751416,23.37646598993342,275.18506293434336,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,21.94,318.0,10.8,0.276765294026331,3448.4641932543295,23.910871027517473,3472.375064281847,275.0623645648383,22.904246556997535,276.0143273642579,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,23.68,317.0,9.3,0.27658413887631844,3175.637858952702,22.139405973118702,3197.777264925821,274.2245512349323,22.896749407796968,275.1787884874912,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,25.41,317.0,7.23,0.3355237799493147,2773.247729240457,25.028742582092356,2798.2764718225494,265.4585180400132,25.2186508166271,266.6537176733356,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,27.06,312.0,8.39,0.3638981389439947,2444.071877309682,25.49015246445367,2469.5620297741357,257.17034238029856,26.263349475802134,258.5079273942834,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,28.8,312.0,8.37,0.4308383335832884,2129.342003472222,28.35582194065217,2157.6978254128744,247.63895028851982,28.577047991190106,249.28236474305754,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,30.53,311.0,11.5,0.49342303678911664,1857.7801801506714,30.634656032561434,1888.4148361832329,238.15547211853016,30.5822832482158,240.11102629549126,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,32.18,310.0,14.5,0.5421294708032928,1655.1108576755748,31.932826973961323,1687.043684649536,230.78446091537444,32.0561752556676,233.0001411416355,,1895.485169805371,1895.485169805371,False,,1.0,formula
ESO563-G021,33.91,313.0,15.9,0.6072231344132115,1483.6583338248304,33.942272074402126,1517.6006058992325,224.30081163473304,33.92613219986882,226.85201463959487,,1895.485169805371,1895.485169805371,False,,1.0,formula
