galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,0.22,10.7,4.9,143.04090909090908,500.981259968102,740492.4371918305,740635.4781009214,403.65802999841674,-392.95802999841675
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,0.76,24.7,4.9,413.57078947368416,373.27467546110313,159711.71078963537,160125.28157910905,348.84841120481383,-324.14841120481384
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,1.31,38.9,4.9,549.9103053435115,114.77479836670138,28490.303147301896,29040.213452645407,195.04532709851188,-156.14532709851187
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,1.94,42.7,7.89,549.0050515463918,-60.55700181274584,-10150.430515378352,-9601.42546383196,1.3928388277184118e-06,42.69999860716118
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,3.92,55.0,4.9,391.85653061224485,-78.9066794702918,-6545.600998040587,-6153.744467428342,1.979898987322333e-06,54.99999802010101
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,4.35,57.2,4.9,358.83995402298854,-60.21565797430078,-4501.341958946323,-4142.502004923334,2.085665361461421e-06,57.19999791433464
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,5.0,59.8,4.9,326.82362,-50.43795412053521,-3280.267683758804,-2953.444063758804,2.2360679774997895e-06,59.79999776393202
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,5.05,62.5,3.43,323.5333861386139,-59.09345194155692,-3805.132721495744,-3481.5993353571303,2.2472205054244232e-06,62.49999775277949
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,5.83,61.8,3.98,277.77605488850776,-55.99075116587062,-3122.982615753664,-2845.2065608651565,2.414539293529927e-06,61.7999975854607
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,6.09,64.4,4.9,265.30300492610843,-21.54519678294952,-1150.416229591654,-885.1132246655455,2.4677925358506134e-06,64.39999753220746
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,6.74,67.2,4.9,258.1699258160237,-38.066804516612976,-1836.5736660747982,-1578.4037402587746,2.596150997149434e-06,67.19999740384901
F583-4,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\F583-4_normalized.csv,structural,325.17850306930694,7.29,69.9,4.9,219.62283950617285,-70.0856114724561,-3126.2461214417444,-2906.6232819355714,2.7e-06,69.89999730000001
