galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,3.44,285.0,14.4,24436.085726744186,-8265.154641769614,-12892836.820941718,-12868400.735214975,1.8547236990991407e-06,284.9999981452763
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,3.77,297.0,13.6,21708.584694960213,-7066.391954049017,-10058015.895759337,-10036307.311064376,1.94164878389476e-06,296.9999980583512
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,4.13,303.0,8.47,19560.275278450365,-5455.761772602161,-7088613.405925857,-7069053.130647407,2.0322401432901573e-06,302.99999796775984
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,4.47,306.0,5.93,17889.551454138702,-4532.345782512988,-5440908.939705414,-5423019.388251275,2.114237451186597e-06,305.9999978857625
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,4.8,307.0,5.93,16523.603604166663,-3775.5512019999837,-4220802.89611533,-4204279.292511163,2.190890230020664e-06,306.99999780910974
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,5.13,304.0,8.47,15397.687660818712,-3108.0185033365524,-3251038.9707135027,-3235641.283052684,2.264950330581225e-06,303.99999773504965
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,5.48,308.0,8.47,14410.151021897806,-2709.8112380723087,-2653471.491381335,-2639061.3403594373,2.340939982143925e-06,307.99999765906
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,5.83,313.0,12.7,13500.819794168096,-2443.574506992572,-2249121.803805256,-2235620.9840110876,2.414539293529927e-06,312.99999758546073
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,6.16,314.0,9.32,12748.520357142857,-1840.9641185583932,-1603690.500643913,-1590941.98028677,2.4819347291981714e-06,313.99999751806524
NGC2841,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC2841_normalized.csv,structural,5366.0651961550775,6.51,315.0,6.78,12248.964193548389,-1370.9096938775522,-1130013.9470642004,-1117764.982870652,2.5514701644346145e-06,314.9999974485298
