galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,0.87,47.8,8.2,27649.459080459776,657.6851631655355,3983382.743786955,4011032.2028674143,1868.0465777101626,-1820.2465777101627
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,1.74,98.9,8.2,28221.64517241379,-387.28872153961504,-1172840.2103666738,-1144618.5651942599,1.3190905958272919e-06,98.8999986809094
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,2.61,146.0,7.7,26975.576704980846,-3083.769026533812,-6225791.6168660335,-6198816.040161053,1.6155494421403513e-06,145.99999838445055
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,3.5,164.0,6.4,22794.211685714283,-6000.645348029733,-9034063.96016286,-9011269.748477146,1.8708286933869708e-06,163.9999981291713
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,4.37,174.0,5.95,16414.440892448514,-6103.503579137365,-7359545.798082064,-7343131.357189615,2.0904544960366874e-06,173.9999979095455
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,5.24,175.0,6.0,12174.115458015267,-3951.419469953197,-3973517.170729144,-3961343.0552711287,2.2891046284519193e-06,174.99999771089537
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,6.11,184.0,6.4,9538.97101472995,-2560.8126253125974,-2208461.5256976136,-2198922.5546828834,2.471841418861655e-06,183.9999975281586
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,6.98,185.0,6.4,7718.301489971347,-1732.7387045633004,-1308069.740999401,-1300351.4395094297,2.6419689627245813e-06,184.99999735803104
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,7.85,188.0,6.65,6524.005668789809,-1407.4698864118784,-944762.617091809,-938238.6114230192,2.8017851452243797e-06,187.99999719821486
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,8.72,190.0,7.35,5269.303887614678,-1277.6217928798906,-772038.7018489956,-766769.397961381,2.9529646120466803e-06,189.99999704703538
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,9.6,191.0,6.4,4288.16753125,-958.6002894433449,-526162.1074825389,-521873.9399512889,3.0983866769659333e-06,190.99999690161332
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,10.47,191.0,5.55,3591.753381088825,-700.8525855097547,-352722.564801466,-349130.81142037717,3.2357379374726872e-06,190.99999676426205
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,11.35,189.0,5.95,3061.6755066079295,-545.2907938012848,-253154.44049846736,-250092.76499185944,3.3689761055846034e-06,188.9999966310239
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,12.19,186.0,6.85,2653.8532157506156,-435.2769974979347,-188154.78056645708,-185500.92735070645,3.491418050019218e-06,185.99999650858194
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,13.12,183.0,6.4,2291.2352210365852,-359.9880027695668,-144579.73951892697,-142288.50429789038,3.6221540552549664e-06,182.99999637784595
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,13.94,179.0,6.85,2023.8742109038737,-295.4372644530427,-111674.94448555693,-109651.07027465306,3.733630940518894e-06,178.99999626636907
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,14.86,177.0,7.25,1777.174380888291,-242.33439536388641,-85930.92675596765,-84153.75237507936,3.854867053479277e-06,176.99999614513294
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,15.79,177.0,8.55,1575.555579480684,-196.20158230604724,-65474.71566823344,-63899.16008875275,3.9736632972611054e-06,176.9999960263367
NGC4217,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4217_normalized.csv,structural,5269.303887614678,16.72,178.0,12.0,1412.2394377990431,-175.60875449638803,-55343.05578749935,-53930.816349700304,4.089009660052175e-06,177.99999591099035
