galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,2.61,120.0,10.5,6112.6423371647525,-977.6276661562241,-736129.3971731724,-730016.7548360077,1.6155494421403513e-06,119.99999838445056
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,3.5,148.0,7.5,5242.553714285713,-426.0679885336442,-239239.03783902424,-233996.48412473852,1.8708286933869708e-06,147.9999981291713
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,4.37,168.0,6.2,5362.762677345539,490.7216084433248,220686.07506465548,226048.83774200102,993.8980938368604,-825.8980938368604
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,5.24,182.0,6.1,6096.409312977098,598.5220047612502,224476.05458443632,230572.46389741343,1099.1813821305593,-917.1813821305593
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,6.11,190.0,5.2,6404.190965630114,64.02854587984139,20594.611996147487,26998.8029617776,406.15598739457374,-216.15598739457374
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,6.98,194.0,5.7,6207.818982808022,-744.4939292917786,-209617.20397975063,-203409.3849969426,2.6419689627245813e-06,193.99999735803104
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,7.85,195.0,6.1,5108.77152866242,-1117.61358681891,-279797.09537621285,-274688.32384755043,2.8017851452243797e-06,194.99999719821486
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,8.72,193.0,4.8,4263.171341743118,-947.9487544737634,-213643.4393820223,-209380.2680402792,2.9529646120466803e-06,192.99999704703538
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,9.6,192.0,3.9,3449.8612083333337,-829.3823958548479,-169787.12930333923,-166337.2680950059,3.0983866769659333e-06,191.99999690161332
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,10.47,192.0,3.5,2811.7521489971346,-613.6040737361026,-115176.197975182,-112364.44582618486,3.2357379374726872e-06,191.99999676426205
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,11.35,191.0,4.4,2376.054079295154,-416.6160165726328,-72137.5330347421,-69761.47895544695,3.3689761055846034e-06,190.9999966310239
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,12.19,189.0,4.8,2095.1726004922066,-305.47801348492936,-49249.002394712166,-47153.82979421996,3.491418050019218e-06,188.99999650858194
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,13.12,185.0,5.3,1835.3579954268293,-272.49426320399095,-40817.34141523252,-38981.98341980569,3.6221540552549664e-06,184.99999637784595
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,13.94,182.0,4.5,1618.3076398852224,-240.08041769320877,-33846.60786313411,-32228.300223248887,3.733630940518894e-06,181.99999626636907
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,14.86,179.0,6.6,1417.618068640646,-200.12505107173226,-26466.9460379308,-25049.327969290156,3.854867053479277e-06,178.99999614513294
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,15.68,176.0,6.2,1270.0900510204083,-162.8241307343642,-20407.692206802916,-19137.602155782508,3.959797974644666e-06,175.99999604020203
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,16.61,174.0,6.6,1132.6758398555087,-138.04352866884122,-16333.061800165773,-15200.385960310265,4.075536774462966e-06,173.99999592446324
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,17.42,178.0,8.7,1029.8943111366243,-119.42998093734795,-13473.685250983734,-12443.79093984711,4.173727350941842e-06,177.99999582627265
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,18.35,177.0,6.2,924.867673024523,-108.99230321124368,-11672.958650993947,-10748.090977969425,4.283689998120779e-06,176.99999571631
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,19.16,169.0,5.9,840.2477035490605,-97.2789559357223,-9978.024860240506,-9137.777156691445,4.377213725647857e-06,168.9999956227863
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,20.09,158.0,6.3,755.6022896963664,-84.11866396062256,-8228.745206198579,-7473.142916502213,4.4821869662029936e-06,157.99999551781303
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,21.02,158.0,7.6,683.7869885823026,-71.67186809795578,-6700.962664740454,-6017.175676158151,4.58475735453906e-06,157.99999541524264
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,21.95,158.0,8.9,622.2926150341686,-63.573593017928346,-5691.980693609844,-5069.688078575675,4.685082710048991e-06,157.9999953149173
NGC4100,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC4100_normalized.csv,structural,1965.265297959518,22.76,159.0,9.0,573.1689367311071,-60.646516423532574,-5236.664945927088,-4663.496009195981,4.770744176750625e-06,158.99999522925583
