galaxy,source_file,beta_mode,beta,r_kpc,v_obs_kmps,v_err_kmps,a_newton,sigma_profile,a_struct,a_total,v_model_kmps,residual_kmps
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,0.63,265.0,15.0,191670.82634920639,-124605.24611725783,-660976860.7571068,-660785189.9307575,7.937253933193772e-07,264.9999992062746
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,1.72,250.0,15.0,55851.10808139536,-76100.39026853275,-147859391.7571489,-147803540.6490675,1.3114877048604001e-06,249.9999986885123
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,2.79,233.0,7.29,27293.98336917563,-17919.51751138701,-21464095.251575083,-21436801.268205907,1.6703293088490067e-06,232.9999983296707
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,3.91,230.0,6.45,16607.3647314578,-7169.6460741757855,-6127896.737970492,-6111289.373239034,1.977371993328519e-06,229.999998022628
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,5.03,228.0,5.37,11233.976163021867,-3860.8511160478884,-2565107.3652178673,-2553873.3890548456,2.2427661492005802e-06,227.99999775723384
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,6.14,228.0,5.16,7997.666742671011,-2375.478736212848,-1292924.7656913926,-1284927.0989487215,2.477902338672773e-06,227.99999752209766
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,7.26,227.0,5.94,5936.658581267217,-1508.5057211671171,-694385.7809970824,-688449.1224158151,2.6944387170614956e-06,226.9999973055613
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,8.37,226.0,3.0,4633.69898446834,-1002.9000386296317,-400426.3683118285,-395792.66932736017,2.893095228297886e-06,225.99999710690477
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,9.5,223.0,3.92,3690.1624947368423,-719.3452715833877,-253048.79070277733,-249358.6282080405,3.0822070014844882e-06,222.999996917793
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,10.65,219.0,2.9,2993.5917652582157,-534.7522507076894,-167800.59313189972,-164807.0013666415,3.263433774416144e-06,218.99999673656623
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,11.74,216.0,2.55,2492.317453151618,-413.0958910188691,-117590.7760384932,-115098.45858534159,3.426368339802363e-06,215.99999657363165
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,12.82,214.0,2.55,2097.1736817472697,-326.75636403997675,-85177.81747787404,-83080.64379612677,3.5805027579936315e-06,213.99999641949725
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,14.01,214.0,3.07,1750.5805067808708,-258.0639586144309,-61557.319155617086,-59806.73864883622,3.7429934544425804e-06,213.99999625700656
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,15.09,214.0,3.61,1511.3684956925117,-198.51093401179386,-43962.83303038188,-42451.46453468937,3.884584919911006e-06,213.9999961154151
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,16.18,214.0,4.46,1319.8117799752781,-161.59074192589185,-33375.550362266426,-32055.738582291146,4.0224370722237535e-06,213.99999597756292
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,17.36,214.0,5.07,1144.5575115207373,-135.86667649070233,-26154.938876327826,-25010.38136480709,4.166533331199932e-06,213.99999583346667
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,18.44,214.0,4.78,1012.7530911062906,-111.59662199947613,-20224.631173808477,-19211.878082702187,4.294182110716778e-06,213.9999957058179
NGC7814,C:\Users\mincu\Desktop\topological_gravity_project\data\processed\sparc_normalized_beta_abar\NGC7814_normalized.csv,structural,3341.8771299975288,19.53,214.0,4.87,902.3928417818739,-101.24793516001534,-17325.046542279975,-16422.6537004981,4.41927595879687e-06,213.99999558072403
