r_kpc,v_obs,v_model
0.87,24.3,32.41897859437925
1.74,49.6,47.115942180748355
2.61,73.6,61.95015736962947
3.5,101.0,75.41248833362596
4.37,107.0,87.00789694188069
5.24,115.0,97.6705463959187
6.11,123.0,104.71630668652529
6.98,130.0,108.34020970968658
7.85,134.0,110.43517481288997
8.72,136.0,109.88546381044506
9.6,137.0,110.40902218948278
10.47,136.0,109.29803736795327
11.35,137.0,107.4801332337692
12.19,137.0,105.04123162864653
13.12,137.0,100.95457628164766
13.94,138.0,97.71706727936505
14.86,137.0,93.23036190388315
