r_kpc,v_obs,v_model
5.49,198.0,214.22973944422222
6.17,195.0,220.9031610957075
6.92,194.0,224.0599670435004
7.69,195.0,225.01695569058728
8.36,195.0,223.5139463946863
9.12,195.0,219.4676255212556
9.88,192.0,211.44059940198426
10.56,188.0,201.4070290693622
11.31,186.0,191.873568487775
12.08,186.0,183.4380485169736
12.77,186.0,177.02848386968003
13.47,185.0,171.5260077243802
14.17,180.0,166.55641268344473
14.98,163.0,161.29671711792872
15.68,162.0,157.0044887182551
16.37,164.0,152.9653217727094
17.19,166.0,148.56223763284328
17.88,166.0,145.12073997255206
18.58,166.0,141.91477524665783
19.39,166.0,138.55828929650318
20.09,168.0,135.84097905232943
20.79,172.0,133.24315327075968
21.48,173.0,130.90699950959873
22.3,171.0,128.41072707892403
22.99,170.0,126.49101365294626
23.69,172.0,124.73193580711478
24.39,173.0,123.29833240475388
25.2,176.0,121.59663432192886
25.9,178.0,119.90143923177591
26.59,180.0,118.27148074827625
27.41,180.0,116.38072873324697
28.1,180.0,114.80948313399013
28.8,180.0,113.32856116379887
29.61,178.0,111.69887678082574
30.31,174.0,110.43205366851777
31.01,170.0,108.8557425773218
