r_kpc,v_obs,v_model
0.23,13.1,4.79583152331272e-07
0.47,17.3,7.268071404410704
0.7,23.6,9.172301284950345
0.93,26.2,11.171602834849207
1.17,27.4,11.65671571314265
1.4,26.9,11.873815575511058
1.64,27.4,11.964153265953097
1.87,31.0,11.883715294685585
2.1,32.5,11.891530410205274
2.33,33.0,12.224258580636949
2.57,36.5,12.592714265663203
2.8,38.9,12.979573873808352
3.26,41.5,13.354527363276448
3.73,42.7,13.581031567901656
4.21,44.7,14.142850815557512
4.67,46.7,14.419426978860123
5.14,48.5,14.618924959028877
5.61,50.0,14.543812376801705
6.07,50.2,14.394688239609884
6.54,50.1,14.150369325549212
7.0,51.6,13.908701438519024
