r_kpc,v_obs,v_model
3.44,285.0,254.78244671609693
3.77,297.0,255.87542011890713
4.13,303.0,261.0474876715723
4.47,306.0,263.56634975538543
4.8,307.0,265.6451019347838
5.13,304.0,267.9374640728097
5.48,308.0,269.61159560079716
5.83,313.0,270.27633177554065
6.16,314.0,272.5185031486439
6.51,315.0,276.7039505891428
6.86,317.0,278.87492733309415
7.18,320.0,280.15218393913375
7.51,316.0,282.1369126563047
7.85,318.0,284.55834478123097
8.21,321.0,285.39791908313737
8.57,323.0,284.9034177728996
8.9,321.0,283.95479068000253
9.24,323.0,282.21297930497667
9.6,323.0,280.5802019704921
9.93,322.0,279.927071870572
10.27,321.0,279.4234493740793
10.6,323.0,278.6654048442763
10.93,322.0,277.88004062968616
11.27,321.0,276.6976018417552
12.31,323.0,270.9573934903033
14.35,319.0,254.79182841824021
16.4,308.0,238.82269877975162
18.48,299.0,226.1608701437704
20.57,299.0,215.9343739647119
22.51,298.0,209.36055399017286
24.59,296.0,201.68728642794764
26.68,293.0,192.34016447636932
28.77,289.0,183.68935029896005
30.7,289.0,177.00669254873372
32.79,288.0,171.39322067231512
34.88,285.0,167.24787196394223
36.96,283.0,164.09860869845144
38.9,275.0,161.4519769900186
40.99,272.0,158.37793139874918
43.08,271.0,155.1714967567773
45.16,274.0,151.55270686951678
47.1,277.0,147.69099648808384
49.19,281.0,143.74928038364445
51.27,286.0,140.48287817192036
53.36,282.0,138.17028662803995
55.3,283.0,136.98797203513578
57.38,288.0,136.1099313032431
59.47,287.0,135.34194352327413
61.56,289.0,134.1705196696796
63.64,294.0,132.58829487465817
