r_kpc,v_obs,v_model
0.32,44.0,5.656854249492381e-07
0.64,64.0,8e-07
0.96,128.0,9.797958971132711e-07
1.28,148.0,43.404463134804864
1.6,157.0,138.12206561636833
1.92,189.0,203.3397452212818
2.24,195.0,266.65374556846035
2.56,201.0,287.36306381823726
2.88,214.0,279.77953519044155
3.2,215.0,276.00271183704075
3.52,215.0,260.3542235543806
3.84,216.0,261.0379500696481
4.8,214.0,253.48017967157182
5.76,210.0,240.37465455515525
6.72,205.0,225.87917935472717
7.68,203.0,214.34991602107715
8.64,201.0,205.03046733725512
9.6,201.0,196.47966520137726
10.56,199.0,188.95557826341525
11.52,197.0,182.3941770470306
12.48,196.0,175.61876056536033
13.44,193.0,169.10571357236682
14.4,190.0,163.18353706615142
15.36,188.0,157.5964436184906
16.32,187.0,152.77733391984864
17.28,188.0,148.1700476305438
18.24,186.0,144.0580960603559
19.2,185.0,140.27795333723148
20.16,185.0,136.74328364205667
21.12,181.0,133.52715864006547
22.08,178.0,130.5966647675731
23.04,177.0,127.80953569358171
24.0,182.0,125.39049409495738
24.96,180.0,123.03950707673174
