r_kpc,v_obs,v_model
0.35,20.9,79.74096936372096
1.07,61.7,105.1888695102495
1.6,81.3,106.76387190040799
3.7,124.0,139.73713273798697
5.09,156.0,152.47833431072002
6.61,166.0,165.20134311884328
8.17,165.0,170.3952623490902
9.11,174.0,167.72466203467812
10.37,164.0,166.08984193010897
11.28,176.0,168.55695045482764
13.62,174.0,167.14718594406037
15.04,168.0,162.44676551092076
16.37,166.0,156.9293116639779
17.59,167.0,150.8662397520039
18.8,167.0,145.73427946432562
20.13,165.0,140.62729623481178
21.35,165.0,136.42651575289847
22.57,165.0,132.8956009578072
23.89,165.0,129.47890908525156
25.11,163.0,126.79998591030328
26.33,162.0,124.45951744665824
27.65,162.0,122.17671750607944
28.87,162.0,120.34566510466837
30.09,160.0,118.22639219863288
