r_kpc,v_obs,v_model
0.72,125.0,17.837736034528668
1.43,162.0,166.21053264419257
2.16,178.0,231.1215544110708
2.87,193.0,254.5487810866208
3.59,192.0,248.97277446868404
4.3,190.0,258.45423012438886
5.03,195.0,264.89527661566933
5.75,201.0,270.33086116538794
6.46,204.0,274.41600116479066
7.18,204.0,270.3140095459937
7.91,206.0,267.42887072852784
8.62,206.0,264.8233586347036
11.49,206.0,244.81543773535964
14.3,206.0,227.79528896862894
17.19,203.0,212.51809039606405
20.07,200.0,194.57233417297397
22.96,194.0,179.7608191413807
25.85,188.0,167.94445616701273
28.74,184.0,158.73879501710837
31.62,182.0,151.36044533103663
34.51,180.0,145.43957362403827
37.4,181.0,139.19399701174657
40.29,180.0,134.64369820886807
43.17,179.0,130.6481795379456
45.92,179.0,127.56422821703393
48.81,179.0,124.01433123100328
51.7,174.0,120.55598785875826
54.59,172.0,116.9366772587799
