r_kpc,v_obs,v_model
0.41,33.2,38.16652187034969
0.98,50.4,49.09714363759668
1.78,53.9,61.336876958315294
2.69,67.6,75.13979793945957
3.36,81.7,80.86712036423616
4.39,102.0,85.71720081557248
5.65,116.0,91.79151122847888
6.34,132.0,96.55001955422122
6.89,137.0,101.58114211830355
8.34,154.0,115.49365092091654
10.04,163.0,131.0102415740891
11.65,170.0,136.50714336167562
13.36,175.0,137.27562373779574
15.06,177.0,133.8518871074149
16.67,178.0,130.13131130285754
