r_kpc,v_obs,v_model
0.32,284.0,490.64578351508123
0.63,282.0,287.5600120601438
0.95,281.0,9.746794344808963e-07
1.26,280.0,1.1224972160321825e-06
1.58,280.0,11.137688436851219
1.89,279.0,171.5718932678391
2.21,279.0,223.7285683965358
2.52,279.0,252.91782811648326
2.84,279.0,272.9452095500083
3.15,279.0,291.5576335786486
3.47,279.0,305.2501359316911
3.79,279.0,312.25765368796795
4.1,280.0,315.7607065935848
4.42,280.0,317.0696959310294
4.73,280.0,316.84247746535704
5.05,281.0,315.7902331839383
5.36,282.0,314.96259864423206
5.68,282.0,314.3142960562253
5.99,283.0,314.1385281308647
6.31,284.0,314.33654505792725
6.62,284.0,315.24339887027253
6.94,285.0,316.15162568791413
7.57,286.0,314.99248400571724
7.89,287.0,313.2371588315229
8.2,287.0,310.85273989892767
8.31,288.0,310.91508660013704
8.52,288.0,310.31231752208174
8.83,288.0,309.31622517356124
9.15,288.0,307.9449137248415
9.78,289.0,303.63683208069
10.1,289.0,301.4130560360183
11.04,288.0,293.18986871118096
11.36,288.0,291.2855114443833
11.67,288.0,289.9794199443955
13.57,285.0,278.2360272897097
13.88,284.0,276.8566967345496
14.2,284.0,275.6884062473883
16.61,278.0,263.1402022255349
19.35,273.0,252.20169216726134
22.19,269.0,239.64022359341928
24.92,265.0,231.01802770622078
27.66,262.0,223.00600662048237
30.5,257.0,214.87586328455308
33.23,252.0,207.17390013336163
35.96,247.0,199.01702567528937
38.8,242.0,191.14127523889928
41.54,238.0,184.44213745152572
44.27,235.0,178.6629910447193
47.11,236.0,173.62249262973043
49.84,239.0,169.00800177351402
52.58,242.0,164.14446637115074
55.42,245.0,159.75933030958612
58.15,247.0,156.44855288724062
60.89,246.0,153.8916679026763
63.62,243.0,150.89179381996104
66.46,239.0,147.73633159030047
69.19,234.0,144.8185295137152
71.93,230.0,142.19793812784286
74.77,228.0,139.82021799728201
77.5,228.0,137.87075665533555
80.23,227.0,136.004070465435
83.07,226.0,134.0647463098731
85.81,224.0,132.15588720238472
88.54,222.0,130.1704556298945
91.38,222.0,128.16370905430003
94.12,224.0,126.34749613244954
99.69,227.0,123.1842847481906
108.31,229.0,118.34056263443598
