r_kpc,v_obs,v_model
1.87,27.7,19.94092196418362
3.36,42.4,24.718972687133434
4.86,52.5,28.59500467466659
6.35,55.6,31.12979524970817
7.85,58.6,32.72350659843265
9.34,59.0,32.539939231658465
10.83,60.0,31.11982677905251
12.33,62.2,28.98059247242149
