r_kpc,v_obs,v_model
2.61,120.0,120.76208265503406
3.5,148.0,133.23528867417565
4.37,168.0,155.31646827370432
5.24,182.0,181.0641884819274
6.11,190.0,198.03880197280824
6.98,194.0,205.63775418015013
7.85,195.0,196.3086785050104
8.72,193.0,189.33025235343945
9.6,192.0,178.7623385069192
10.47,192.0,169.05279119422113
11.35,191.0,162.43204262399763
12.19,189.0,158.467380637539
13.12,185.0,153.9411993576014
13.94,182.0,149.0726157131023
14.86,179.0,144.1709171540324
15.68,176.0,140.3094873395383
16.61,174.0,136.45594654737926
17.42,178.0,133.31666247543032
18.35,177.0,129.686266647293
19.16,169.0,126.34386670847204
20.09,158.0,122.72785256193801
21.02,158.0,119.46851969753565
21.95,158.0,116.49120311049244
22.76,159.0,113.8433393305526
